id,post_id,content,source,collected_at
18,2,Nguyễn Toàn cậu toàn nói chí phải kk,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
19,2,Đình Chí rõ ràng,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
20,2,Nguyễn Toàn hay quá sếp ơi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
21,2,Mình tự hào khi là sv DNTU,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
22,2,Ngọc Hà mình cũng v ước j mai mốt mình theo nghề làm giảng viên ở đây😳,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
23,2,Ngọc Hà uh huh,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
24,2,Ngọc Thư Quyên Trần Xuân Quỳnh Nguyễn Hữu An mấy bạn ơi ngta nhận xét ngành NNA mik kìa 😢😢😢,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
25,2,Trần Huy kệ bà ơi :))))) miệng đời làm shao mak né🥹🥹,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
26,2,"NNA là hệ j thế, ra trường lâu quá ko biết",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
27,2,Trần Hải ngôn ngữ anh,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
28,2,"Hồ Xuân Thực trời đất, em nhớ thời em học thì làm j có hệ nào hay hệ nào dở, giờ lạ quá:))",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
29,2,Lứa a học còn bị nói gì lứa em 🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
30,2,"Là sao , ai tóm tắt giùm",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
31,2,Nguyễn Cẩm khoa QTKD của bạn bị nói 6 kìa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
32,2,Dài quá cần tóm tắt,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
33,2,Khang NguyễnNguyễn Đỗ Thành Danh bớt đẳng cấp 1 chút để sống hoà đồng nha,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
34,2,Nguyễn Huy biết sao h,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
35,2,Nguyễn Huy có đẳng cấp đâu mà bớt,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
36,2,Nguyễn Huy ước j bớt đẳng cấp 1 chút để sống hoà bình thì tốt biết bao,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
37,2,Khang Nguyễn đi đâu cũng bị nói v,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
38,2,Quynh Anh Nguyen Thân Thái San Nguyen Hien Vi Anh mình hệ gì,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
39,2,"Ngọc Ánh hệ cúp học, hệ drama:))))",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
40,2,đến ạ Đình Đức 🌊 lun á sao làm như vậy :((,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
41,2,Đặng Dũng mãi iu mãi iu hả kkk,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
42,2,Đình Đức 🌊phải ...,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
43,2,Tự hào sv DNTU,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
44,2,Nguyễn Đỗ Minh Sang ra trường rồi muốn nói gì nói hả mậy,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
45,2,"Nguyễn Thảo Vy Tôi yêu trường của tôi 😍
Tôi có thể yêu trường của tôi trong 4 ngày
Ngày xuân🌷, ngày hạ🌞, ngày thu🍂, và ngày đông❄️
Tôi yêu giảng viên của tôi 🥰
Chắc là 3 ngày thôi
Ngày hôm qua, hôm nay và ngày mai
Tôi yêu bạn của tôi, người luôn kề vai sát cánh
2 ngày thôi thì sao ?
Ngày sáng 🌄và ngày tối🌃
Tôi yêu ngành học của tôi
1 ngày thôi là đủ
Mỗi ngàyyyyy 🥰",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
46,2,"Tấn Lộc đọc để hiểu cho mấy em nè m, lẹ",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
47,2,Phạm Minh Vũ bạn đúng ko,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
48,2,Nguyễn Thi tui làm gì văn thơ dài được vậy fen,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
49,2,Khang Nguyễn tự hào sv DNTU,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
50,2,Khánh Toàn con mẹ cảm xúc qua cậu ơi ước j tôi cũng nói đc như v,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
51,2,Trần Nhật Phương dẫn dắt đàn em kỳ vậy😁,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
52,2,Hồ Văn Đại thôi kệ đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
53,2,Phạm Nguyễn Yến Vi tự hào là svien DNTU 🥰,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
54,2,Quân Lương đàn a cho ý kiến,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
55,2,Nguyễn Ngọc Long lần sau chừa em nhé,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
56,2,Võ Thanh Thảo Ngân áp lực quá😔,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
57,2,Thằng ngu nào v,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
58,2,Như Quỳnh Khanh Tran Thanh Tuyền Nguyễn Linh Bui Kieu Anh,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
59,2,Hoàng Lê Hồ Thiên Sinh Dương Đoàn tụi m xin lỗi ngta đi kìa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
60,2,Đỗ Đạt fix bug chưa đủ thời gian nữa mà thời gian đâu ra toxic 🥲,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
61,2,Quân Lê thằng này à e,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
62,2,Đào Ngọc Huy xì xà xì xằng,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
63,2,Quân Lê 2 m cũng đi hóng dữ =)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
64,2,David Phan,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
65,2,"Trước chị cũng nghe thầy cô nói hoài ngành kế toán của chị sẽ bị thay thế bởi AI này nọ. Nhưng mà khi chị đi thực tập rồi mới biết, cái AI chả là cái gì cả vì ngành này cần phải là người thực hiện, người làm chứ ko phải là con AI. Lên tờ khai ra sao, kiểm toán thế nào, con số này 10 năm trước nó ở đâu ra, chênh lệch số giữa tờ khai và sổ sách thì phải làm sao đây... Thách luôn đố 1 con AI nào có thể giải quyết được",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
66,2,Topic : nếu k phải AI viết thì bài này cũng ...,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
67,3,90kg ra chơi lọt đúng cái tay,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
68,3,được 500k thì huề vốn thôi có đâu ăn lẩu,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
69,3,Vướng cái đuôi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
70,3,Dinhh Anhh,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
71,3,Đỗ Tấn Lộc thoi con xin,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
72,3,Đỗ Tấn Lộc lạy bố kkk,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
73,3,Thuy Duong,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
74,3,Ng Quynh Nhu bà giỡn hoài nha bà như,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
75,3,Hoang Nguyen,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
76,4,"Nếu anh là Hình thì em sẽ là bóng
Còn nếu anh là bóng, mình sẽ là chị em",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
77,4,"Gặp dân anh chị rồi em, lúc anh lúc chị",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
78,4,Ngọc Minh Châu kim cương quan điểm :)))))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
79,4,Dung Nguyen đọc phát hiểu liền,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
80,4,Anh lên hỏng có nổi bé oi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
81,4,Sơ mi trắng thì ok mà thêm quần tím thì khả năng chị e với bạn đó 🙃,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
82,4,Phạm Minh Vũ còn hóng nữa ku 🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
83,4,bạn này tốt ghê nghĩ là trai trường không tốt chứ k nghĩ bạn ấy g*y,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
84,4,Ảnh nào chỉ mò,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
85,4,Thấy quần tím rồi mà còn sáp dô,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
86,4,Ri Ri dấu hiệu nhận bik hay j,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
87,4,Ảnh hong thích con gái đó e,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
88,4,Đỗ Oanh Oanh ngta đã mặc quần tím rồi còn hỏi nựa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
89,4,Nếu e Ko tin thì để a Tính lên đùi ảnh ngồi là biết liền à,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
90,4,Nhanh trí lấy cái quần trùm vô r chạy 😄,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
91,4,Quốc Đô anh không ác ai ác 😅,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
92,4,Trà Nguyễn a biết gì đâu tue vấn giùm mấy đứa e 😄 😄,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
93,4,Quốc Đô đúng cựu sv có khác,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
94,4,"""trường này bot nhiều lắm em"" từng muốn vô trường nghe câu đổi trường liền luôn ní :((",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
95,4,"đã quần tím r còn kêu "" anh ơi "" nữa",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
96,4,Anh nào ?? Chỉ mò Nguyễn Toàn,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
97,4,Đình Chí m lại gài nữa bạn toàn có đời nào mặc quần tím :)))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
98,4,Huỳnh Nhân ngoài ra còn màu hường nữa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
99,4,Đình Chí m thấy chưa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
100,4,Đình Chí cạc,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
101,4,Chắc a đang tới ngày lên hơi cọc đó e 🥴,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
102,4,Vũ Thiện Phong cho a này xin lỗi sáng a hơi cọc cho ảnh bù bằng 1 buổi đi chơi dc k,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
103,4,Hai Nam bảo đừng kể ai r mà,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
104,4,A đã v còn gặp bánh bèo nữa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
105,4,Quần tím thì là .....tím rồi:))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
106,4,Toàn Tô tấm chiếu chưa nằm gọi là dì…?,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
107,4,Khả năng là anh Nguyên Nguyễn 🐧,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
108,4,Nguyễn Văn Trình im mồm,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
109,4,Ánh Trương Tú Trân bà nội ơi bà nội,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
110,4,Đinh Nhã Ân oii troi đất ơi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
111,4,À v hả…chúc mừng e :)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
112,4,ảnh thích con trai á,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
113,4,Hoàng Lê Hoàng hả,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
114,4,Kha :)))) zì z Kha. Này là dân anh chị rồi Kha ơi. Chứ gặp tui là khác rồi. 😋,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
115,4,Hoàng Lê kkk hay Anh Dũng,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
116,4,Kha tui đang nghi ngờ người viết cfs này là bạn đó Kha.🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
117,4,Trần Chu Nam kkkk tui lạy bạn à,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
118,4,Trần Chu Nam chắc hôm bữa Kha đi tán anh nào ở đó á Nam. 🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
119,4,Tuấn Péo anh dựng hỏng có nổi pé ơi =))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
120,4,Ảnh hay day quá 🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
121,4,Đình Đức 🌊 sao phủ dị anh,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
122,4,khê lắm,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
123,4,Jade Đâu đây nè m,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
124,4,Bá Thiện Phạm lấy hình piccolo đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
125,4,Jade Đâu thật ra thì tiếp cận kiểu ngọt ngọt thì hay là đa cấp 😄,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
126,4,Nguyễn Ngọc Long anh đến chịu chú rồi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
127,4,Nguyễn Trung Đoàn chú khó tính vậy sao,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
128,4,Nguyễn Trung Đoàn kkk,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
129,4,Thảo Nhi quần tím là nghi ròi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
130,4,Thương tha anh iii bé ơiii :)))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
131,4,Sao chê ngta vậy Gia Phat =))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
132,4,Hải Triều ko biết gì hết 😂,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
133,4,Sang Phú sao tệ v bro,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
134,4,trên trường tui hiền lắm fen ơi:)))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
135,4,Uầy khét đấy kkk,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
136,4,Minh Thuận phải chị k zị,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
137,4,Minh Trọng chị chị em em nên bín dùm:)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
138,4,Minh Thuận sao chị ác vs ngta v,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
139,4,Quỳnh Như chị mò hẹ hẹ,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
140,4,NP Như Quỳnh hẳn là quần tím lun mừ,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
141,4,chảnh v chỉ có anh Duy Phú đúng không Trần Nam,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
142,4,Duc An anh áo trắng quần tím,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
143,4,Kim Anh mấy em h bạo ghê hen,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
144,4,Nguyễn Huy lại em à em,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
145,4,Hoàng Thắng m tha tao đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
146,4,Thanh Sáng học tập đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
147,4,Quách Quốc chắc ảnh tới ngày,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
148,4,Thanh An lâu lâu tới tháng á mà,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
149,4,Lê Mạnh Hùng sao lại lm z,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
150,4,hình như bạn đó tên Thành Lê á,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
151,4,Quoc Anh cũng muốn có ng bắt truyện kiểu đấy,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
152,4,Nguyễn Lâm Yến Nhi ngta mặc màu tím còn ráng hỏi ^^,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
153,4,Đào Minh Nhật Duy Toàn Nguyễn Nghĩa Lê Quang Trung Hoàng Phước,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
154,4,Huy Phước 😂,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
155,4,Ngọc Trân,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
156,4,Vũ Dương Gia Hân,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
157,4,"Chị biết khoa gì nè, QT chắc lun",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
158,4,TriAnh Nguyễn,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
159,4,Ngọc Hân khó chịu dữ chèn,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
160,5,Lỡ bạn em lấy của em thì sao :)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
161,5,"lại bảo vệ tố cáo yêu cầu check camera đi e, ko dc thì lên tới văn phòng nhờ hiệu trưởng lun😩",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
162,5,Chắc mấy anh chị lấy nón của mày,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
163,5,"Ôi em ơi, súc vật thì trường nào chả có hả em :))))",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
164,5,Nguyễn Trung Kiên thế hệ nào cũng tồn tại à,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
165,5,Phải anh chị lấy hơm,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
166,5,Bần cùng sinh đạo tặc thôi e 😂😂,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
167,5,"Nhung Shinn
Nguyễn TrAnh bây lấy hả trả nhỏ đi",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
168,5,Nhi Ngô cả tuần nay t còn chz bước chân zô trg nz 🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
169,5,Nguyễn TrAnh ò t cx ở nhà bữa h m oi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
170,5,cả  tháng nay chưa vô trường nữa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
171,5,Nhung Shinn êy bà xạo nha bà,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
172,5,5 năm trước anh sv năm nhất cũng k cánh mà bay nón bảo hiểm ở nhà xe🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
173,5,Anh có ghi ở xe là anh mượn mai trả mà,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
174,5,Tuấn Péo mày lấy phải không ? Đã dặn đừng quen tay nữa mà 😞,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
175,5,Việt Hùng bảo thằng Đức Hoàng trả ngta kìa trời,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
176,5,Nguyễn Phúc hùng lấy á bữa thấy nè,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
177,5,Đức Hoàng v mà k cản để ngta phốt nè 🙁,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
178,5,Đức Hoàng vừa ăn cướp vừa la làng,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
179,5,Nguyễn Phúc  cũng muốn mà ảnh bảo lấy nón cho girl friend,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
180,5,Việt Hùng sau thiếu quá nói ae góp nha 🙁,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
181,5,David Phan ông có lấy không có lấy thì trả cho em nó đi hây da không nên làm vậy nha ông 🙂,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
182,5,Toan Phuc Vu Le z v ô! Đừng minh oan cho mk chứ!,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
183,5,David Phan hehe,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
184,5,Phạm Phương chắc tao đội cái nón đi học luôn :)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
185,5,Duy Thái t vs m ko đội nói luôn cho oách xà lách =)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
186,5,Lấy trả cho bạn đi kìa ụ ẹ,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
187,5,Nguyễn VănÝ bạn Kế Tấn còn đi học chắc chôm á mau trả lại bạn đó đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
188,5,Nguyễn Trung Đoàn anh đã nói bao nhiêu lần rồi tay chân cứ táy máy,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
189,5,Vũ Tùng ôi em lỡ luộc mất rồi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
190,5,Hải Bằng lấy nha,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
191,5,Thanh Binh Minh Ngọc  Nguyễn Lâm Yến Nhi  tụi bây trả nón cho ẻm chưa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
192,5,Mai Văn Minh mới mượn đi chơi với ghệ để lát trả 😞,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
193,5,Nguyễn Lâm Yến Nhi ủa tối thấy m mượn đi quánh lộn mà,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
194,5,"Minh Ngọc dm rep m kh rep, rep quỷ già kia :))))",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
195,5,"Nguyễn Lâm Yến Nhi ôi bạn này tồi với tôi hôm qua h rồi, tôi quen rồi ^^",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
196,5,"Minh Ngọc nó bị lộn, chứ tôi rep ròi",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
197,5,Pt Thu quê chưa :))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273
