id,post_id,content,source,collected_at,content_anonymized
20,2,Nguyễn Toàn hay quá sếp ơi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] hay quá sếp ơi
21,2,Mình tự hào khi là sv DNTU,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Mình tự hào khi là sv DNTU
22,2,Ngọc Hà mình cũng v ước j mai mốt mình theo nghề làm giảng viên ở đây😳,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Ngọc Hà mình cũng v ước j mai mốt mình theo nghề làm giảng viên ở đây😳
24,2,Ngọc Thư Quyên Trần Xuân Quỳnh Nguyễn Hữu An mấy bạn ơi ngta nhận xét ngành NNA mik kìa 😢😢😢,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Ngọc Thư Quyên [NAME] mấy bạn ơi ngta nhận xét ngành NNA mik kìa 😢😢😢
25,2,Trần Huy kệ bà ơi :))))) miệng đời làm shao mak né🥹🥹,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] kệ bà ơi :))))) miệng đời làm shao mak né🥹🥹
26,2,"NNA là hệ j thế, ra trường lâu quá ko biết",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"[NAME] là hệ j thế, ra trường lâu quá ko biết"
27,2,Trần Hải ngôn ngữ anh,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] ngôn ngữ anh
28,2,"Hồ Xuân Thực trời đất, em nhớ thời em học thì làm j có hệ nào hay hệ nào dở, giờ lạ quá:))",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"[NAME] trời đất, em nhớ thời em học thì làm j có hệ nào hay hệ nào dở, giờ lạ quá:))"
29,2,Lứa a học còn bị nói gì lứa em 🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Lứa a học còn bị nói gì lứa em 🤣
30,2,"Là sao , ai tóm tắt giùm",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"Là sao , ai tóm tắt giùm"
31,2,Nguyễn Cẩm khoa QTKD của bạn bị nói 6 kìa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] khoa QTKD của bạn bị nói 6 kìa
33,2,Khang NguyễnNguyễn Đỗ Thành Danh bớt đẳng cấp 1 chút để sống hoà đồng nha,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Khang NguyễnNguyễn [NAME] bớt đẳng cấp 1 chút để sống hoà đồng nha
34,2,Nguyễn Huy biết sao h,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] biết sao h
35,2,Nguyễn Huy có đẳng cấp đâu mà bớt,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] có đẳng cấp đâu mà bớt
36,2,Nguyễn Huy ước j bớt đẳng cấp 1 chút để sống hoà bình thì tốt biết bao,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] ước j bớt đẳng cấp 1 chút để sống hoà bình thì tốt biết bao
37,2,Khang Nguyễn đi đâu cũng bị nói v,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] đi đâu cũng bị nói v
38,2,Quynh Anh Nguyen Thân Thái San Nguyen Hien Vi Anh mình hệ gì,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Quynh Anh [NAME] mình hệ gì
39,2,"Ngọc Ánh hệ cúp học, hệ drama:))))",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"[NAME] hệ cúp học, hệ drama:))))"
40,2,đến ạ Đình Đức 🌊 lun á sao làm như vậy :((,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,đến ạ Đình Đức 🌊 lun á sao làm như vậy :((
41,2,Đặng Dũng mãi iu mãi iu hả kkk,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] mãi iu mãi iu hả kkk
44,2,Nguyễn Đỗ Minh Sang ra trường rồi muốn nói gì nói hả mậy,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] ra trường rồi muốn nói gì nói hả mậy
45,2,"Nguyễn Thảo Vy Tôi yêu trường của tôi 😍
Tôi có thể yêu trường của tôi trong 4 ngày
Ngày xuân🌷, ngày hạ🌞, ngày thu🍂, và ngày đông❄️
Tôi yêu giảng viên của tôi 🥰
Chắc là 3 ngày thôi
Ngày hôm qua, hôm nay và ngày mai
Tôi yêu bạn của tôi, người luôn kề vai sát cánh
2 ngày thôi thì sao ?
Ngày sáng 🌄và ngày tối🌃
Tôi yêu ngành học của tôi
1 ngày thôi là đủ
Mỗi ngàyyyyy 🥰",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"[NAME] yêu trường của tôi 😍
Tôi có thể yêu trường của tôi trong 4 ngày
Ngày xuân🌷, ngày hạ🌞, ngày thu🍂, và ngày đông❄️
Tôi yêu giảng viên của tôi 🥰
Chắc là 3 ngày thôi
Ngày hôm qua, hôm nay và ngày mai
Tôi yêu bạn của tôi, người luôn kề vai sát cánh
2 ngày thôi thì sao ?
Ngày sáng 🌄và ngày tối🌃
Tôi yêu ngành học của tôi
1 ngày thôi là đủ
Mỗi ngàyyyyy 🥰"
46,2,"Tấn Lộc đọc để hiểu cho mấy em nè m, lẹ",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"[NAME] đọc để hiểu cho mấy em nè m, lẹ"
47,2,Phạm Minh Vũ bạn đúng ko,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] bạn đúng ko
48,2,Nguyễn Thi tui làm gì văn thơ dài được vậy fen,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] tui làm gì văn thơ dài được vậy fen
49,2,Khang Nguyễn tự hào sv DNTU,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] tự hào sv DNTU
50,2,Khánh Toàn con mẹ cảm xúc qua cậu ơi ước j tôi cũng nói đc như v,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Khánh Toàn con mẹ cảm xúc qua cậu ơi ước j tôi cũng nói đc như v
51,2,Trần Nhật Phương dẫn dắt đàn em kỳ vậy😁,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] dẫn dắt đàn em kỳ vậy😁
52,2,Hồ Văn Đại thôi kệ đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] thôi kệ đi
53,2,Phạm Nguyễn Yến Vi tự hào là svien DNTU 🥰,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] tự hào là svien DNTU 🥰
54,2,Quân Lương đàn a cho ý kiến,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] đàn a cho ý kiến
55,2,Nguyễn Ngọc Long lần sau chừa em nhé,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] lần sau chừa em nhé
56,2,Võ Thanh Thảo Ngân áp lực quá😔,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] áp lực quá😔
58,2,Như Quỳnh Khanh Tran Thanh Tuyền Nguyễn Linh Bui Kieu Anh,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Như Quỳnh Khanh Tran Thanh Tuyền Nguyễn Linh Bui Kieu Anh
59,2,Hoàng Lê Hồ Thiên Sinh Dương Đoàn tụi m xin lỗi ngta đi kìa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] Hồ Thiên Sinh Dương Đoàn tụi m xin lỗi ngta đi kìa
60,2,Đỗ Đạt fix bug chưa đủ thời gian nữa mà thời gian đâu ra toxic 🥲,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] fix bug chưa đủ thời gian nữa mà thời gian đâu ra toxic 🥲
61,2,Quân Lê thằng này à e,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Quân Lê thằng này à e
62,2,Đào Ngọc Huy xì xà xì xằng,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Đào Ngọc Huy xì xà xì xằng
63,2,Quân Lê 2 m cũng đi hóng dữ =)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] 2 m cũng đi hóng dữ =))
65,2,"Trước chị cũng nghe thầy cô nói hoài ngành kế toán của chị sẽ bị thay thế bởi AI này nọ. Nhưng mà khi chị đi thực tập rồi mới biết, cái AI chả là cái gì cả vì ngành này cần phải là người thực hiện, người làm chứ ko phải là con AI. Lên tờ khai ra sao, kiểm toán thế nào, con số này 10 năm trước nó ở đâu ra, chênh lệch số giữa tờ khai và sổ sách thì phải làm sao đây... Thách luôn đố 1 con AI nào có thể giải quyết được",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"Trước chị cũng nghe thầy cô nói hoài ngành kế toán của chị sẽ bị thay thế bởi AI này nọ. Nhưng mà khi chị đi thực tập rồi mới biết, cái AI chả là cái gì cả vì ngành này cần phải là người thực hiện, người làm chứ ko phải là con AI. Lên tờ khai ra sao, kiểm toán thế nào, con số này 10 năm trước nó ở đâu ra, chênh lệch số giữa tờ khai và sổ sách thì phải làm sao đây... Thách luôn đố 1 con AI nào có thể giải quyết được"
66,2,Topic : nếu k phải AI viết thì bài này cũng ...,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] : nếu k phải AI viết thì bài này cũng ...
67,3,90kg ra chơi lọt đúng cái tay,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,90kg ra chơi lọt đúng cái tay
68,3,được 500k thì huề vốn thôi có đâu ăn lẩu,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,được 500k thì huề vốn thôi có đâu ăn lẩu
71,3,Đỗ Tấn Lộc thoi con xin,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] thoi con xin
72,3,Đỗ Tấn Lộc lạy bố kkk,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] lạy bố kkk
74,3,Ng Quynh Nhu bà giỡn hoài nha bà như,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Ng Quynh [NAME] bà giỡn hoài nha bà như
76,4,"Nếu anh là Hình thì em sẽ là bóng
Còn nếu anh là bóng, mình sẽ là chị em",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"Nếu anh là Hình thì em sẽ là bóng
Còn nếu anh là bóng, mình sẽ là chị em"
77,4,"Gặp dân anh chị rồi em, lúc anh lúc chị",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"Gặp dân anh chị rồi em, lúc anh lúc chị"
78,4,Ngọc Minh Châu kim cương quan điểm :)))))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] kim cương quan điểm :))))))
79,4,Dung Nguyen đọc phát hiểu liền,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] đọc phát hiểu liền
80,4,Anh lên hỏng có nổi bé oi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Anh lên hỏng có nổi bé oi
81,4,Sơ mi trắng thì ok mà thêm quần tím thì khả năng chị e với bạn đó 🙃,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Sơ mi trắng thì ok mà thêm quần tím thì khả năng chị e với bạn đó 🙃
82,4,Phạm Minh Vũ còn hóng nữa ku 🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] còn hóng nữa ku 🤣
83,4,bạn này tốt ghê nghĩ là trai trường không tốt chứ k nghĩ bạn ấy g*y,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,bạn này tốt ghê nghĩ là trai trường không tốt chứ k nghĩ bạn ấy g*y
85,4,Thấy quần tím rồi mà còn sáp dô,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Thấy quần tím rồi mà còn sáp dô
86,4,Ri Ri dấu hiệu nhận bik hay j,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Ri Ri dấu hiệu nhận bik hay j
87,4,Ảnh hong thích con gái đó e,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Ảnh hong thích con gái đó e
88,4,Đỗ Oanh Oanh ngta đã mặc quần tím rồi còn hỏi nựa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] Oanh ngta đã mặc quần tím rồi còn hỏi nựa
89,4,Nếu e Ko tin thì để a Tính lên đùi ảnh ngồi là biết liền à,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Nếu e Ko tin thì để a Tính lên đùi ảnh ngồi là biết liền à
90,4,Nhanh trí lấy cái quần trùm vô r chạy 😄,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Nhanh trí lấy cái quần trùm vô r chạy 😄
91,4,Quốc Đô anh không ác ai ác 😅,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Quốc Đô anh không ác ai ác 😅
92,4,Trà Nguyễn a biết gì đâu tue vấn giùm mấy đứa e 😄 😄,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Trà Nguyễn a biết gì đâu tue vấn giùm mấy đứa e 😄 😄
93,4,Quốc Đô đúng cựu sv có khác,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Quốc Đô đúng cựu sv có khác
94,4,"""trường này bot nhiều lắm em"" từng muốn vô trường nghe câu đổi trường liền luôn ní :((",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"""trường này bot nhiều lắm em"" từng muốn vô trường nghe câu đổi trường liền luôn ní :(("
95,4,"đã quần tím r còn kêu "" anh ơi "" nữa",https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,"đã quần tím r còn kêu "" anh ơi "" nữa"
96,4,Anh nào ?? Chỉ mò Nguyễn Toàn,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Anh nào ?? Chỉ mò Nguyễn Toàn
97,4,Đình Chí m lại gài nữa bạn toàn có đời nào mặc quần tím :)))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Đình Chí m lại gài nữa bạn toàn có đời nào mặc quần tím :))))
98,4,Huỳnh Nhân ngoài ra còn màu hường nữa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] ngoài ra còn màu hường nữa
101,4,Chắc a đang tới ngày lên hơi cọc đó e 🥴,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Chắc a đang tới ngày lên hơi cọc đó e 🥴
102,4,Vũ Thiện Phong cho a này xin lỗi sáng a hơi cọc cho ảnh bù bằng 1 buổi đi chơi dc k,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] cho a này xin lỗi sáng a hơi cọc cho ảnh bù bằng 1 buổi đi chơi dc k
103,4,Hai Nam bảo đừng kể ai r mà,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] bảo đừng kể ai r mà
104,4,A đã v còn gặp bánh bèo nữa,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,A đã v còn gặp bánh bèo nữa
105,4,Quần tím thì là .....tím rồi:))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Quần tím thì là .....tím rồi:)))
106,4,Toàn Tô tấm chiếu chưa nằm gọi là dì…?,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] tấm chiếu chưa nằm gọi là dì…?
107,4,Khả năng là anh Nguyên Nguyễn 🐧,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Khả năng là anh [NAME] 🐧
108,4,Nguyễn Văn Trình im mồm,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] im mồm
109,4,Ánh Trương Tú Trân bà nội ơi bà nội,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Ánh Trương Tú Trân bà nội ơi bà nội
110,4,Đinh Nhã Ân oii troi đất ơi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] oii troi đất ơi
111,4,À v hả…chúc mừng e :)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,À v hả…chúc mừng e :))
114,4,Kha :)))) zì z Kha. Này là dân anh chị rồi Kha ơi. Chứ gặp tui là khác rồi. 😋,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] :)))) zì z Kha. Này là dân anh chị rồi Kha ơi. Chứ gặp tui là khác rồi. 😋
115,4,Hoàng Lê kkk hay Anh Dũng,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] kkk hay Anh [NAME]
116,4,Kha tui đang nghi ngờ người viết cfs này là bạn đó Kha.🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] tui đang nghi ngờ người viết cfs này là bạn đó Kha.🤣
117,4,Trần Chu Nam kkkk tui lạy bạn à,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] kkkk tui lạy bạn à
118,4,Trần Chu Nam chắc hôm bữa Kha đi tán anh nào ở đó á Nam. 🤣,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] chắc hôm bữa Kha đi tán anh nào ở đó á Nam. 🤣
119,4,Tuấn Péo anh dựng hỏng có nổi pé ơi =))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Tuấn Péo anh dựng hỏng có nổi pé ơi =)))
121,4,Đình Đức 🌊 sao phủ dị anh,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] 🌊 sao phủ dị anh
124,4,Bá Thiện Phạm lấy hình piccolo đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] lấy hình piccolo đi
125,4,Jade Đâu thật ra thì tiếp cận kiểu ngọt ngọt thì hay là đa cấp 😄,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] Đâu thật ra thì tiếp cận kiểu ngọt ngọt thì hay là đa cấp 😄
126,4,Nguyễn Ngọc Long anh đến chịu chú rồi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] anh đến chịu chú rồi
127,4,Nguyễn Trung Đoàn chú khó tính vậy sao,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] chú khó tính vậy sao
128,4,Nguyễn Trung Đoàn kkk,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] kkk
129,4,Thảo Nhi quần tím là nghi ròi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] quần tím là nghi ròi
130,4,Thương tha anh iii bé ơiii :)))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Thương tha anh iii bé ơiii :))))
131,4,Sao chê ngta vậy Gia Phat =))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Sao chê ngta vậy [NAME] =)))
132,4,Hải Triều ko biết gì hết 😂,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] ko biết gì hết 😂
133,4,Sang Phú sao tệ v bro,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Sang Phú sao tệ v bro
134,4,trên trường tui hiền lắm fen ơi:)))),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,trên trường tui hiền lắm fen ơi:))))
136,4,Minh Thuận phải chị k zị,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] phải chị k zị
137,4,Minh Trọng chị chị em em nên bín dùm:)),https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Minh Trọng chị chị em em nên bín dùm:))
138,4,Minh Thuận sao chị ác vs ngta v,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Minh Thuận sao chị ác vs ngta v
139,4,Quỳnh Như chị mò hẹ hẹ,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Quỳnh Như chị mò hẹ hẹ
140,4,NP Như Quỳnh hẳn là quần tím lun mừ,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] hẳn là quần tím lun mừ
141,4,chảnh v chỉ có anh Duy Phú đúng không Trần Nam,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,chảnh v chỉ có anh [NAME] đúng không [NAME]
142,4,Duc An anh áo trắng quần tím,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Duc An anh áo trắng quần tím
143,4,Kim Anh mấy em h bạo ghê hen,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Kim Anh mấy em h bạo ghê hen
144,4,Nguyễn Huy lại em à em,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] lại em à em
145,4,Hoàng Thắng m tha tao đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] m tha tao đi
146,4,Thanh Sáng học tập đi,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Thanh Sáng học tập đi
147,4,Quách Quốc chắc ảnh tới ngày,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,Quách Quốc chắc ảnh tới ngày
148,4,Thanh An lâu lâu tới tháng á mà,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] lâu lâu tới tháng á mà
149,4,Lê Mạnh Hùng sao lại lm z,https://www.facebook.com/DNTUConfession/,2026-06-28T18:32:07.539273,[NAME] sao lại lm z
