id,content_anonymized,label,GPT5.5_Medium
6117,"Nếu bạn đang cô đơn
Ghé [NAME]
Nếu bạn thèm trà sữa
Ghé Teamo
Nếu bạn muốn gặp tuần lộc
Ghé Teamo
Nếu bạn muốn đc free trà sữa
Ghé Teamo
Còn chiếc gì nữa mà k ghé Teamo,ở đây chúng tôi có 7749 móm ts giá chỉ 22 k
Còn chiếc gì mà k ghé Teamo:)))",,1
6118,"Dan Duy tiền của buổi chụp ảnh đường phố bờ rồ cho thương hiệu là 500k, nể tình nhân viên cũ lấy giá hữu nghị",,1
6119,[NAME] đi làm thì ra sớm ví dụ như t,,1
6120,[NAME] ở nhà ngủ như t chẳng hạn,,1
6122,Thôi đi cho có với bạn bè ad à:))),,1
6123,[NAME] sao pảo đi Gia Cốc🤌🤌,,1
6124,[NAME] mình đi Gia Cốc rồi mình lượn lên đó á 😌,,1
6125,[NAME] nói xạo là có tội đayayy,,1
6126,[NAME] anh đã điêu em bao giờ chưa🙃,,1
6127,[NAME] có ny chứ có ny cũng đi rồi😂,,1
6128,Sv năm 5 rồi vẫn chưa biết noel là gì cũng chưa biết ra trường đúng hạn k hay có khi thành sv năm 6 luôn k chừng 🤣,,1
6131,Có chắc là đúng hạn kh 🥲,,0
6132,Trường Phạm Lương Trần Trần Quốc Vũ có vẻ đúng roài đó,,1
6133,[NAME] mình đang làm luận văn nhá bạn,,1
6134,Lương Trần ôi bạn tôi chăm chỉ ghê🤣🤣,,1
6135,Lương Trần ghê làm luận văn thạc sỹ à thầy lương :v,,1
6136,[NAME] mình mới đi chơi về lúc 9h do đường đông quá nhé 🤣,,1
6137,Trường Phạm vậy do bạn may mắn roài. [NAME] ở nhà chơi game,,1
6138,Sẽ ghi nhớ câu nói này,,1
6139,[NAME] bị ế đúng hong :)),,1
6140,Bich [NAME]  nghe chưa?hãy học tập tui đii,,1
6141,[NAME] uong hết trà đào chưa,,1
6142,[NAME] học bài nè có trà đào đâu mà uống chớ,,1
6143,Ngọc Nga học gi gio này nửa,,1
6144,[NAME] còn nửa ly nó kêu t uống nè,,1
6145,"Duyên Lê Akira Đinh Thị Hồng vinh danh 2 bé trưởng thành, noel đi trực nha",,1
6146,"Mấy ôg mấy bà đừng biện minh nữa, [NAME] đống mạng nhện mà còn...",,1
6147,Hết tiền chứ trưởng thành cái nỗi gì😃,,1
6150,Chắc hẳn là cô đơn lắm 🥲,,0
6151,Vậy là nên zui hay nên pùn,,1
6152,Kaka cái gì cũn có lí do thâmmm sâu của nó=)),,1
6153,nói chung là ko có bồ,,1
6154,[NAME] có tiền ko mà đòi có bồ,,1
6155,[NAME] ụ e ko có cả 2 lun :((,,0
6157,chứ ko phải ko có ny à :))),,1
6160,Cũng có thể là không có người yêu hoặc không có tiền hên thì cả 2 🥲,,0
6161,[NAME],,1
6162,[NAME] thạnku,,1
6167,[NAME] sure ! Chắc chắn là vậy rồi,,1
6169,Tantai Nguyen  t vs m đi chơi dầu ăn ko,,1
6170,Ăn xong bày ra tưởng mình công chúa kim sa hột lụ đồ đó 😼,,1
6171,"Ôi còn nhiều lắm bạn ơi, lớp thiếu ghế ra ngoài bàn giữa bên ngoài lấy ghế đen vào ngồi, học xong xách đít đi về. Lần nào tui cũng phải gom ghế đem lại ra ngoài :)), [NAME] lắm từ sinh viên mới cho tới sinh viên cũ =)))).",,1
6172,"[NAME] cũng là người hút thuốc, nma làm ơn, cái bồn rửa tay rửa mặt không phải cái chỗ để các bố cháu vứt cả điếu thuốc vào đấy cho nghẹt, mỗi lần vào nvs nam khiếp hãi cái bồn rửa tay thật sự",,1
6173,Na Thành  bữa h cũng muốn nói lắm luôn đó bẹn :))),,1
6174,Anh [NAME] nhiều khi thấy mấy cô lao công dọn rác mà tội luôn ớ ! Vừa dọn xong lại lòi thêm rác !,,1
6175,[NAME] mãi mới thấy cfs đỉnh 😘,,2
6176,[NAME] [NAME] xưa học tui thấy bà hay z lắm á 😡,,1
6177,[NAME] có bị lộn với ai ko ạ. Mình có đi học bao g đâu 😋,,1
6178,[NAME] tính mua cho ly freeze trà xanh highland mà lại nói thế,,1
6179,Quang Vinh ko có lừa con nít nka,,1
6180,[NAME] nít này nít quỷ á có dám lừa đâu ạ 🫶🏻,,1
6182,Lên đại học rồi mà ý thức thua tụi tiểu học:)),,1
6183,"Quốc Bảo t chưa từng xả rác bừa bãi nha , nói thế ngta lại tưởng t chuyên mõm trên mạng ?",,1
6184,Con người ở lại cô lao công dọn . Còn rác nó đứng dậy di chuyển đi chỗ khác rồi :))),,1
6185,"Mang tiếng sinh viên học cao hiểu rộng nhận thức tốt, nhưng chỉ tội nghiệp bố mẹ các bạn ấy phí tiền cho con đi học nhưng nhận thức của các bạn ấy không bằng 🐂 . Ước gì mỗi khi mình cmt có người đọc được và nhột nhột biết thay đổi thì tốt nhỉ",,1
6186,Trường mình nói thật còn nhiều bạn ý thức kém ghê :)),,1
6189,Tr [NAME] uh tại t hết,,1
6191,Thái Văn Hiệu Cựu sv tính lóng như kem 😂,,1
6192,[NAME] - Confession mấy này phải lấy máy hút hầm cầu thông não tụi nó mới được,,1
6193,Thành Nguyễn bữa còn có đứa cầm chìa khoá tủ về nhà ở trường t nữa m :v,,1
6194,má tuôi cũng bị nha! Vừa bỏ đồ vô khoá quay sang nói chuyện được 15 giây quên bỏ tủ số mấy luôn. Trời ơi lục banh cái dàn tủ 🥹,,1
6195,"Có người thấy mình chưa khóa còn khóa dùm luôn cơ, tốt ghê, hên là đổi 1 số chứ đổi 4 số chắc khók tiếng máng",,1
6196,Truong [NAME] quên số tủ quên luôn cả cái ghế trên tầng 2 thư viện,,1
6197,Duy Khanh sao lại khai trên đâyy :))))),,1
6198,[NAME] cô lao công không vào đây coi đâuuuu :Đ,,1
6199,[NAME] mai t qua trường khác học ké ne m đi khong:)),,1
6200,"[NAME] có, cho em đu với",,1
6201,Duy Trần ú ú khẹc khẹc 🐒,,1
6202,Duy Khanh lz này sao ngu z:)),,1
6203,[NAME] đọc cfs đọc từ dưới lên 🥲,,0
6204,[NAME] rồi clip có chưa?,,1
6206,Mình chỉ nhưng bạn để đồ xong mà quên số tủ thì mình nên lấy điện thoại chụp lại mật khẩu số tủ với điện thoại là dc nha mình cũng hay bị não cá vàng nên hay làm như zay,,1
6207,[NAME] đóng tiền thư viện đều mà k vô 😂,,1
6208,tưởng cfs bóc phốt mà hok phải 🙁,,1
6209,[NAME] không zô cũng phải đóng thuii,,1
6210,[NAME] lấy thì trả đi ba,,1
6211,Thế Lâm người ta nhớ nhầm chỗ để th pa 😞,,0
6213,[NAME] không t thấy [NAME] cầm 😞,,0
6214,[NAME] trả cho ng ta đi,,1
6217,[NAME] [NAME] Gia Huy tưởng mỗi t,,1
6218,Trà My m lấy acc clone đăng bài r giờ tag tụi t vào à 😒,,1
6219,Nguyen [NAME]  mớ ngủ hả,,1
6220,[NAME] ăn rồi báo không à :))),,1
6221,[NAME] báo Xuân Lộc,,1
6222,:))) mấy phút cuộc đời đọc full bài viết,,1
6224,MT [NAME] Thị kinh nghiệm xương máu từ thằng mất cặp đã truyền đạt đúng thông điệp là mb nhớ chụp số tủ trc khi dô tv nha có cái để biện minh,,0
6225,"[NAME] uhm, cám ơn, nhưng có bạn là cần thui",,1
6226,[NAME] ò bn là nhứt bn là số 1 òi mà :))),,1
6227,"Hải Đăng cái cfs trường mày, 1 tỷ cái cfs rồi mới được 1 cái không phải là để bóc phốt 🤣",,1
6229,Thành Nguyễn thích thế đó,,2
6230,Xuân Nhi🙂 có nên gửi video kia hog,,1
6231,[NAME]  thôi,,1
6232,[NAME] hướng dẫn sử dụng,,1
6233,[NAME] Yuan giờ mới có cam nè,,1
6234,Bảo Phạm kiểu này phải lắp não rồi :))),,1
6235,[NAME]  t nghĩ m nên đọc,,1
6236,[NAME] làm ơn,,1
6237,[NAME] hổng biết nữa :v,,1
6238,"Anh nào mà tốt v, có nhớ tên khum?",,1
6239,[NAME] mém tí nữa là giống bn này r :)),,1
6240,[NAME] đó là mi đó,,1
6241,[NAME] là thg em đúng k :))),,1
6243,[NAME] cứu tui 🙂,,1
6244,Anh ngồi ở quầy lễ tân thư viện ngày 19/2 ơi anh cho em infor,,1
6245,[NAME] ủa có camera sao 🙃 sao lúc bạn em mất tiền kêu check came thì nhà trường kêu k có camera khúc đó nhỉ 😌,,0
6246,Bảo Châu nào thấy mất nhiều r ms lắp ak :)),,0
6247,[NAME] thì ra là z,,1
6248,[NAME] lúc đó chưa gắn cam thì sao,,1
6249,[NAME] chán hẳn lun á,,1
6250,[NAME] a chả bao h bị mất đồ trong thư viện bao h,,0
6251,Thiên Nguyễn này chắc phải liên hệ FPTShop hay [NAME] gắn rồi đó,,1
6252,[NAME] đúng đúng,,1
6253,[NAME] trường mình chắc gắn tầm 100 mấy cái cam chắc đủ,,1
6254,Vậy là có xin in4 anh đó không 🤣🤣,,1
6255,Tantai [NAME] m nhớ ngày đầu tiên sử dụng khóa tủ quên mk vs chỗ tủ ko 🤣,,1
6256,[NAME] có má tìm thấy moẹ lun. Còn th tuấn t nhớ nó đặt số sao rùi éo nhớ để mở,,1
6257,[NAME] một kỷ niệm thằng bạn xém khóc,,1
6258,"Rút kinh nghiệm nha bạn, mai mốt lỡ đến trễ thì quay về ngủ luôn bạn ơi🥺",,1
6259,[NAME] cứ v mà làm là ai đuổi đâu á:)),,1
6260,[NAME] để tui dậy cho khoá 😂,,1
6261,Quang Đức anh em chung chí hướng🤣,,1
6262,"""Mưu sự tại nhân, thành sự tại thiên”, mọi chuyện trên đời đều đã được trời cao an bài.",,1
6263,[NAME] bài giảng của bạn thật ý nghĩa,,1
6264,[NAME]??? Mấy đứa nhỏ dạo này bất ổn quá! 😅😅😅.,,1
6265,[NAME] hay ra dẻ quá,,1
6266,"Tấm chiếu mới , từ năm 2 e sẽ mong đc đuổi để về 🙂",,1
6267,[NAME] đừng có dạy hư tụi nhỏ nữa coi,,1
6268,[NAME] toi khong day hu toi day su that,,1
6269,[NAME] mình có thể xin fb nhau để nói chiện mà sao lại phải nói ở đây,,1
6270,"Học thầy [NAME] 9h45 hết tiết, 9h15 mới xách đít đến thầy còn khen. [NAME] bảo biết trễ nhưng vẫn cố gắng đi học, thế là tốt :)) nhưng lần sau nhớ đi học đúng giờ. Thầy đúng nhẹ nhàng zới sinh ziên luon",,1
6271,trễ rồi thì mình qua quán trà sữa đối diện ngồi nhâm nhi đợi vào giờ môn tiếp theo thoi bạn ơi hay vào thư viện làm một giất cũng đc :>,,1
6272,[NAME]  Đấy thiếu gì chỗ chơi lo gì k rớt môn đâu mà sợ = )))),,0
6273,Chắc do em năm nhất nên còn buồn. Chứ năm hai cảm giác buồn đó chuyển sang sảng khoái. Cố lên em. [NAME] đi trễ bữa nữa đi,,0
6274,[NAME] là ra dắt xe về luôn,,1
6275,[NAME] đc quá nhờ a,,1
6276,[NAME] a nhìu lần nên quen,,1
6277,"Tính ra hồi năm nhất mặt mình đã dày sẵn rồi ta. Cô đuổi vẫn cứ lì cái mặt ra xin riết cô phiền cô vẫn cho vô học. Hồi thầy [NAME] còn làm quản sinh cũng bị đuổi ra vì sai đồng phục, thầy đi cái mình quay gót xin cô vô học tiếp. Tính ra thầy cô cũng làm theo quy định thôi nhưng các bạn có lòng muốn học thì ai mà nỡ gét bỏ các bạn được.",,0
6278,"[NAME] đúng r, phải dày lên, học chứ đâu phải đi chơi đâu mà đuổi cái là về luôn tr :))))",,1
6279,Quoc Anh 4 năm khá là yên bình.haha,,1
6280,"[NAME] tuỳ gv nữa bé ơi. Gặp cô c thì 1 là ra khỏi lớp, 2 là lớp hôm đấy ko đc học. Cái gì ra cái gì, cái đấy ra cái đấy lun ý chứ ko dễ v :)))",,1
6281,Mỹ Ngọc 4 năm của em trôi qua cũng nhàn. Trộm vía thầy cô em dễ thương ghê,,1
6282,Nếu đi trễ là một bộ môn thì toi chắc đã là quán quân 🙁,,1
6283,[NAME] ừm m cúp luôn chứ đâu đi:),,1
6284,[NAME] nói thế tội tôi,,1
6285,[NAME] thưa ngài,,1
6286,[NAME] m toàn rủ t đi trễ 1 tiếng ko😂,,1
6287,Đình Chí thà đi trễ mà vẫn đến trường chứ hong có tới trường rồi quay xe nha 😂😂,,1
6288,[NAME] đi bộ mà quay xe gì 😂,,1
6289,Đình Chí lâu quá lú 😂,,1
6290,[NAME] đi học quá lú,,1
6291,[NAME] toàn trốn k,,1
6292,Đình Chí ai đi học lm chó nha...nghỉ có 20 mấy đứa chứ nhiu🤣🤣,,1
6293,[NAME] còn dc mấy đứa 😂😂,,1
6295,"Mới đầu thấy hụt hẫn thôi e:)) vài lần là quen à rút kinh nghiệm lần sau dề lun tùy môn mình đc trống máy tiết đó, nói cái biết ai luôn:))",,1
6296,[NAME] bà k biết thiệt hả,,1
6297,Đoan Trinh 10p sao bằng 1p :))),,1
6298,Tien Nguyen 30s còn k có cửa,,1
6299,"Mình đi trễ suốt có sao đâu
Quan trọng mình cảm thấy trễ thì mình gọi hay nt cho thầy cô xin trước thì thầy cô nào lại đuổi mình
Cũng như ng khác hẹn mình mà trễ mình cũng thấy khó chịu mà huống chi thầy cô
Nói chung cảm thấy trễ thì báo trước thì ko ai trách mình đc
Ý kiến riêng của mình ai chịu ko chịu cũng chịu nha 😅",,0
6300,Quốc Vũ chắc tại năm nhất thôi. Mốt năm 2 năm 3 thì 7 rưỡi học 7 rưỡi bắt đầu ở nhà đi😢,,1
6301,[NAME] là vậy đó 😂,,1
6302,Quốc Vũ hẹn n khác với đi học trễ nha… đi học trễ là nhà ngủ luôn,,1
6303,"[NAME] Lấy ví dụ thôi
Vk thích bắt bẻ ko 🥲",,1
6304,Quốc Vũ em là ko chịu rồi đó 🤔,,1
6305,[NAME] chịu cũng phải chịu nha e 😂,,1
6306,Quốc Vũ bữa vào trễ 5p 🥲cô đánh vắng hẳn 3 tiết học !,,0
6307,Thảo Nguyên Chịu ko chịu cũng chịu 🥲😅,,0
6308,"đi học trễ 1 tiếng, học đc 5p về. ai nhỉ [NAME]",,1
6310,[NAME] đừng phép bạn ơi trễ thì nhà ngủ luôn chứ 😐,,1
6311,[NAME] Năm 3 thì ngủ luôn khỏi lên 😂,,1
6312,Quốc Vũ  Hồng Nhung tiết học 45 phút mà [NAME] đi trễ 40p thì vô học dì,,1
6314,Mình góp ý nhé. Ý kiến của mình là như này .Mình nói ra có mất lòng bạn thì mình cũng chịu.Tại vì mình cũng chỉ muốn đóng góp một chút ý kiến cho bạn biết là mình cũng là một người có ý kiến .Mình là con người không thích nói dài dòng .Chỉ đơn giản muốn góp ý kiến cho bạn biết thôi .Mong bạn hiểu và thông cảm cho mình .Mình xin góp một số ý kiến cực kỳ ngắn gọn cho bạn hiểu mình không vòng vo.Nói dài là ý kiến ngắn gọn ko cần dài .Đấy nói tóm lại là mình góp ý kiến vậy thôi còn bạn hiểu hay ko mình không biết .Ai đang rảnh thì bỏ vài giây đọc cmt này.Để biết mình có góp ý kiến .Mong bạn hiểu vì mình chỉ muốn đóng góp ý kiến mà thôi.,,0
6315,[NAME] dm cái l gì v,,1
6316,[NAME] đóng góp ý kiến,,1
6317,[NAME] rồi đóng góp ý kiến chưa ba:))),,1
6318,Mình nghĩ bạn nên đi trễ 1 2 lần nữa để tập làm quen với việc này 🤣,,1
6319,"Cái gì cũng vừa phải thôi, đừng có quá đáng như thế 🙂 thân gửi",,1
6320,"[NAME] Thy ngày xưa mình đâu cần đợi bị đuổi, đi trễ cái là tự giác ra Zen 😂",,0
6321,"Khánh Linh bởi, bé nó k có kinh nghiệm gì hết",,1
6322,[NAME] Thy lớn rồi phải tự giác chứ,,1
6323,=))) còn mới còn xanh còn bỡ ngỡ từ từ bị đuổi dần là quen em 😂,,0
6324,"Rất bình thường luôn em, tập làm quen đi",,1
6325,Kim Phượng tinh thần tự giác đi học trễ cúp học luôn :)))),,1
6326,Thay vì đi chậm 10p thì em có thể ra chơi vào 🤣,,1
6327,[NAME] sao rành dữ dạ bà :)),,1
6328,[NAME] 😆 ai biết đâu,,1
6329,"[NAME] đi trễ ko có lỗi, lỗi là do mik đến ko đúng lúc 🤣🤣🤣🤣",,0
6330,[NAME] lỗi là không biết vào giờ ra chơi,,0
