id,content_anonymized,label,GPT5.5_Medium
8285,"[NAME] có nghe đứa bạn mình bên kế toán nói nè, này người ta gọi là não không có nếp nhăn, cho chết trùm cả lũ nè",,1
8286,[NAME] tui học ô tô năm 3. Học nhiều làm bài ko hết,,1
8287,"Tao học ô tô, ko lẽ phải mua động cơ ô tô về học thực hành ????",,1
8288,Rảnh quá thì vẫn là nên đi cmt dạo cho mau có người yêu nhaaaaa. Chứ xin cô học thêm cũng không làm ta sang hơn đc đâu 😑😑,,1
8289,Dân có tiền nói chuyện nghe dễ ợt:)))) bạn nhờ b có muốn hc [NAME] oto ol hem Lê Hoàng Mẫn,,1
8290,[NAME] ng như cái bạn n ói học onl là học ở nhà hay lên trường ghê Hân Hân clm =)) may đ phải bạn mình mày =)),,1
8291,[NAME] ủa thứ điên nèee,,1
8292,Tới giờ tui còn chưa đki được môn thực hành! Quá trời sinh viên mà mở có 2 lớp à 😢😢😢🙄,,0
8293,Rảnh quá thì ra quét sân chà toilet đi cho bận =))),,1
8294,[NAME] trả tiền chất xám ko =))),,1
8295,chắc sv 10 tốt luôn á.chứ 5 tốt cũng chưa như bạn đó 😅,,2
8296,[NAME] xin học thêm thực hành onl :))) t k bk là nó ở đâu xuống lun bây,,1
8297,Ngẫm lại thì nên chọn ngành nghề mình thích chứ đừng đú đởn thấy bạn mình chọn nên chọn theo để rồi mốt làm trái ngành mệt lắm 😫,,0
8298,Chắc ad ngày xưa chuyên văn,,1
8299,[NAME] bẻ cua . Nhưng mình nhanh hơn cơn phê thuốc này một bước rồi 20 tuổi đã có cv ổn định lương hài lòng :)) vs cả mình đéo chơi thuốc,,0
8300,":)) trước khi chết nhớ lại crush cũ, chung thủy vl",,1
8301,"Câu chuyện chưa kết thúc ở đây đâu con trai à 🙂
Tu bi không tình yêu :))",,1
8302,Câu chuyện rất hay và cái kết mất hứng.😑😑😑,,2
8303,1 pha bẻ cua cực gắt :)),,1
8304,Weibo VN hay dota2 VN,,1
8305,Haha mình cũng chẳng lo vì chắc gì đã có vợ 😅😅,,1
8306,[NAME] game bữa t m chơi này,,1
8307,"[NAME] t mừng quá, muốn rớt nước mắt",,1
8308,Đang cảm động chuẩn bị khóc thì ... 😀???,,0
8309,[NAME] bẻ cua này thật sự tại đạ méo thể ngờ,,1
8310,"21 tuổi , bạn ko đc giảm học phí
22 tuổi, sao ra trường ?
Vậy là có giảm học phí ko ạ ? 😀",,1
8311,Nguyen [NAME] quen vậy ta,,1
8313,Tỉnh dậy và sau đó quyết định lấy chồng 😂😂,,1
8315,Đọc ngẫm ngẫm thấy cũng buồn đấy..,,0
8316,"[NAME] quài mệt ghê, chả ai nói gì vụ học onl nữa mà cứ lôi ra mà bổ vào đầu sv, học onl được hay ko là bạn học thôi mệt thì ai chả mệt, nhìn vào cái lap từ sáng tới chiều muốn lòi mắt ra than cũng được gì đâu, học phí có nói cũng chả giảm thì thôii, nói hơn chục cái cfs rồi thì thông não bớt đăng lại đi, mỗi người một ý cứ đứng lên nói hoài rồi muốn người khác phải theo ý mình à ? Ad duyệt mấy bài cắm sừng cho sv đọc đi lâu rồi chưa được đọc.",,0
8317,"Đại Học đi so với đứa bé 8t đó là điều cực kì ngớ ngẩn. Đừng bao giờ so sánh chị với một người nào khác vì mọi sự so sánh đều là khập khiểng.
1. Con chị chắc chắn chị phải lo. Chắc gì nó muốn học hay là chị ép nó học?
2. Con chị chắc chắn chị phải đầu tư về trí tuệ. Bọn e còn phải đi làm để ít nhất cũng lo được cho bọn e cái ăn cái ở.
3. Uống trà sữa bọn e có thể 1 tuần bỏ ra 2 lần uống 2 ly trà sữa giá 25-30k 1 ly chứ bọn em chưa bao giờ bỏ ra 2tr5 đến 3tr để ăn 1 bữa ăn cả. Nó khác nhau hoàn toàn.
Học là phải đầu tư. Đúng vậy. Nhưng đầu tư onl như này bọn e lỗ chứ chẳng lời. Giảm học phí cũng có lý do của nó.
4. Đừng bao giờ bảo hồi đó chị học khổ thế này thế kia, không có điều kiện như bọn e bây giờ này kia. Xin lỗi chị tiền học phí bây giờ bọn e đóng chắc cũng gấp 3 lần hồi đó của các anh các chị rồi nên tụi e cũng phải có ý kiến để nói ra góp ý với nhà trường chứ!
Em xin hết!",,0
8318,"-Thời chị học 1 chỉ bao nhiêu tiền so với bây giờ vậy ? Ba mẹ chị có thất nghiệp buôn bán ko dc hay gì không ạ?
-Con chị học phí bao nhiêu 1 học kỳ so với trường đh vậy ?
- sinh viên trường này đều uống ts nổi tiếng và ko vắng ngày nào là chị đang nói ai rồi quy chụp tất cả vậy ??
- đứa con 8t của chị hiểu dc giá trị của đồng tiền đang được đóng ra cho trường trong đợt dịch này và cảm thấy ko công bằng cho sv không vậy ??
- không phải cứ là sv trường công nghệ thì ai cũng đều có điều kiện vật chất có riêng cho mình 1 cái laptop để học đâu ? Đặc biệt là con gái thì chị tưởng tiếp xúc với PC laptop để sử dụng được nhiều hay gì ?
- cứ ko phải là sinh viên nghèo mất ba mất mẹ là ko dc quyền đòi hỏi quyền giảm học phí hả chị ơi ???🙄🤷‍♂️",,0
8319,"Chị tôi nghỉ dịch chả hiểu mẹ gì ở trường mà phán như thật.
Thứ nhất lúc không dịch ai phàn nàn học phí. Nếu có thì nói rồi cũng đóng thôi.
Thứ hai học lúc xưa học phí bao nhiêu bây giờ bao nhiêu. Hay do nhà chị giàu.
Thứ ba nếu biết so sánh hả so sánh còn không biết thì nên học lại hết chuyện đi so sánh nước ngoài , so sánh con chị.
Thứ tư việc học onli trường mình từng thất bại edmodo nên việc học onli đối với sinh viên rất khó nên than vãn là chuyện thường.
Quan điểm chị không sai nhưng cách chị nói chưa đúng.",,1
8320,"Học onl riêng bản thân em không ý kiến gì hết chị ạ!
Còn học phí giờ là 550k/chỉ rồi. Không phải như cái thời chị đi học đâu chị gái!  Một kỳ học đóng cả chục củ đấy",,1
8321,"Chị này so sánh kì quá 🙂🙂🙂. Mấy anh chị kì cựu của trường mình trước kia ơi. Hãy thử đặt mình vào vị trí bọn em 1 tí xem nào. Học onl là việc k thể tránh vào lúc này nhưng mọi người đều đã dần thích nghi được. [NAME]ấn đề mng nói tới là học phí, học onl tại nhà k tốn bất kì cơ sở vật chất nào của nhà trường. Không 1 ai trong chúng ta muốn dịch bệnh ntn cả. Vì dịch mà tụi em k còn đi làm thêm được, công việc của ba mẹ cũng bị ảnh hưởng. V tại sao lại k hiểu cho tụi em vậy, trường còn hối tụi em đóng học phí.",,0
8322,Giọng văn thế này chỉ có thể là của nhân viên nhà trường trá hình thôi =)),,1
8323,Thôi chị phèn với lắm chuyện quá. Giờ tụi tôi học tụi tôi ý kiến được không. Còn chị đi làm chị không uống là chuyện của chị. Tụi tôi uống là chuyện tụi tôi. Đèn ai nhà nấy sáng dùm cái 😢,,0
8324,Cảm ơn các bạn vừa đọc tâm thư của cựu học sinh và hiện tại đang là giảng viên 🙂,,2
8325,"Đọc xong mà buồn cười  , chị đi so sánh hay vãi , trình độ 1 đứa nhỏ 8 tuổi hs lớp 3 so sánh với trình độ 1 đứa sv , thử chị kêu con chị làm bài tập và ngồi nhìn vào đt từ sáng đến chiều như tụi em xem , còn việc học phí của con chị 1 năm nếu học trường công thì tầm 3 triệu là hết , còn tụi em 1 học kì hơn 10 triệu , chị suy nghĩ viết cái tus này khá dài mà chị nhìn nhận và suy nghĩ sự việc này chưa đủ dài mà lên đây phán như thật 😊",,0
8326,"Nói vậy là quơ đũa cả nắm rồi, không lẽ những người mà chị nói luôn kêu giảm học phí lại đều ngồi những quán trà sữa đắt tiền là cứ auto sv cả trường đều như vậy, chỉ mới là góc nhìn một phía của bản thân mà đã đi nói người khác rồi",,1
8327,Là sv năm 3 em nghĩ chị nen  im cm đi :)),,1
8328,"Cho hỏi bạn là cựu sv của trường, vậy giờ bạn đang công tác tại khoa nào của trường vậy 😀",,1
8329,[NAME] hiểu sao so sánh trình của 8 tuổi với trình trên 18 tuổi :)),,1
8330,"Cựu sinh viên thì có thể pjk trong trường ?
Thời kì cấm vận đòi uống trà sữa thường xuyên ? ""Vô lý ""
Cố gắng ở đây là gì ?
Là mạng lag , đường truyền yếu đến nỗi tiếng đi trước, hình theo sau
Hay cố gắng nghĩ thay bố mẹ mk đợt dịch trang trải thế nào ?
A so sánh ? Thế việc học phí của tui e liên quan j đến kinh tế của a không ?_ a còn trong trường hay đã là 1 người ngoài xh mà phán 🙂",,1
8331,[NAME] để em đi làm trai bao đóng tiền học cho chị vừa lòng 😞,,0
8332,[NAME] cái quan trọng là không đi học nhưng tiền thư viện vẫn đóng 🙁,,0
8333,chị học thực hành điện mà thực thành onl hộ em 🙂 em cám ơn 🙂,,2
8334,"Ở đây không ai bôi đen cái gì cả, chỉ là nói lên nguyện vọng được giảm học phí thôi mà 🙂",,1
8335,Do cái thời của bạn không trải qua cái cơn [NAME] Covid19 này. cha mẹ bạn vẫn còn đi làm được trong khi đó Dịch ra cái công ty thì đóng cửa kinh tế suy thoái . nói chuyện như bạn thì bạn ví thời này với thời đấy như thế nào. có người không mất cha mẹ nhưng họ cũng nghèo . họ cũng phải ở trọ. tiền trọ cũng 1 khoản lớn rồi trong khi không làm ra cái gì mà ăn cả. bạn nói cô bé 8 tuổi ư . bạn nghĩ gì vậy 8 tuổi học +-*/ trong khi đó đại học học cái gì .... suy nghĩ tr khi nói ra đi bạn êy,,1
8336,Nói cho cùng thì học phí không giảm mà sv cũng trả được hỗ trợ đâu. Các bạn sv đừng hỏi hay cmt để đòi giảm học phí. Mà hãy tích cực và cố gắng vượt qua thời kì khó khăn này cùng thầy cô và nhà trường nhé. Nếu các em không hiểu thì có thể liên hệ thầy cô thầy cô sẽ giúp đỡ nhiệt tình????,,0
8337,uống nước mía không dám uống trà sữa mà vẫn bị nói chán thật sự,,0
8338,May quá mình uống bò húc chứ k uống trà sữa :3,,1
8339,Em muốn hỏi 1 câu thôi.. Chị có phải là cựu sinh viên thật không ?!,,1
8340,"Rồi nghỉ dịch không làm thì lấy gì ăn đây, lấy gì đóng học phí đây :(( Chị cho em vay ít với chứ bí quá rồi toàn ăn mì tôm",,0
8341,"Người xưa nói, uốn lưỡi 7 lần trc khi nói , còn c chắc phải uốn lưỡi 70 lần ms đc",,1
8342,"Nếu không có dịch Covid19 này thì  liệu có tình trạng kêu gào giảm học phí đồng loạt như thế này ư?. Một sv đã đành, đây là nguyện vọng chung trong bối cảnh chung. Mẹ của em bé 8 tuổi thôi chứ chưa phải mẹ của mấy bé sv 19-22 tuổi  nên thông cảm cho phát ngôn của chị 🙂
Đặng Thảo",,0
8343,Chị giàu thì chị có tiền chứ mẹ em là công nhân hiện tại thất nghiệp ba e làm nông dân thì tiền đâu ra mà kh giảm hc phí cũng cùnh địa bàn với nhau cx học onl Lạc Hồng giảm 50% học phí. Còn kí túc xá ở 6 tháng xin ra vẫn đóng tiền 1 năm. Từ tết tới giờ có ở đâu sao công nợ vẫn hiện,,0
8344,Lo chăm con đi anh ơi,,1
8345,[NAME] cựu sinh viên đại học hay học sinh lớp 3,,1
8346,"Văn thư 10 điểm về chỗ 😉
#tmv",,1
8347,Học 4 năm ở khu A nên không biết cơ sở vật chất rất tốt ở chỗ nào,,2
8348,"Không đụng tới cơ sở vật chất, ktx cũng không được ở thì nên giảm chút ít đi ạ gđ nông dân nghèo dịch bệnh nv ai cũng khó khăn hết 😌",,0
8349,Nhà trường đã đọc và vẫn sẽ tiếp tục đóng học phí như thường :))) Em đã không còn tha thiết chờ đợi nữa 🙂,,0
8350,ban lãnh đạo sao k giảm xã giao vài % cho được tiếng thơm nhỉ . ng* (ngốc) thế,,1
8351,Nghỉ học như mình này . Đỡ phải đóng ;)))),,1
8352,ghi cho nhiều toàn sai lỗi chính tả thì nói được ai haizz,,0
8353,Có giảm không để em biết đường đóng nữa trường ơi,,1
8354,Gửi về mail trg dc nè🤣,,1
8355,"Nói đi nói lại,  nói tới nói lui.[NAME] nào cũng khó khăn cai nay cai kia, ai cũng muốn mình được lợi, mà nói nhiều trường cũng có hướng giải quyết gì đâu .Việc bây giờ cần làm là mở thời khóa biểu r theo dõi ngày để học đi, đến ngay thì đóng tiền đầy đủ.  [NAME] là sinh viên chán lắm cơ :)))",,0
8356,Tâm thư thì gửi mail vô trường chứ viết vô đây đọc rồi cũng cho qua thôi ❤️,,2
8357,"Rất hay, rất đúng, rất cảm động nhưng lại sai đến 4-5 lỗi chính tả :)))",,2
8358,mình vô đọc cmt chủ yếu đốt thời gian thui nhưng vẫn mong nhà trường giảm học phí 🙁,,0
8359,Ước sao trường giảm học phí và cô chủ phòng trọ giảm giá phòng chứ 3 tháng nay không ở đóng cả 3 tháng rồi 😞😞,,0
8360,"""Bệnh thờ ơ chính trị"" cho xin info bạn này đi nào :))))",,1
8361,[NAME] nay lại tâm thư. Trường  ko bao giờ  giảm học phí vì dịch đâu 😂,,1
8362,Cố lên lời nói của bạn sẽ đến tai anh em và cả nhà trường. Nhưng mà đó cũng chỉ là lời nói thôi còn nhà trường thì xin lỗi tôi không làm điều đó...,,2
8363,Trường không hút máu thôi chớ giảm rồi lấy gì làm giàu hihi,,1
8364,[NAME] t thấy có 1 bạn đánh giá bên trang chính thức mà k biết giờ bạn đấy còn học k nhỉ,,1
8365,kinh tế khó khăn mong nhà trường xem xét,,0
8366,Cóa bạn nào đi chung t.sinh k 🙈🙈,,1
8367,Vẫn là một sự giả vờ câm mù điếc,,1
8368,Muốn giảm bao nhiêu nói luôn. Còn cho hay không là việc của nhà trường :)),,1
8369,"đúng rồi bn ơi ..
mong lãnh đạo nhà trường xem lại",,1
8370,Bài này tôi chấm 9 điểm thôi,,1
8371,[NAME] t có nên nghỉ học được chưa m,,1
8372,:v trường mình trg dân lập. Không có trợ cấp của nhà nc nên phải chịu th,,1
8373,"Thấy mong muốn giảm học phí thì ok! Nhưng cách viết tâm thư như đang đe dọa vậy!!!😤
Thầy cô công tác bên ấy sao rồi? [NAME]",,1
8374,Biết khi nào những cfs nv ms có tác dụng 🙂 đọc thì đọc qtrong có bận tâm hay không chứ đọc mà k bận tâm thì chịu,,1
8375,[NAME] gửi dc bây ơi. Chắc hết tiền :)),,1
8376,mấy bữa nay mình học online cũng tiến bộ và sảng khoái lắm chứ ! nhất là môn LIÊN MINH HUYỀN THOẠI [NAME] làm mình càng yêu thích học online hơn ! sao các bạn cứ phản ánh làm gì ^^,,2
8377,"[NAME] gom cfs bữa giờ viết báo được rồi ấy, giật tít “ Cộng đồng sinh viên [NAME] đồng tâm đề đơn xin giảm hoc phí trong mùa dịch nhưng vẫn chưa thấy động thái gì từ phía nhà trường “ 😌",,1
8378,"Mình học ô tô, hk này có vài môn thực hành ko học đc cũng phải đóng tiền hả, đóng tiền xong học thực hành online hả, ?????",,0
8379,Nhà nghèo đông con là đúng bạn xui thiệt luôn =)),,1
8380,"thể thao mà học online thì ngta gọi là thể thao điện tử :)) team liên quân, team pubgmobi điểm danh đê",,1
8381,đang thắc mắc sao ngày mai lại học bóng chuyền online nữa,,1
8382,"Mấy cái ý kiến kia thì ok =))))
Còn Bảo hiểm trường thôg báo trên web edu là lên tt ngoại ngữ tin học trc cổng trường lấy kìa bạn yêu. K chịu update coi thôg báo rồi ý kiến tào lao xi ba chao =)))))",,2
8383,Nghèo nó hay xui thiệt bạn ơi 😂,,1
8384,bảo yêu mình. bảo quan tâm mình. mà không giảm học phí cho mình. như vậy là thương mình à.. như vậy là giết mình dòi.. :((,,0
8385,Thật sự thấy mấy môn thể chất học online nó cứ sao sao ấy 🙂,,1
8386,học tài thi phận là đây 😔,,1
8387,Bull Nguyễnn đúng tâm sự của con bé mới mua lap để học 🙂,,1
8388,"Mình nghĩ là kỳ sau trường sẽ giảm cho đấy, mà kì sau thì chắc cũng hết dịch rồi 😅..",,1
8389,Mai học bóng đá online êi🤣,,1
8390,Thiên Ân a lấy hết xe ra sửa r gắn lại.  Tiện thể thực hành luôn hahah 🤨,,1
8391,Thích nhất câu Nghèo thì hay xui :)),,2
8392,"Trường sẽ đọc và sẽ nói là trường có hỗ trợ giảm hoặc vay vốn cho sinh viên nghèo, hoặc gia hạn học phí chứ không ai nghĩ cho mình đâu [NAME]",,1
8393,"vẫn còn rẻ chán
trường ngta 2m 5m/tc, mình v rẻ rồi các em à
ai đó said :",,0
8395,Ủa bảo hiểm là năm nào cũng phát cái mới hả m.n ơi? 🧐😍,,1
8396,"Mình sẽ cố gắn hết sức cho đến khi có kết quả tốt nhất từ DNTU thân yêu của chúng taaa =]]
#tmv",,2
8397,"Trời này ngồi với bạn làm vài ly trà sữa + commbo máy lạnh thì thôi khỏi học phí học phẹc gì hết . Đáng tiếc là ko quán nào mở
#Ost",,1
8398,""" Đây là một vấn đề hết sức tế nhị”, “Cần tham khảo ý kiến lãnh đạo các cấp các ngành """,,1
8399,[NAME] đến lượt t đứng máy luôn :))),,1
8400,"Đến giờ vẫn ko có một thông báo nào cụ thể giảm hay ko giảm cũng nói một câu. Học onl mà các thầy cô cứ nhắc đóng học phí suốt. Trong khi sinh viên thì hoang mang, ko có một phát ngôn nào chính thống từ phía nhà trường cả.",,0
8401,Như Tuyến giống trường hợp của m ghê 🤣,,1
8402,[NAME] cũng rất bực vì giáo viên canh thi môn av ...,,0
8403,Dù có đănh nghìn cái cfs xin giảm học phí thì cũng không có tác dụng gì vì nhà trường không quan tâm đâu 😒.,,1
8404,:)))))) nhà trường học được cách tiếp thu thì phát triển lắm đấy,,1
8405,Viết hay lắm e . Đồng quan điểm là học online cho bài tập quá nhiều,,1
8406,đồng quan điểm em cũng gặp trường hợp như anh/chị  cũng thi môn avan lun,,1
8407,Mọi người hãy bấm phím 1 để được giảm học phí,,1
8408,Những lời kêu gào trong bất lực và vô vọng của sinh viên 😞,,1
8409,Ánh Ngọc Tuấn Nhàn bài viết thứ 1001 nhưng lại tiếp tục k đc quan tâm,,1
8410,Quý Định em tưởng anh viết cfs này kh á :)),,1
8411,"[NAME] cũng viết ntn, giờ Lạc Hồg đc giảm 10% rồi nha :)))",,1
8412,[NAME] Cherry Lưu Bình Duyên Đoàn hôm đó tụi mình cũng lo gần chết hahahahahah,,1
8413,Đánh giá môn thi và khiếu nại khi giáo viên bộ môn đối xử như v đc mà.,,1
8414,[NAME] còn giành thi trước vs tụi mình nữa m,,1
8415,Thấy chả có gì thân yêu cả,,1
8416,"Cứ từ từ thôi mấy cưng, thầy cô đang lắng nghe. Tới lúc ae tuyệt vọng thì thầy hiệu trưởng sẽ làm cú "" hát truých"" tới lúc đó ae vỡ oà nha :)))",,2
8417,Nay cá tháng tư nhưng mà e k đùa đâu ạ,,1
8418,"chuyện linh thiêng không đùa được đâu. giảm tiền học thì trường lấy đâu ra tiền mua đồ ăn cho hươu, nai, gà, công, bồ câu.v.v nói hông biết suy nghĩ gì hết :v",,0
8419,bao nhiêu văn chương lai láng còn k thấy động tĩnh gì của trường. giờ 1000 cái cmt nhắm trường care không (🙂 ?,,1
8420,1000cmt có đc giảm học phí thật ko mn? Để em lập acc tự cmt ạ,,1
8421,trường khác nhưng vẫn vào ủng hộ nhiệt tình,,2
8422,Mạnh dạn đóng góp 1 cmt,,1
8423,Hóng mai trường thông báo tăng tiền học gấp đôi ❤,,0
