id,content_anonymized,GPT5.5_Medium,label
13570,trịu like cho ý kiến của bạn :)),1,
13572,Từ mai đell dám để clg ở xe nữa :(((( sao mấy bữa t treo rác đ lấy giùm đi trời,1,
13573,[NAME] treo hộp cơm bên trái ra về lại nằm sag bên phải luôn nè,1,
13574,... Má gắt. Hết dám treo đồ linh tinh. [NAME],1,
13575,"Chúng ta nên vậy nha các bạn, từ nay trở đi đi học cứ vác thẳng xe lên lớp nhé 🙂",1,
13576,Mấy lần thấy có mấy bạn hay để qên chìa khoá ngoài xe tính làm việc tốt ra rút bỏ vô cốp dùm. Nhưng nghĩ có camera làm việc tốt mất công đc tuyên dương lên confession ngại lắm nên đành thôi không giúp nữa :)),2,
13577,Hôm nay lại mới bắt gặp 1 bạn vespa để chìa khoá ngoài xe nhưng có camera làm việc tốt cất giùm mất công đc tuyên dương nữa,1,
13579,Các e năm nhất có vào đọc thì nên nhớ ở trường mình mỗi [NAME] là k có cam thôi nhé... còn lại cam ở mọi nơi... các e nên hành sử cho đúng đắn k lại nổi như c** trôi sông :)),1,
13580,như vậy đã là gì... hôm trước để quên thằng bạn với nhỏ bồ trong hầm xe lên thư viện mua cà vạt quay lại mất luôn 2 đứa.,0,
13582,mạnh dạn xin info a cho cái chống nắng mới bao truất lừ luôn =)),1,
13584,why? lại k. hay  k coi 2 đứa e là nữ,0,
13585,[NAME] hên là có hình chớ k ngta lại nghĩ em lấy che cho đỡ đen :((,1,
13586,[NAME] chị thik cừi hog 😕,1,
13587,[NAME] cười luônn,1,
13588,Nghĩ chơi luông ⚁🔴⚂🔵🔺️,1,
13590,[NAME] chị bị mất 2 cái áo mưa liên tục nè [NAME] đi làm về mưa to tính lấy áo mưa mà tìm mãi mới nhớ bị mất từ lúc ở trường r. Đành đợi hết mưa mới về đc 😢,0,
13591,Phương Linh thuaa may ng đó luon,1,
13592,"Đã là gì. Có lon nước để ở xe, 10p sau quay lại. Quay lại éo thấy lon nước đâu 👍 im fine 😏",1,
13593,[NAME] Lâm  bố khỉ để lon nước tập thể dục xong lấy uống. Để quên đồ trên thư viện vào lấy quay ra mất mịa lon nước. Có 10k nó cũng k tự mua đc mà phải ăn cắp,1,
13595,"Tường [NAME] hổng biết ai lấy cái váy chống nắng của Phát [NAME] nữa. kì cục làm em nó đen hết cả chân. hèn chi lúc về la um sùm, hic",1,
13596,"không biết ai mắc nết vậy nữa. thôi để tuần sau anh mua cái váy cho, mấy đứa mua cho em nó cây son hạ quả nha",1,
13598,Anh [NAME] váy chống nắng còn mất nói chi đôi sandal của t 😂,1,
13599,hên quá nào h nón bh chưa mất :v,1,
13600,Anh [NAME] làm theo t thì còn ko thì mất lâu r nhá😂,1,
13601,[NAME] tao lại nhớ đến lời mày nói để ngoài đi ks đâu :))),1,
13602,Hằng Thanh cẩn thận nha bb. Bá dơ giờ nhiều lắm kkk,1,
13603,Hồi đó mk sơ hở là k có nón bảo hiểm về lun 😂😂 váy chống nắng cũng lấy đc lun hả,1,
13604,Bé [NAME] cái chìa khóa xe lấy bỏ cái xe lại cho tao là tao mừng hết lớn.,1,
13605,Chìa khóa m bị đứa nào chơi r. Do ăn ở thôi kk 😂😂😂,1,
13606,Bé Huệ m có thấy 2 đứa đó nhìn sơ qua tưởng tao với mày. [NAME],1,
13607,[NAME] đậu...nói gì đi P...chớ t là nhớ lại chuyện m bị mất đồ * đó🤣🤣🤣,1,
13608,Có cặp sịp đỏ đen cũng tạc cánh cho đc nữa 😞?,1,
13609,[NAME] khổ thiệt chớ,1,
13610,Trang [NAME] có ngày rồi cũng đc nta mượn váy chống nắng kkkk,1,
13611,"có cái váy chống nắng nó cũng địa nữa, chắc nơ luôn cái váy chong nang lên lớp học luôn quá 😓",1,
13612,Hên quá cái váy chống nắng của t còn :))),1,
13613,[NAME] đạo chính luôn rình rập xung quanh chúng ta :))),1,
13614,[NAME] thấy ko cái váy chống nắng no còn lấy 😂 hbua nghe lời thằng q để áo mưa ở ngoài là xong r 😂😂 Yen Yen,1,
13615,"2 cái váy chống nắng của mình, ko tiếc mà bực là nhà xa mặc váy chỉ sợ nắng nôi xui xui gặp ngay biến thái Trang Trangg",0,
13616,"Đúng bần ! Ngta mặc váy trời nắng có cáy váy chống ăn cũng hôi của , bỏ có buổi ăn sáng mà k mua nổi phải ăn căp . Giá trị con ng bằng 60k quá rẻ",1,
13618,uh nè lúc vừa làm chỗ gửi xe xong đó bàa 😑,1,
13619,"[NAME] xoá bài đi đc không đó là [NAME] bạn mình,giờ bạn ấy hối hận lắm rồi :)))))",1,
13620,Mình xin lỗi. Mình hối hận rồi,1,
13621,Bạn đó tóc dài hơn bạn này thì phải,1,
13622,[NAME]  bạn mình giỡn á bạn. Chứ không phải mình 😊😊😊😊,1,
13625,[NAME] nhây lắm luôn á,1,
13627,Bạn có mệt lắm k :))),1,
13628,[NAME] gỡ bài xuống giùm e với đây là [NAME] con bạn e vì dạo này gặp khó khăn do mới đóng 16 triệu nên nó mới làm liều v ạ :3,1,
13629,[NAME] đm cẩm nang học [NAME] là cái đéo gì cũng phải cất :)) ko là mất cmnr :))),1,
13630,[NAME] sure vcl :)),1,
13631,"[NAME] Uyenn Hiền Trần Thùy Dương lần sau cất vô cốp xe hết nhé, bê mẹ cái xe lên lớp ngồi cạnh cho yên tâm 🙂",1,
13632,[NAME] ở nhà luôn cho chắc cú 🙂,1,
13633,Cám ơn bạn đã đóng góp ý kiến t ghi nhận và xem xét thực hiện nhá,2,
13634,Bởi v bố đã bảo thà mất xe hơn bị mất nón đó :)),1,
13635,t sợ cái khẩu trang treo lơ lửng ở xe cũng bị diếm mất,1,
13636,"ôi cái thế giới này, đến 2k t để ở xe còn mất huống chi cái quần :))",1,
13637,[NAME] mồm thối bỏ mẹ bày đặt sợ mất :))),1,
13638,Ngọc Lục Bảo  khẩu trang y tế của m cho chó còn k thèm :))),1,
13639,T đâu nói của t đâu :)),1,
13640,[NAME] nghĩ cả tiếng mới ra câu tl để khỏi bị chặt chém :))),1,
13641,[NAME] mấy bạn không rảnh tiếp cmt nha :)),1,
13642,"Mấy lần zô trường quên K để áo mưa vs nón vào cốp là y như rằng lúc về phải
Né mấy a CA. K hiểu sao 1 số bạn mang tiếng học ĐH mà não ngắn qá. 😩",1,
13643,"Cúng áo đỏ giống mk 😀😀
Nhưng mặc áo khoác m k bao h thả tóc
Và cái gương xe cũng k phải xe mìn 😇😇😇😇😇",1,
13644,cấm cù rờ nhà đánh đó kk,1,
13645,Anh [NAME] đó váy chống nắng hết kết dính của mình nó cũng gom đó mậy! 😪,1,
13646,Ai đó lấy mất cái váy xin hãy trả lại cho bạn [NAME] Đặng mấy nay không có váy chống nắng trông nó khổ sở lắm rồi 😓,1,
13647,[NAME] mất đồ thì k nên đưa nên đây nhé. Thiên vị quá được coi camera.,0,
13648,[NAME] vãi thiệt. Còn trùm váy chống nắng lên xe ko con :)),1,
13649,[NAME] ghê :)) có cái váy cg bị tia. Coi chừng cái nón m đó :)),1,
13650,Dọn cốp rồi hôm sau cho 2 cái nón vào luôn :)),1,
13651,Để cái váy chống nắng dễ thương của t vào nua m uiii,2,
13652,[NAME] để t suy nghĩ. [NAME] thấy cái váy đó cũng tầm thường :)),1,
13653,[NAME] Đoàn  Tao đã nói là để t cho tiền mua  rồi mà ... mai trả lại cho bé đó đi .........,1,
13654,Ê đà bà m hk có m ns t t mua tặng m cái làm gì mà lấy of e nó kì dị má [NAME],1,
13656,[NAME] có cái dáy chống nắng 7 mào như vườn hoa di động méo ns t cho làm chuyện mất mặt qá đàn bà,1,
13657,[NAME] ...dm ei tin dc t có thể chơi vs m,1,
13658,Chắc mấy e năm nhất k bjt nhà xe có camera thoi :)) nắng quá nên chắc mượn tí che í mà 😂😂,1,
13659,Út Linh [NAME] Tiên mốt chạy xe lên lớp để luôn mới yên tâm mà học chứ dạo này nguy hiểm quá😄😄,1,
13660,Cục tẩy rớt xuống đất khum xuống nhặt lên phát hiện mất luôn cây bút =)),0,
13661,[NAME] 1 mét vuông chục thằg ăn trộm😄😄,1,
13662,[NAME] váy chống nắng còn mất.....thì m liệu hồn mà cất cái áo khoác của m đi,1,
13663,[NAME] trừng áo khoác của m,1,
13665,[NAME]: có cái áo khoác cũ mèm nó còn lấy nữa mà :))),1,
13667,C mất váy chống nắng ơi e có bán c có thể liên hệ e mua cái mới nhoé 😂😂😂,1,
13668,"Sơn Trang Nguyễn Kim Trần  Nguyễn Đạt từ h dìa sau, đem dáy vô lớp như t là khỏi bị bạn lấy bỏ cốp nhaaaaaa",1,
13669,[NAME] có váy chống nắng đâu tag t chi 🙂,1,
13670,t tag dằn mặt m vì tội hay cười t khi t mang dáy lên lớp,1,
13671,"[NAME] m bị mất, đảm bảo 🙂",1,
13672,t sẽ đem vô lớp và để nó bên canh t 🙂 chắc lấy dc của t,1,
13673,[NAME] [NAME] m nhiu váy chống nắng coi chừng nhé,1,
13674,"dáy chống nắng má mua, ai dám lấy t tới lật móng nhà để đòi cho bằng dc cái dáy",1,
13675,Lấy áo mưa trùm đỡ mất,1,
13676,việt kiều trùm chứ ai dám trùm,1,
13677,Bớt để áo khoác lại nha m :))) Nó hôi luôn là hơi mệt đó :))) Sơn Trang,1,
13678,[NAME] Sang Nguyễn Lê Minh Nghĩa ae coi s chứ để nó đi ăn trộm váy chống nắng của ngta :))),1,
13679,"Thua rồi bạn ơi, đợt mình bị mất nón kkkk",1,
13680,[NAME] lấy nón som của n.ta về nhà dấu luôn,1,
13681,xe đó mình biết bạn ơi kkk,1,
13682,Chè Hoàng trả váy cho chị ấy nge hôn chị e có để m thíu thốn k mà đi láy váy ngta v . [NAME],1,
13684,"Nón bảo hiểm, áo mưa và giờ tới váy chống nắng 😂😂😂
Phương Mai Thanh Thảo Thiên Kim",1,
13686,Thiếu thốn trầm trọng. Cái váy cũng ko tha :v đúng tháng cô hồn,1,
13687,suy nghĩ của 1 con ng có học không bằng con cún nhà tao 😏😏😏😏,1,
13688,Đi học dép còn mất huống chi mấy dái chống nắng 😂,1,
13690,[NAME] cút đi kẻ ngoài trường 🙂,1,
13693,[NAME] ok. . Chứ dái mag bên mìh sao lấy đc =)))),1,
13694,hahahaha dái nghe hay hơn mà :)),1,
13695,Nón bảo hiểm còn mất huống chi là cái váy chống nắng,1,
13696,Nay t6 mặc đồg phục chắc trưa về nắng quá nên mượn tạm tý thôi mà 😂,1,
13697,ý thức chẳng bằng một cái váy chống nắng.,1,
13698,[NAME] coi chừng cục cưng 150 của chú đó,1,
13699,Nó quên là trường Công Nghệ :)) Hồng Hạnh,1,
13700,😂😂😂 ê hnay măc đồg phục mà mày???. Sao nhỏ này k mặc kkk,1,
13701,[NAME] 2 bạn đó mặc đồ thườg mà lầm tưởng mình đag mặc váy nên mới lấy xài đỡ đó chứ😄😄😄,1,
13702,[NAME] cẩn thận k mất quần kìa m🤣🤣,1,
13703,Tuyền [NAME] m đúng k. [NAME] chan,1,
13706,[NAME] để cái váy chống nắng bị hốt luôn giờ kkkk,1,
13707,Lỗi thay bạn áo đỏ k có quần chống nắng.  [NAME],1,
13708,Thanh Hằng kkkk.  [NAME] coi chừng mất quần nha m,1,
13710,[NAME] hình như hôm nay mặc đồng phục mà ta :)),1,
13711,Chắc mấy e năm nhất chưa biết nội quy nên lấy thôi..hhhh,1,
13712,Hồi sáng tao gặp nè. Đi xe AB đỏ Ngô Tiên haha.,1,
13713,Lúc đầu để kế nó nè kkk. [NAME] có hình nè coi ko =))),1,
13714,[NAME] selfie trúng nó đúg k. [NAME] mới để í. [NAME] gửi trog group díh hai nhỏ này 😂😂😂,1,
13715,Thì đó. Bỏ chạy nhanh quá biển số bị mờ ko thì cm với c rồi kkk,1,
13716,Liệu 2 e đó có dô đọc cmt bây k,1,
13717,[NAME]  chắc đag hoag mag haha,1,
13718,[NAME] t nghĩ là cũng đang gãi như bị ghẻ v đó =)),1,
13719,[NAME] mốt đi học mang phụ kiện theo nha =))),1,
13720,Chú nghĩ là con sao? [NAME],1,
13721,Ý chú kêu con đừng để đồ ngoài xe đó haha,0,
13722,Do e thấy trời nay có nhiều nắng lên e có mượn xíu thôi 🙃mai trả,1,
13723,Trang Đặng hân nói mai trả cho mệt ghê đòi hoài,1,
13724,"[NAME] 🤣🤣mai nhớ trả nha, nta đòi dữ quá",1,
13725,Trang Đặng  trả ngta ly ts rồi 😎,1,
13726,[NAME] ủa nhanh v hả🤣🤣,1,
13727,[NAME]  mệt xỉu với trang,1,
13728,Quốc Hân chang đã ns j đâu mà mệt😣,1,
13729,"Cái áo mưa mới mua 10k, chỉ có 10k thôi đó mà còn mất 😏",1,
13730,Ở đâu cũng có camera thôi xong. [NAME] cũng có camera :))))),1,
13731,[NAME] dơ thật sự. Dạo này t lười cất cốp huhu,1,
13732,Kỳ án mất váy chống nắng 🤣🤣🤣,1,
13733,"[NAME] chưa tắm hả ta,s mà....:))))",1,
13734,"Tao nể nhất hai đứa này , vào đọc xong lặng lẽ đi ra 🤣",1,
13736,"[NAME] hông thấy đâu
Mà trùm cmt dạo nà :)))",1,
13737,Làm bài thiết kế mạng đi kìa.,1,
13738,"[NAME] làm r ba , làm đc 1 trog 2 bài à",1,
13740,[NAME] :)))) ghê dậy,1,
13741,[NAME] bữa lấy bịch khẩu trag coi chừng,1,
13742,lợm ngay giữa đường nha,1,
13743,[NAME] Ta trả người ta đi,1,
13744,[NAME] năm nào củng có vài vụ! :)) chắc mới vào chưa biết,1,
13745,[NAME] sao mày kì vậy? Trả ngta đi,1,
13746,[NAME] trg xịn hơ đâu cũng có camera😂,1,
13747,Tuyết Minh váy chống nắng còn mất thấy ko m,1,
13748,[NAME] kiếm được nón chưa 😂😂,1,
13749,[NAME] :)) hãy văn minh lên nha,1,
13750,Heo Lu chẳng lu thì ai,1,
13751,[NAME] cất kẹp cua dô cặp nha :))),1,
13752,[NAME] là lười bỏ vào cốp nhất Ngọc Anh,1,
13753,"Cần kiến nghị việc lắp máy lạnh, tiền đóng bằng nhau tại sao có ngành được ngồi phòng lạnh có ngành chỉ biết mùi máy lạnh của thư viện.",1,
13754,"Thật sự là ngồi hc học khu A mồ hôi nách nó chảy như đc mùa, lắp 2 cái quạt trần cũng không hợp lý, nguyên cái phòng rộng đc 2 cái ở giũa lớp, trong khi NNA ngồi bàn đôi dạt ra 2 bên. Rơi vào tiết 789 trưa thì thôi r lượm ơi, chạy từ nhà lên ng đã 1 đống mồ hôi, lên tới nơi bonus thêm mồ hôi =((",1,
13757,[NAME] mình năm nhất,1,
13758,[NAME] không hành không hẹ,1,
13759,"Bố m 10,11,12 còn hơn mùa m (🙂",1,
13760,[NAME] giờ đó chìu r,1,
13762,Sul Nguyễn Phương Thảo Uyểnn Nhii đọc cmt thấy bảo đóg tiền chỉ để hít mùi máy lạh ở thư viện . Còn tao bước dô thư viện mà thấy máy lạnh nào cũng tắt chỉ mở 1cai :)))) trog khi nguyên cái thư viện bự nv :))),1,
13763,Chuẩn bị chung đồng phục vs quản trị nha,1,
13764,[NAME] hả ? Áo dài ? Hay váy ôm ?,1,
13766,1 vote cho áo dài :))) t thích mặc áo dài hâhhah . [NAME] đág quan ngại hơn là nóg nên t bỏ vote :)) t vote cho đồ thường xuyên tuần hâhhahah,1,
13767,Phương Thảo trời đụ . [NAME] khỏi mua . Mua mỗi cái váy nữa là xog r :3 có váy sẵn hâhhaha,1,
13768,Đồ nào cũng dc làm ơn làm phước lắp máy lạnh dùm ói 500k 1 chỉ mà k dc ngồi máy lạnh v thì giảm tiền dùm đi trời 🙏🏻,1,
13769,":)))) thôi . Lắp máy lạnh áp lực lắm .
Đâu p ngồi đc máy lạnh là sướg đâu . Bữa k nghe cô nói à",0,
13770,"Đồng phục chỉ áp dụng cho khoá 18
Bữa cô Giang nói",1,
13771,[NAME] vụ đồng phục kqt cho lắm . Chỉ bực nhất là vụ đổi cố vấn mà chẳg hỏi han gì ý kiến hs . Thấy buồn cười .,1,
13772,"[NAME] đúng rồi em, có Thông báo cụ thể không bắt buộc rồi nha em. Văn bản thầy cô cố vấn có đăng trong nhóm lớp rồi. Bạn nào lớp mình chưa đọc được thì lên lớp học nhắn các bạn mình vẫn mặc đồng phục như trước em nhé. [NAME] em",1,
13773,"Có khi nào công nghệ thông tin cũng cần mặc áo xưởng luôn không vậy
😂😂😂😂",1,
13774,"Đồng phục cũng từ tiền mà ra. Thiết nghĩ việc đổi nên thông qua ý kiến sv. Ở cấp 1, cấp 2 thì k nói vì còn quá nhỏ để đưa ý kiến. [NAME]ng đến cấp 3 hầu hết các việc thay đổi đều hỏi qua hs. Do đó đến bậc đh rồi thì quyền công dân của sv càng phải được tôn trọng và đề cao. Sv phải có quyền đưa ý kiến bàn luận, có quyền giám sát hoạt động của các ban ngành( gdcd 12). Cái nữa. Đồng phục có đổi nên đổi sang bộ đồng phục đẹp. Cái này quan điểm cá nhân. Còn lùm xùm đồng phục quá thì khỏi mặc cho khoẻ. Cũng nhiều trường nhất nhì thành phố vẫn không mặc, nhưng nếp văn minh, tài lẻ, và học vấn của họ đều được người người ngợi ca đó thoi.
Vấn đề kế tiếp. Như đã nói sv có quyền bàn luận và ý kiến phản hồi. Bất cứ nơi nào có quan hệ giữa ng với ng luôn có tồn tại 2 chưx phản hồi. Phản hồi để 2 bên biết được những thiếu sót của nhau. [NAME] tôi mua 1 cái áo trên mạng mà ngta còn khuyến khích tôi phản hồi. Huống hồ gì học tập, làm việc trong 1 môi trường đào tạo chuyên nghiệp thế này mà lại k được phản hồi đưa ý kiến. Chỉ là muốn trao đổi thông tin mà lại rơi vào thế đùng đẩy trách nhiệm. Không phải vấn đề của ai thì ng đó mới giải quyết. Mà là cùng nhau giải quyết, hướng dẫn cách giải quyết. Đó là đoàn kết, đó là gắn bó, đó là tinh thần chịu trách nhiệm.
Vấn đề tiếp theo. Cơ sở vật chất là dùng chung. Ai đến trường đều phải đóng tiền. [NAME] k phải ng này xài mà ng kia k được xài. Đó là bất công. Đó là thiên vị. [NAME] đóng vào gần như ngang ngửa nhau. Mà ngành này được dùng, ngành kia k được dùng. Có điều kiện lắp đặt cơ sở vật chất thì hãy làm cho tất cả sv cùng được hưởng thụ. Còn không đủ thì đừng lắp đặt. Sv cần thì đề xuất và đóng thêm tiền thế thoi.",0,
13775,"[NAME]. Đây là [NAME] đây r kkkkkk
Vẫn chất như xưa hề. Sao bức xúc dữ v, coi chừng bứt núc nha",1,
13776,:v tui thuộc khoa khác nên ko dám đao to búa lớn chứ ít ra giữ nguyên hiện trạng đồng phục làm đa dạng sinh động dưới sân trường chứ 😢 😢 😢 Đồng phục khoa nào cũng có nét đẹp riêng á 😢 😢 😢,1,
13777,Bonus khoa khác nhưng vẫn học phòng nóng k máy lạnh nhé bạn [NAME] :v,1,
13778,Ăn phốt nhiều quá nên chịu nóng thôi nạ :v,0,
13779,"Thư viện thu mỗi năm hơn cả tỷ cho sv chút khói lạnh là chuyện nhỏ😆😆😆
Trường càng ngày càng đi theo hướng dịch vụ rồi đó",1,
13780,Mình còn chưa bao h nghe phòng thực hành khoa mình có máy lạnh luôn đó các mị Mắc Mệt Tuyết Không [NAME],0,
13781,Gần ra trườg r mới biết đó,1,
13784,Ngon lên khu F ở 1 buổi đi hiếu thấy cảnh liền...khu G còn mát nha,1,
13785,Trúc [NAME] sung sướng qá kêu la.  Tiền thì đóng nhiều nhất mà chưa từng nghe nói...  Chỉ là nghe nói,1,
13786,Ai khóc nối đau này hiuhiu,0,
13788,"khoa công nghệ củng phải bị lên tiền tín chỉ..
mà có được ngửi cái mùi mái lạnh là gi.... 😇😇  ko nên lấp mái lạnh ...",1,
13789,Vấn đề là nguyên dãy phòng tin học phòng nào cũng có riêng phòng c học thì ko hiểu chưa,1,
13790,Tường [NAME] chỉ duy nhất vào thư viện mới biết mùi máy lạnh 😊😊,1,
13791,"😂😂😂học khu G,khu A thì nóng cm đc..đóng tiền cho nhìu vô",1,
13792,Phương Linh [NAME] có khu nào có máy lạnh ngoài khu thư viện vs cái hội trường mà mình đc học v :3,1,
13793,"[NAME] ""các khoa khác"" của bạn ấy có bao gồm khoa ngoại ngữ chưa ta",1,
13794,=))) có phải từ váy xòe thành váy ôm hay váy ôm thành váy xòe không???? hay các bạn đc mặc áo dài giống mình =))),1,
13795,Mỗi khoa mỗi cây. Mỗi cây mỗi điều có sâu. Chỉ nói mà k làm thì con sâu này sẽ phát triển thì cây sẽ chết thôi. Nói này cũng giải quyết được gì,1,
13796,Bớt đi sân si ít thôi các bợn ak. Tui thề là khoa công nghệ tui tăng tiền học phí mà chưa bjo biết phòng máy lạnh là như nào này.,1,
13797,Ps Thiện đó giờ chưa đk học phòng mấy lạnh luôn bạn,1,
13799,Hình như cái khoảng thời gian ngồi ghế nhà trường còn chưa biết đến cái mùi máy lạnh thơm hay thúi dù tiền vẫn như nhau.,1,
13800,[NAME] k biết sau này có phải zô cái p thực hành đó k nữa. Ám ảnh,1,
13801,Nghĩ tới là t muốn sốt 😆😆,1,
13802,Bước vào trường 5nam về trc. Bây giờ đã thoát. Tiền đâu chịu nổi vs thời đại của trường này🙄,1,
13803,""".. trường tư nên các em phải chấp nhận, mức học phí nv là thấp so với mặt bằng chung rồi, còn các em muốn máy lạnh, wifi , máy chiếu tv... thì chấp nhận tăng học phí nhé.....""",1,
13804,[NAME] mình cucbg đong tiền mà k đc máy lạnh là s. Ngành ngôn ngữ anh ko bằng kế toán ???,1,
13805,Ủa máy lạnh ở đâu? Nơi nào có máy lạnh,1,
13807,"hên quá anh em mình ra trường rồi Vo Nghi, [NAME]",1,
13808,"học xong r , vấn đề quan tâm ở đây là sinh viên nữ, k phải mấy cái này, are you ok?",1,
13810,Anh [NAME]  tiêu đề chả thấy liên quan đến nữ nên bố k quan tâm,1,
13812,đồng phục quản trị với kế toán trước đây có khác nhau à các bn !!!,1,
13813,Túm quần lại là nghỉ học,0,
13814,"Thì đấy chúng nó đóng còn đỡ, nhìn lại mình đóng 100 cái khoản tiền",1,
13815,đúng cảm xúc mình ghê. chắc phải share mạnh,1,
13816,[NAME] hong có xiền mua đồng phục mới hiuhiuu,1,
13818,Đổi đồng phục. Bị điên không mà bắt đổi đồng phục nữa chứ. 😡,0,
13819,tag hiệu trưởng vô cái :)),1,
13820,[NAME] biết làm tiền sv gớm..bnhiu năm rùi vẫn k thấy khá hơn,1,
13821,Các bạn khoa kinh tế quản trị lưu ý thông tin trên group khoa nhé 💞💞,1,
13822,"Hồi còn học có máy lạnh đâu, chỉ có máy sưởi trên phòng thí nghiệm . 😂😂😂",1,
13823,"Bài viết hay
Đồg ý nhất là đoạn cuối cùg share mạnh đê",1,
13826,[NAME] ước j lúc xưa t chọn ôtô,1,
13828,:))) khoa ô tô trái ngành đầy. Nên chọn nn anh tốt hơn nhé,1,
13829,Ơ đồng phục lại mua tiếp à [NAME],1,
13831,[NAME] Yen ngành mình khỏe chán 😂😂,1,
13832,[NAME] bị đổi chưa kkk,1,
13834,Vy Thị Minh Tâm Bé Huệ Trần Quỳnh Như Phùng Văn Hậu tài chính còn bên lề cuộc sống hơn,1,
13835,mình còn chả biết cái vụ này 😑,1,
13836,Bên lề cuộc sống đó mấy bạn. Khổ thân tụi mình,1,
13837,[NAME] Pun ố đổi đồng phục ? [NAME] up,1,
13839,Túm lại là sắp mua lại đồng phục !,1,
13841,Sinh viên nghèo lấy tiền đâu mà đổi đồng phục,1,
13842,Ngân Trịnh Duy Tân Cậu Bé Ngu Ngơ Thanh Phuong Mai 🤣🤣🤣 cùng ý kiên 🤣🤣🤣,1,
13843,[NAME] như con gẻ của trường 😂😂,1,
13844,Thanh Phuong Mai  kế toán bị lạc trôi 😩😩😩,1,
13848,[NAME] bk tới lúc tốt nghiệp thì nhận bằng trc mặt mn hay sau mn nữa,1,
13849,Ít nhất là trước mặt khoa mk 😂😂😂,1,
13850,Cù Thị Quyên Thanh Phương Phượng Hồng ☺,1,
13853,biểu quyết đi mấy bạn,1,
13855,"[NAME], a già r... A là dân tài chính! Bên tài chính bất cần đời r, giờ trường muốn đối xử sao thì đối xử àkkkk, có điều nếu ai đó có ý định zô trường để học mà hỏi ý a thì a sẽ nói ""ĐỪNG VÀO"". Thật ra thì chủ tus nói đc cái ý ""gặp trưởng khoa"" rất khó. [NAME] dưới thời thầy Hưng... [NAME] bao dễ! ""[NAME].... Bla bla... Thầy đang ở chỗ XYZ"" xách đít vs đơn tới gặp, thầy duyệt nhanh gọn lẹ, đi ăn đùa giỡn vs sv bao thân thiện.  bữa vụ kiểm định thì thầy bận lắm nhưng muốn gặp thì vẫn gặp đc. Giải quyết cho lớp a 3 mở lại 2 lớp đã bị hủy, 1 môn học thay thế trong vòng chưa đầy 1 tiếng. [NAME] dễ thương 😌...",1,
13859,[NAME] Văn Minh Hoàng Hoàng Anh Thùy Ngân Thuỳ Trương Minh Hậu,1,
13860,Có mùi của hoàng v ta kkkk,1,
13861,chắc nhiều người bức xúc quá á chứ :)),1,
13862,Kế toán đi trước tài chính mình 1 bước rồi,1,
13863,"Bay lại nghĩ xấu cho ta r... Ta là dân tài chính nha! Dân tài chính giờ bất cần đời r
😆😆😆",1,
13864,Nghỉ cm hết đi các bạn êi 🤣🤣,1,
13865,Dân tài chính nghe bãnh mà mình như trẻ em cơ nhỡ :)),1,
13866,:)) thôi còn mấy tháng 1 năm nữa cố đi các bạn,1,
13867,[NAME] :)) bạn ổn định rồi bọn mình vẫn đang khổ sở,1,
13868,"có thể các bạn ko biết chứ máy lạnh ở tầng 2 khu G tác dụng chính là để bảo quản thiết bị, giữ cho các máy tính, các thiết bị mạng ở trong khoảng nhiệt độ tối ưu khi sử dụng ...cho nên chỉ có sv ngành nào sử dụng phòng máy đc hưởng ké thôi chứ ko có dụ thiên vị 😌",1,
13870,[NAME] chưa đăng kí đồng phục. Chưa mua sách. Chưa có đồ thể dục. Chưa có thẻ sinh viên. Trong khi chi phí cao đến đỏ cả mắttttt =)))))))),1,
13871,Nghiệp mày nặng quá :)),1,
13872,Tốt nhất đừng để t gặp đc m 🙂,1,
13874,"Ngày xưa đóng tiền mua bộ đồng phục, học ba năm chưa dc phát nỗi cái qần.mà còn bị quản sinh đi kiểm tra rồi nói mấy cô cậu lý do lý trấu không mặc đồng phục , trong khi đó tiền thì đóng mà đồ không dc phát còn bị chửi 😂😂😂😂😂",1,
13875,Kim Thoa Duyên IR Dung Thu Pé sữa,1,
13876,Thái Thị Thanh Thủy Blurry Cat Ni Ni,1,
13877,Đưa lên confession để dân chúng vô comment thế thôi chứ tới bao giờ mới được giải quyết,1,
13878,"[NAME] nghĩ có khi nào vài bữa nữa lại có buổi gặp mặt BGH bây giờ, lên đó rồi tụi bây thích ngồi bao nhiêu máy lạnh thì ngồi",1,
13880,[NAME] rầm rộ lên nếu như trường không có biện pháp giải quyết sẽ share hẵng lên mấy trang lớn hơn,1,
13882,[NAME] Ni chắc là đưa lên trang lớn,1,
13883,"Đọc câu đầu tiên, "" nụ hôn đầu đời ngập chìm trong mùi mắm tôm "" tự dưng mình lại hiểu sang.... À mà thôi 😂😂
#Ost",1,
13884,Nói đại vét máng đi ad,1,
13886,Não ad đen lắm rồi. [NAME] đê,1,
13889,Thế não m có đen ko Quang Kiệt? 😂,1,
13890,Hảo Huỳnh ko m. [NAME] ngây thơ lắm :v,1,
13891,Thế ý ad là gì mà m hỉu vậy [NAME],1,
13892,[NAME] t đọc cmt người ta t mới hiểu nha :v,1,
13894,"cái này khoe ghệ với gạ rủ đi chơi mà 🙂 , ad còn cho lên nữa thật là tủi thân mọi người quá đi đó mà",1,
13895,Đọc câu đầu t tưởng mồm ny m thối như mắm tôm :)) may mà t đọc hết k lại hiểu cmn nhầm rồi ^^,1,
