id,content_anonymized,label,GPT5.5_Medium
1211,"Nhóm mình đang tham gia thì ko quan trọng đẹp xấu. [NAME] có năng lực vào kéo nhóm mình xuống là cho đi ""nấu ăn"" liền. Nên bạn đừng quan trọng điều đó quá nhiều nhé. Cứ tự trau dồi nâng cao giá trị bên trong. Vẻ đẹp tri thức cũng hấp dẫn lắm ý. chai dộ",,2
1212,Châu Long Chú Long 10 điểm 🤣🤣,,1
1213,Đi học toàn con trai ko nè =)),,1
1214,Với mình thì mik ko đẹp nên cũng ko biết phải làm j ngoài việc kệ mẹ ngta,,1
1215,[NAME] hay quá a,,1
1217,"k xinh đẹp nhưng có thể ráng để trông cân đối hài hòa đc đó, là dễ nhìn lại ngay",,2
1218,"Đổi ngành thôi bạn
[NAME] du lịch là hoà nhập ngay",,1
1219,Vậy là trai lớp bn ko tốt à hoặc do bn ko tự tin th nè,,0
1220,[NAME] bị mấy bạn bắt nạt suốt 🤞🏻,,1
1221,Quỳnh Như 😾 ai bắt nạt ai,,1
1223,"[NAME] có phụ nữ xấu, chỉ có phụ nữ ko biết làm đẹp. 👍",,1
1225,[NAME] ngủ thuii mai làm tiếp nèe,,1
1226,Ôn thi chứ ngủ ko nổi,,1
1227,Đào Giang thật không đấyyyy :))),,1
1228,[NAME] - [NAME] siêng thế mà,,1
1229,Đào Giang 10 điểm có nhưng..:)),,1
1231,[NAME] nhớ trường à :))),,1
1232,[NAME] - [NAME] haha hẹn trường mùng mười nhó 😆,,1
1233,Ra cổng trường nhạo i ngủ chi má,,1
1235,[NAME] - [NAME] cổng trường nè 🫰🏻,,1
1237,À thì ra là đi ngủ hết rồi :)),,1
1238,thì mọi người ngù em không ngủ thì mọi người ngủ chứ thức làm gì,,1
1239,Thanh Thảo học bàiiiii,,1
1240,Sắp nhảy cầu nên ch ngủ đc :))),,1
1241,Vừa kết thúc học kì xong thì ăn ngủ nghỉ thôi chứ làm j giờ,,1
1242,Lo chạy đồ án các kiểu ngủ gì tầm này,,1
1243,[NAME]  đồ án là gì vậy..?,,1
1244,Môn này nè bạn tôi mãi chưa được tốt nghiệp,,1
1246,[NAME] em này la sinh viên ha,,1
1247,Ngọc Linh sinh viên năm 2 chị ưiiiiii,,1
1249,Đang suy nghĩ nội dung cho chương truyện tiếp theo :))),,1
1251,[NAME] đi k rủ,,1
1253,Nhung Shinn rủ đủ 6 chị em đi =)),,1
1254,[NAME] khum bíc ún biaaa ní ơi,,1
1255,Thanh Thùy [NAME]  rủ thêm 3 đứa nữa đi đi kìa mấy đứa✔,,1
1256,Dạo này tụi e chỉ có đi trà sữa thuii,,1
1258,[NAME] nhóm hải tặc cụa mình đủ 6 đứa nè:>>,,1
1259,Bui Kieu Anh =)))) đủ tuổi đi hộp đêm chx e,,1
1260,[NAME] đi đâu???,,1
1261,[NAME] đi học bài,,1
1262,[NAME] bớt điêu đi,,1
1263,"[NAME] ê đi, vào hộp đêm cầm laptop vào chạy deadline đi, chạy thêm deadline kiếm bồ:))))",,1
1264,[NAME] quadn này nhìn quen mắt vãi ò,,1
1265,[NAME] nhỏ nào hít shisha ?,,1
1266,[NAME] kêu anh đưa đào lên thay shisha kkk,,1
1267,[NAME] =))) duchuy đã xem và đag đánh giá,,1
1268,[NAME] lên đồ đii club,,1
1269,[NAME] nghe sợ z,,1
1270,2 sinh viên này đi không [NAME],,1
1272,Kỳ [NAME] sv nghèo vượt khó muốn đi ADM,,1
1273,Nhật Phạmm bên này nó chơi nhạc gì e nhỉ .,,1
1274,Thien Hoang chắc chơi house giống kosho đó a :)) dạo này long thể bất an muốn đi ngắm đèn à :)),,1
1275,Nhật Phạmm h có đâu đánh giống H68 k ;))),,1
1276,[NAME] uầy làm dì có a :)) hahaha có ae mình làm chuyến thì được :)) kakaa,,1
1277,[NAME] bên này trước 12h chơi deepHouse còn sau 12g chơi tembo 140 ae chắc biết thể loại nhạc gì ha kkk,,1
1278,[NAME] khoai thế.! Kiếm đâu ra 6 bạn sinh viên nữ,,1
1279,team mình thiếu 4bạn [NAME] ạ,,1
1281,[NAME] duyệt,,1
1284,Vậy cũng đc hả? Vô tận cả trường học,,1
1285,[NAME] có chỗ chụp hìn mứi,,1
1286,[NAME] còn giữ thẻ sv kh c :)),,1
1287,"[NAME] còn bé oii
triển thuiii",,1
1288,[NAME] êi í là mai triển lun được hong 🥲,,1
1289,[NAME] trẩu cũng phải vừa vừa cho ngta trẩu với👍,,1
1290,Duc Trung nào m lớn rồi nói chuyện 🙁,,1
1291,"Có ghé thì book mình :>
0583312321 [NAME]",,1
1292,[NAME] em có nên quảng cáo cũng là cựu học sinh  ra trường mở trường gà ko kk,,1
1293,Thẻ sinh viên hết hạn rồi,,1
1294,[NAME] quá trời quảng cáo rồi nha,,1
1296,[NAME] cựu sv vẫn ok e,,1
1297,[NAME] mẹ bỉm ẳm con đi 🤣🤣🤣,,1
1298,[NAME] thíu ng hú t nha,,1
1299,"Uống bia công an thổi đó , sợ lắm",,1
1301,Kèo này chiến quá sốp Nguyen [NAME],,1
1303,[NAME] có even hả bé :))),,1
1304,[NAME] chưa nghe ngóng được gì,,1
1305,Chang Changg đủ người chưa em kk,,1
1306,[NAME] Nhun chưa chị ơi,,1
1307,Tưởng anh [NAME] không á mng [NAME],,1
1308,[NAME] còn chưa dứt [NAME] em ơi 😅,,1
1309,[NAME] ê có khi nào k,,1
1310,[NAME] mình có 4 nữ rồi á chị (((😊,,1
1311,[NAME] 1thuỳ dưn-1chuý-1hoèn-1lin-ánh dưn đi cùng với 2 nhân cách của cô ấy là đủ 6,,1
1313,Thiên Phi +6 bạn nữ kìa phi,,1
1314,Nguyen [NAME],,1
1315,[NAME] mkt cỡ này :)),,1
1316,Hằng Xuân thẻ sv còn hạn ko rủ [NAME] đi 😂😂,,1
1317,Tuan [NAME] rủ [NAME] đi hao mồi lắm anh ơi :))),,1
1318,Thùy Linh Mỹ Hương Ngô Thu Hường Lan Lan Cẩm Linh chúng ta vừa đủ:)) 🛵💨,,1
1320,Quỳnh Như lên lun đi mấy chế,,1
1322,[NAME] là gì vậy? Có ăn dc không,,1
1323,[NAME] má kèo này ngon,,1
1324,[NAME] lẻ hả😏,,1
1325,[NAME] 😌 set kèo chắc chắn ms dám rủ m,,1
1326,[NAME] ai đi,,1
1327,[NAME] má mình có 3 thêm ai gioè chài 🤡,,1
1328,[NAME] rủ di c,,1
1329,[NAME] my vs troctru là 5,,1
1330,[NAME] đi thôi :)),,1
1331,[NAME] cho nữ anh ơi,,1
1332,[NAME] thì cho m đi đó,,1
1333,[NAME] aissss anh này sao á 🤧🤧,,1
1334,Đọc là biết ngay văn của a Hồ Xuân Thực ạ,,1
1335,[NAME] ác thiệt Hồ Xuân Thực 🤣🤣,,1
1336,[NAME] a là tác giả đúng hông,,1
1337,[NAME] a dau biet gi dau,,1
1339,[NAME] tuyển chị em liền,,1
1340,[NAME] mua giùm t 6 cái váy,,1
1341,[NAME] 6 bộ tóc giả không,,1
1342,Vừa tròn 6 [NAME],,1
1343,Thuỵ [NAME] tao hướng nội nhưng mà có bóng khóc ko,,1
1344,Ng Ngọc Trang cười đi khok cái chi,,1
1345,Thuỵ [NAME]  :))) thật tình cờ,,1
1348,[NAME] e khẩn xin 2 chị,,1
1349,Ánh [NAME] nhỏ này khát bia lắm r,,1
1350,[NAME] không có được hút shisa hư quá,,1
1351,[NAME] kìa =)),,1
1352,[NAME] alooo mọi người đến nhớ cầm thẻ sv theo đọc pass adm DNTU cfs đẹp trai để được free nhaa. [NAME] night lounge welcome DNTU ers 😍😍😍😍,,2
1353,[NAME] - Confession chứ nam hk tiếp cái này hả ad,,1
1354,[NAME] - [NAME] dang cap qua,,1
1355,[NAME] tới cái địa chỉ là biết ngay tác giả kkk,,1
1356,[NAME] a cũng là cựu Dntu hả kkk,,1
1357,[NAME],,1
1358,[NAME] kìa giả gái đi :))),,1
1359,[NAME] gái có cu,,1
1361,Như Ngọc [NAME] the kiu rủ bây cho [NAME] ở nhà,,1
1362,Ngọc Linh Lê Ngọc Nguyễn Trâm :)))),,1
1363,[NAME] khó quá bây ơi,,1
1364,[NAME] lập team đi đi :)),,1
1365,Vân [NAME] cx đc tặng đó nhưng ra bill ntn thì ko ai bít,,1
1366,[NAME] free hết e nha,,1
1370,[NAME] chung trường là bít à kkk,,1
1371,[NAME] à biết bạn này nha.,,1
1372,[NAME] á à ngon letgooo,,1
1373,[NAME] 6đứa em êi,,1
1375,[NAME] ko biết thật ko,,1
1376,[NAME] thật em nha ;)) mai chiến luôn,,1
1377,[NAME] anh ạ,,1
1381,[NAME] Ngọc Dung [NAME],,1
1386,[NAME] tới luôn kkkk,,1
1388,Gia Han Pham 6 bạn nữ,,1
1389,[NAME] 2 bạn này đội tóc giả dô,,1
1390,gì dị. Tui ko cần đội mẹ ơi,,1
1391,"[NAME] cứ lên đây phản ánh tiêu cực quá, đến khi kiểm tra lại ko đạt yêu cầu thì lại than ôi ko qua môn.",,0
1392,"Từ học kì sau , các bạn sẽ bị ngắt nghiêm chỉnh hơn kkkk",,1
1393,[NAME] 1h giờ chiều ra nắng tập xong lại kêu sao học nắng quá 😆,,1
1394,[NAME] mấy lứa kì sau banh chành luôn chị nhỉ,,1
1395,[NAME] th nên suy nghĩ lại :)))) sai quá sai r ;)))),,0
1396,[NAME] nhieu ban sv này tay nhanh hơn não ạ,,1
1397,Có ai tóm tắt giúp trong 5 chữ ko,,1
1398,[NAME] không học nhưng đóng tiền 🤣🤣🤣,,1
1399,Phương Mỹ [NAME] hiểu quá kkk,,1
1400,Người yêu thể dục thể thao có khác,,1
1401,"thầy cô tạo điều kiện để dễ dàng qua môn, cho các em có sức để tập trung vào môn khác thôi",,1
1402,Trung Hiếu khó cũng than mà dễ cũng than :)),,1
1403,"[NAME] qua môn cho là sướng bỏ mẹ rồi, k cho qua đến năm làm tiểu luận khoá luận thì thụt quần cả đêm 😆",,1
1404,Mình là con gái. Cũng học đá banh mà như bạn nói các bạn nữ 100% chưa chạm vào quả bóng thì có vẻ không đúng. Và ngày nào thầy cũng cho tụi mình chạy 2 vòng sân. Sẽ không có chuyện ngồi chill như bạn nói. Cho mình hỏi bạn học thầy nào mà nghe khoẻ vậy để kì sau mình đăng ký?,,1
1405,Dang Minh Thu tui được đá chuyền bóng nè bà,,1
1406,[NAME] Thu  kkk nói ra cái thầy cô bị kỉ luật,,1
1407,[NAME] tâm tư nỗi lòng nhưng sai chính tả ( giúp trường not giúp tường ),,1
1408,[NAME] hay bắt bẻ quá bà cj tôi 🤣,,1
1409,[NAME] hong cóaaaaa bítttttttt,,1
1410,[NAME] nào k trêu bạn,,1
1411,Thanh An nào bít gì đâuuu,,1
1412,[NAME] nào k chọc ngta chỉ sai có 1 lần đâu như ai kia,,1
1413,[NAME] gòi gòi ko chọc bạn,,1
1414,"Bạn ơi, bạn lớn rồi, trước khi đăng cái này thì bạn không nghĩ tới các bạn học ca buổi chiều 1 2h nắng nóng chảy mỡ, thầy thương thầy cho nghỉ chỗ mát không cho tập để tránh cho mấy bạn bị sốc nhiệt, nếu nói như bạn có vấn đề gì xảy ra thì ai chịu trách nhiệm, chính là Thầy dạy mình với trường mình chịu chứ ai, rồi gia đình bạn sẽ như nào. Thầy thương sinh viên thầy đã cho nghỉ ngơi đủ thứ rồi. Còn về vụ bạn tiếc tiền thì mình cũng chịu bạn luôn, giờ thầy gắt bạn rớt môn rồi than khó xong học lại tiền cao mà bạn cũng tiếc được à. Với lại bạn cũng đã qua môn rồi mắc gì phải đăng lên cfs chi vậy.",,0
1415,"Cảm ơn [NAME] đã động viên Thầy nhá, tưởng phốt luôn cả tui chứ",,1
1416,"Nguyen Cuong người thật việc thật. Học thầy Cường mà k nghiêm túc auto rớt môn😂😂. Tuy nhiên, sinh viên nào cũng yêu quý thầy",,0
1417,Nobi [NAME] cảm ơn bạn [NAME] nha,,2
1418,[NAME] mới đua xe té thì lo nghỉ dưỡng đi chài aiiiiii,,1
1419,[NAME] con chắc ghiền bị đấm à,,1
1420,[NAME] khó ở quá ha thầy haha,,1
1421,[NAME] khó quá khó chìu,,1
1422,Nguyen Cuong thầy iu quá tuyệt dời,,1
1423,HT [NAME] thiệt hong bà [NAME] (tam thái tử),,1
1424,Nguyen [NAME] na tra luôn nói sự thiệt  ạa ạaa,,1
1425,[NAME] thầy vẫn là số 1 🤣,,1
1426,"[NAME] cảm ơn cô gái, lâu rồi k bị [NAME]ầy la nên nhớ Th phải k",,2
1427,"Nguyen [NAME] đr thầy ơi, ra trường cũng được 4 năm rồi nên thiếu tiếng la của thầy 😆😆",,1
1428,Quỳnh Em [NAME] vẫn may là k bị tụi bây chặn ở cổng trường,,1
1429,"[NAME] nào ai lỡ hả th, th e số zack vậy cơ mà kkkk",,1
1430,[NAME] khum thầy nhờ th em mới bíc bơi,,1
1431,Oanh Lê Hoàng cảm ơn nà,,2
1432,[NAME] Hoàng bơi đc 100m chưa,,1
1433,Nguyen Cuong đc 50m là mừng r đó th chứ đó h em hông biết bơi,,1
1434,Oanh Lê Hoàng 50m là chưa bơi đc đâu nha,,1
1435,Nguyen [NAME] haha th này nhma em biết bơi òi,,1
1436,Nguyen Cuong k nhờ thầy là em k bic bơi á thầy,,1
1438,[NAME] ai mà dám phốt thầy ạ huhu,,0
1439,[NAME] có luôn nha,,1
1440,[NAME] có nha,,1
1441,[NAME] may mà thầy cho bạn qua môn kkk,,1
1442,[NAME] k hề nha,,1
1443,Nguyen [NAME] phải tôi thì tôi cũng phốt😏,,0
1444,[NAME] cô thì nhất nhá.,,1
1445,[NAME] ai dám phốt thấy chứ,,0
1447,[NAME] nó phốt mạnh luôn ý,,0
1448,"[NAME] t học mấy hp thể chất xong xuôi hết rồi, chứ mà sau cfs này nhà trường và các thầy có chấn chỉnh lại phương pháp dạy gắt gao hơn chắc t kiếm m t kí đầu quá 🙂",,1
1449,"Nói thì cũng nghe hay đó, mà nói thử xem cả 1 cái lớp đó các bạn có chắc là chịu hoạt động, mình dân thể thao kiểu nào mình cũng chịu đc, qua môn dễ thì nói, tới lúc kiểm tra theo tiêu chuẩn chắc gì đã qua, chẳng lẽ tới lúc đó kêu là ktra khó quá lại phải mất tiền, tới lúc đó ngta chửi bạn thì bạn lại kêu ngta lười quá :)))?",,1
1450,"[NAME] tui thấy nha, là gv bóng đá có 1 số thầy lơ lắm, chứ môn tôi hiện đang theo bạn hỏi gì tụi tui cũng chỉ cả, nên là qua môn cũng đc rồi, tập thêm thì mình tự tập sẽ hay hơn đó",,1
1451,"[NAME] ông nói cũng nghe hay đó, dân thể thao như ông đóng tiền để qua môn thì tôi thấy ông đỉnh rồi, chứ tôi thì thà kiểm tra rớt môn đóng tiền lại chứ ko có bỏ tiền ra để đc nghỉ học để được qua môn như ông đâu🤭",,0
1452,"Đình Thiện đúng rồi, học 1 lần ko muốn, muốn học lại thì tùy bạn, đâu ai cấm đc, bạn giàu bạn dùng tiền nói chuyện, tui nghèo tui dùng thực lực nói 🤗",,1
1453,[NAME] tạo đk cho qua môn thì kêu la đến lúc khó thì than này than kia khổ thật,,1
1454,[NAME] ông dùng thực lực bằng cách đóng tiền để qua môn chứ ko cần học hỏi gì hết thì thực lực ở đâu ra vậy ông 😢,,1
1455,Thanh Bảo ngta có tiền mà,,1
1456,"Đình Thiện đâu ai nói tui đóng tiền cho qua môn, gv tạo điều kiện cho sv mà, ông ko thích thì cứ ý kiến, chứ tui đâu có học môn đó chi :)))",,0
1457,"[NAME] tính ra là thầy cô tạo đk cho qua môn dễ để tập trung những môn chuyên ngành hơn luôn á, học 1 lần k muốn cứ muốn học nhiều r thầy cô mà khó quá thì than lên than xuống!!",,1
1458,"[NAME] cái đó tùy gv rồi, tui thấy có mấy bạn cũng có tập mà",,1
1459,"[NAME] bạn ơi vấn đề là dạy chứ k phải vấn đề là thi. Ít nhất thầy dạy rồi  cho free qua k nói đằng này cứ hôm nghỉ, hôm chơi thì tạo đk cái j bạn hay bú tiền dạy ?",,1
1460,"[NAME] free cho mình thì biết làm sao đc, thì mn muốn sao thì ý kiến, trc tui học tui cũng ý kiến gv cũng cho thi theo yêu cầu bth mà, cái này sau này tui ko biết tại ko học thể chất nữa, nên là cứ ý kiến với gv hoặc cuối kì á bạn chấm 1 sao",,1
1461,[NAME] theo cá nhân mình nghĩ cũng do đủ chỉ tiêu của đại học thôi nên vđề dạy thì cũg k care lắm chủ yếu cho qa môn dễ tập trung vào môn chuyên ngành,,1
1462,"[NAME] trc khi xây sân á tui thấy mấy bạn mới học cũng đỡ, h xây sân xong làm vậy thì tui cũng chịu rồi, đăng lên tui còn cười nữa mà chứ h phải sao 🤣🤣, góp ý với trường nhiều nhiều chút biết đâu lắng nghe, môn cưng của ngta mà :))",,2
1463,"[NAME] có bạn hiểu rồi nè, nhưng sửa lại chút nha, bóng đá, bóng chuyền thì mình ko biết, nhưng ngày trc mấy môn như bơi, cầu lông, erobic thì có thi thật, và rớt cũng khá là nhiều với rất nhiều lí do khó đỡ nên là học thì qua là đc, đỡ tiền gia đình, còn bạn nào chơi thì chơi sau, thú thật 1 buổi tập bóng đá cũng chỉ hơi same 1 buổi tập bro, sau này bạn nào muốn thử sức á cứ gia nhập tập 1 buổi cho ra ngô ra khoai🤗",,1
1464,"[NAME] thật môn nào k lq đến chuyên ngành học sao học qa môn là dc , ý mình chỉ muốn là môn chuyên ngành thì dạy sâu hơn còn môn thể chất cũng chỉ là thể dục thôi qua dc thể chất đỡ phần nào hay phần ấy !! Đỡ tốn phần nào đó",,1
1465,[NAME] học thể chất năng nổ lắm mà học lí thuyết là quắc cần câu cũng như ko 🥺,,1
1466,[NAME] hic mình cũng năng nổ lm mà vẫn bị rớt thể chất 3 bóng chuyền ne huhuu dc hoan hỉ cho qa môn còn than nựa 😓😓,,1
1467,[NAME] trường ko dạy bro chứ ko cũng dki học cho vui 😂,,1
1468,[NAME] tui đã từng đá và đã chấn thương dẫn đến tui ko chạy đc nữa và đã nghỉ nên là đừng nói tui ko chơi,,1
1469,"[NAME] chuyện nào ra chuyện đó ông ơi, kiểm tra qua môn có thể châm chước cho qua mà, còn quá trình dạy học thì vẫn phải tuân thủ có dạy chứ đâu phải đóng tiền để qua môn cho đủ tín chỉ. Trường này rõ ràng là lừa dối sinh viên chứ gì. Đóng tiền học để xây cái sân banh thứ 2. Rồi cho sinh viên sử dụng khoảng thời gian trưa nắng bể đầu. Còn muốn thuê thì phải tốn tiền... Nhìn sang các Trường khác xem họ dạy giáo dục thể chất như thế nào, nhìn lại trường này thấy phát chán",,0
1470,"[NAME] góp ý với trường đi ông, cuối môn chấm 1 sao cho gv bị kĩ luật đồ đó, chứ trường đang cưng môn đó lắm biết làm sao?",,1
1471,"[NAME] môn nào châm chước nghe hay vậy trc tui học lúc còn năm nhất năm 2 rớt là rớt ko có châm chước, còn bơi lúc bên hồ khác thì có châm chước thật nhưng vẫn có thi lại nhé",,0
1472,[NAME] bạn có hồi ức gì về môn bóng đá khum ??,,1
1473,Lệ Nguyên Nguyễn sơ sơ hâhhah,,1
1474,Tâm Như  :)) r năm sau học cho ra nắng đá đi nha sao phìn qa,,1
1476,Tâm Như sướng hỏng chịu🥲,,1
1477,[NAME] làm người bình thường hỏng muốn 😌,,1
1478,[NAME] tại qua môn nhàn quá muốn học lại cho đỡ tiếc 💸 ☺,,1
1479,[NAME] sao m éo tag t,,1
1480,[NAME] chúng ta là 1 mà 🥲,,1
1481,[NAME] tuy 2 mà 1 tuy 1 mà 3,,1
1482,[NAME] hoi xợ dô m quậy cái tus,,1
1483,Hmmm cái vấn đề này nó hmmm... 🫁 Thoi chuc ban thanh cong.,,1
1484,Nguyen Thuong Yến Nhi bạn nghĩ sao ve truong hợp này,,1
1485,Ngọc Ninh Ngô Vũ mình thích được như vay,,2
1486,[NAME] thích nhma đừng có than nha,,1
1487,[NAME] Vũ thích nhma vẫn than không đc sao,,1
1489,[NAME] :)) thơm mùi chiếu mới,,1
1490,"[NAME] Đóng đủ tiền r lấy cái bằng lẹ đi, than than năm sau dí cho lại k thở nổi))",,1
1491,[NAME] năm sau nó dí cho không thở nổi thì lại than,,1
1492,"Quách Hải Nam ra ngoài thuê sân banh 250k/1h thì thay nhau dự bị, đi học như v viết sớ than :))",,1
1493,[NAME] chắc muốn không ra được trường vì rớt thể chất 🤣.,,1
1494,[NAME] ủa tưởng đk môn đá banh để đc nghỉ chứ?,,1
1495,Chắc bơi cùng dễ vậy đúng không phúc=)) Nguyễn Hồng Phúc,,1
1496,[NAME] người từng trải,,1
1497,"[NAME] Hồi dịch thì On rớt lên rớt xuống, h sướng quá hóa rồ nè",,0
1500,"Z bạn có từng học môn bơi thầy khác ch bạn, trộm vía là mình học 2 hp môn bơi là thầy Giang vs thầy [NAME] nha, thầy nào dạy cũng tâm huyết z nha, môn cầu lông làm zì có vụ điểm danh r về, trước khi nhà xe sửa k có sân tập, tụi này cũng tập cầm vợt, giao cầu trái tay - thuận tay, đánh cầu cao tay - thấp tay muốn gãy tay lun nha, trước khi lên bài nhớ tìm hiểu kỹ nha bạn, chứ bạn nói nghe dễ quá hà học lên xong điểm danh r kí tên qua môn🤡, học thầy nào dễ zị bạn nói để tui kỳ sau đk zới",,1
1501,"Học dễ thì cũng than mà học khó thì cũng than. [NAME] biết sao mới vừa luôn á. [NAME] dễ cho qua môn thì up bài như này, còn gv làm khó làm dễ chấm rớt, chấm thấp điểm thì cũng up bài chửi gv nốt. Mình thì sao cũng đc, qua môn là đc. Chắc chưa thấy mấy đứa học thể chất thi bơi rớt bạch bạch nên up bài z",,0
1502,[NAME] được voi đòi HaiBaTrung,,1
1503,[NAME] [NAME] hết cứu,,1
1504,Nguyen Pham Hong Phuc sống yên bình không muốn :)),,1
1505,Anh [NAME] nghỉ là đẹp,,1
1506,Quỳnh Như  chị viết bài này đúng k :)),,1
1507,"[NAME] vỡn mặt hả? T có thi đàng hoàng nha, đc đụng banh mè🫰🏻
iu thầy lúm",,1
1508,[NAME] chuẩn k thầy :)),,1
1510,"chắc hẳn đây là tâm tư về nỗi lòng của bạn , chứ thật ra kh có các bạn học cùng nào ở đây cả !😔",,1
1511,[NAME] có khi bạn viết lên cái nỗi lòng này còn đ đi học được buổi nào 😞,,1
1512,[NAME] đọc xong thấy chạnh lòng quá,,1
1513,[NAME] bạn đó đăng không ẩn danh là đẹp rồi 😞,,1
1514,[NAME]  môn này tui thấy b ko vắng buổi nào nè,,1
1515,[NAME] máu chảy đều,,1
1516,[NAME] sao hay bon chen với đời quá,,1
1517,"Thúy [NAME] ít khi lắm , nma đọc tâm sự này xong thì buộc phải vậy",,1
1518,[NAME] kì sau k học là rớt nhé,,1
1519,"Thúy [NAME] t thì chịu nắng mưa quen r , sợ người nói lên kh chịu được thôi",,1
1520,"[NAME] cho mng xin danh tính ng up bài đi ad. Trước khi up chắc chưa thông não hay gì, trời nắng váng đầu thế kia ko lẽ lại bắt bạn tập, nhỡ bạn bị gì thì lỗi lại đổ giảng viên à??? Suy nghĩ hạn hẹp thế???. Dễ ko thích, tới lúc mấy thầy gắt lên chắc lại đăng thêm bài khác à???  “Con sâu làm rầu nồi canh” là đây chứ đâu =))). Hạ đẳng mà cứ nghĩ mình là trung tâm của vũ trụ.",,0
1521,Sao tư tưởng sinh viên thời giờ thấy mệt ghê,,1
1522,Thủy Đặng lo muốn chớt môn thể chất 😂😂,,1
1523,Hồi đó đi học cũng dc đá đấm các kiểu :))),,1
1524,"[NAME] đi học thể chất cũng chơi um xùm, cũng học đầy đủ chứ ha",,1
1525,Phương Hà đánh bóng chuyền ta nói sưng hết cả tay :)))),,1
1527,[NAME] đọc mà cứ như kiểu tụi nhỏ bây giờ k có tuổi thơ dữ dội ấy nhờ. :)))),,1
1528,[NAME] thèm trở về 1 buổi học thể dục có đầy đủ lớp mình ghê ha,,1
1529,[NAME] thui. Chơi tạt cầu lon là đủ rồi :))),,1
1530,"[NAME] mà xưa nhớ cũng học r đá um xùm mà nhờ. Thi sút vào gôn nữa, k thì chạy mấy vòng sân. May quá hồi đó nhớ t sút đc nên ngồi ngắm bạn bè chạy🤣",,2
1531,[NAME] Không [NAME] có chạy à. Tại t k chạy nên k nhớ :))),,1
1532,"b học kế toán hả hay sao b tính giỏi vậy 😞 cnao qua dc b hoan hỉ cảm ơn gvien đi, để tâm trí học môn khác dc moàa",,2
1533,[NAME] chuẩn luôn b,,1
1534,"[NAME] thiệt lun á b ơi 🙁 tiếc tiền mà k biết snghi, nhiều khi nắng nên gvien cũng thương k mún mình ra nắng học, tới hồi thi chấm từng kĩ thuật khắt khe chăc cũng lên complain sao gvien khó tính ^^",,1
1536,"Ta dại ta tìm nơi vắng vẻ
Người khôn người đến chốn lao xao",,1
1537,Đình Đức 🌊còn cứu được khong hai,,1
1538,Nể thằng nào đăng cái bài này đi học thì chắc l gì đã đi được buổi nào mà lên đăng như đúng rồi,,1
1539,[NAME] ngta có tiền mà 🤣,,1
