id,content_anonymized,label,GPT5.5_Medium
2429,[NAME] qua có đứa bảo mua điểm cho xong đoá🙂,,1
2430,Mỹ Duyên tố cáo luôn. Bạn [NAME] điểm đc loại giỏi này,,1
2431,[NAME] ta giỏi kiểu khác bây ui😕,,1
2432,[NAME]  nói bé bé thôi nào 😄,,1
2433,Mỹ Duyên đâu có dễ ăn tk được 🤣,,1
2434,Đc mà là Rút kinh nghiệm á😂😂,,2
2435,Lương Trọng Hiếu  câu này hay,,1
2438,Thiếu thì phải đóng thêm thì mới dc ra. Chứ thừa thì….,,1
2439,Đa Thị Ái Mỹ chị còn hong,,1
2442,"Ngọc Thương đúng z, hôm bữa t rút bình thường có sao đâu",,1
2444,[NAME] còn 100k vs mấy chứng chỉ chưa lấy vs sổ đoàn nữa,,1
2445,Ra kế toán làm đơn rút bt mà,,1
2446,Có nha mới rút 5 xị ra Nguyễn Kim Hạnh,,1
2447,[NAME] bửa đó khùm điên nè,,1
2448,[NAME] cắn rứt lương tâm,,1
2449,[NAME] trời còn thương nên rút lại đc,,1
2450,[NAME] ko rút được chắc cồn dô lào,,1
2451,ơ hay.....sao phải rút lại nhỉ?,,1
2452,Có flex quá hông dở :))),,1
2453,[NAME] má còn 5 xị k biết sao,,1
2454,[NAME] Rút được. Mà hơi lằng quằng =))),,1
2455,[NAME] rút sao cíu cíu,,1
2456,[NAME] rút ra đi chụy ơi,,1
2457,Thiên [NAME] chị kk,,1
2458,Thiên [NAME] tào lao nha bạn. Không nên phát ngôn kiểu đã kích và thiếu hiểu biết như vậy. Các trg hợp SV ra trường (tốt nghiệp) hoặc buộc thôi học thì đc rút lại số tiền còn trong tài khoản nha. Nói nhỏ chổ này các trg hợp bị buộc thôi học thì đa phần số công nợ không bao giờ dưới 10 củ nên tài khoản có 5-7 củ thì cũng trốn nhanh đi.hahaa,,1
2459,[NAME] nó hỏi gì vại bọn bay,,1
2460,[NAME] ra trường mà tưởng tấm chíu mới trải á. Tiền k lấy lẽ bỏ :))),,1
2461,[NAME] trả lời giùm mấy ẻm cái,,1
2462,[NAME] t còn 50 kkk,,1
2463,Lên làm đơn tại phòng KHTC rút đc nha!!!!,,1
2465,À làm khóa nữa cho nó trừ bớt nè,,1
2466,Được nhé. Mình rút về còn 230k,,1
2467,[NAME] h còn 22k rút sao ta 🤣🤣,,1
2468,[NAME] rút đi đổ xăng🚗,,1
2469,Xài nhiêu nạp bấy nhiêu tk còn 0đ tròn vo,,1
2470,[NAME] dữ tui còn dư lại 1 ít,,1
2471,[NAME] lẽ ra phải có cái nạp thẻ đth qua tk sv 😂😂😂,,1
2472,"tặng trường đi fenn để mốt trường còn làm bar để ae cựu sv lên quẩy, riêng mình còn 75k ko mong ngày nhận lại :))",,1
2474,"Biết ra trg thì nạp ít thôi, nạp cho cố vô",,1
2475,[NAME] để đành gửi xe khi về lại trường xưa chị nhỉ =))),,1
2477,[NAME]  ch đc 1ngay giu xe nua 🥹,,1
2478,2 đứa may mắn nhất đấy hỏi đúng lúc c còn 5k chia đều luôn,,2
2479,[NAME] c quin còn dư kh cho e xin kk,,1
2480,[NAME] còn 5k,,1
2484,"Hãy như [NAME]. Canh tiền cho đúng thì thôi
Canh từ lúc nhận bằng TN thì lên trg nhiu lần. Nếu dư 1k mà cả trăm sv thì đó là con số ko hề nhỏ",,2
2486,[NAME] Nhi 3k có rút dc khum😌🤣🤣,,1
2487,[NAME] bo đi mất công liên hệ 1 cửa kkk,,1
2488,[NAME] Nhi bo s dc 1k cug rút 😌dc cây kẹo mút oy🤭,,1
2489,rút được nhé mọi người,,1
2490,Này chắc phải lên trường,,1
2491,[NAME] Trung Hiếu 186.000 của tui vẫn còn nguyên,,1
2492,[NAME] tính toán tí như tôi đâu đến nổi,,1
2493,Giờ lên chắc đợi tới năm sau lấy đc,,1
2494,Tuyết [NAME] chắc chị được lấy á.,,1
2495,[NAME] còn 3 ngàn biếu trường,,1
2498,[NAME] check xem khéo còn mấy trịu,,1
2499,[NAME] ê m check chưa. Đc nhiêu,,1
2500,[NAME] 2 ông thần này vẫn báo trường à,,1
2501,"[NAME] ơi cho e hỏi là e nghỉ học mấy tháng là trường xoá tk của e luôn hay sao ạ, e đăng nhập vô k được nữa",,1
2503,Tiếng anh [NAME] sao có ai ko mn rớt 3 lần rùi 🥹🥹🥹,,1
2504,[NAME] ông lh bạn này kèm A2  cho nè Việt Huỳnh,,1
2505,Việt Vũ tui có bạn học chung rồi Đinh Mạnh Dũng,,1
2507,Mốt mà rớt môn nào ít ng rớt là coi ở luôn khỏi ra hả :)) Trần Công Sang,,0
2508,Quảng Bình [NAME] nó chưa thi cái môn này nè mày :))),,1
2509,[NAME] hết cứu :)) Lê Minh Khôi,,1
2510,[NAME] tổng quát 1 nha cha,,1
2511,[NAME] gồi t khóc tiếng mán m ơi🥲,,1
2512,Mỹ Duyên tưởng đâu m đăng k á kk,,1
2513,[NAME] t căn bản 2 hồi đó lỡ hông đki học cái giờ sos dữ🥲,,1
2514,[NAME] có rớt k kìa anh trai,,1
2516,Tường [NAME] tui  qua gòi đội ơn chời 🥲,,1
2518,Tiếng anh 3 thì sao vậy mn 🥲,,1
2519,[NAME] Nhi đổi thành ta tổng quát 1,,1
2520,[NAME] Nhi bà xin học lại chưa tui cũng rớt [NAME] nè,,1
2521,[NAME] chưa nè b ơi đợi mở lớp hoài mà hong thấy tui thắc mắc á. Chưa có thời gian lên trường hỏi nữa,,1
2524,[NAME] kiếm cb4đi:((,,1
2525,MaiMinh Hiếu hieuseuuuu tui nữa,,1
2526,MaiMinh Hiếu t nữa :)),,1
2527,MaiMinh [NAME] kiếm đi :)),,1
2528,[NAME] ké slot nha,,1
2531,Học 1 đóng tiền cho 30 vẫn dc nhe,,1
2532,[NAME],,1
2533,Thùy Trang Nguyễn ô cê,,1
2534,[NAME]  khong ai rớt là khỏi mở lớp dính lại khỏi ra trường luôn,,1
2535,[NAME]. =)) đen thui mình thì ngu TA nm dc cái hên,,1
2536,[NAME] thấy bà luôn,,1
2538,[NAME] cho mượn đt,,1
2540,[NAME]  màyyy điiiiii,,1
2541,[NAME] gắn bó lâu dài chứ ra trường sớm thất nghiệp :)),,1
2542,[NAME]  còn câu nào bào chữa hay hơn khong 😏,,1
2543,sao không học luôn tiếng anh 1,,1
2544,[NAME]  riếc nhiều cái mắc mệt ghia 🙄🙄,,1
2545,"[NAME] trường xưa h vậy mà, may là thoat ròi :))",,1
2546,Còn tiếng anh cb2 thì âo,,1
2547,Tiếng a căn bản 1 chính là tiếng a 1 hiện tại thì phải 🤔,,1
2549,[NAME] bao nhiêu lâu rồi vẫn chưa học được nữa =))),,1
2550,Tran Anh Thu đợi chờ trong vô vọng😌,,1
2551,[NAME] là hồi xưa để mồ hôi rơi trên trang giấy chứ để nước mắt chảy chắc giờ không biết lấy nước mắt đâu để chảy🤣,,1
2552,[NAME] giữ vậy sao,,1
2554,"[NAME] cho chấm ké cái ,cx chưa dk dc 🥲",,1
2556,[NAME] sao z fennnn,,1
2557,[NAME] đĩ mẹ ch học lại môn đó,,1
2558,[NAME] chúc fen may mắn,,2
2559,[NAME] ké miếng kk,,1
2561,[NAME] ủa nhận đc chưaaa,,1
2562,Minh Lân 4 năm trc c nhận hình c muốn xỉu ngang e oi :))),,1
2563,[NAME] chưa luôn má,,1
2564,[NAME] em tui ổn không ạ😂😂😂,,1
2565,Hong ấy dô nt i trùi :))),,1
2566,5 lốp đi r tính gì tính😔,,1
2567,Văn Dũng bạn đăng đúng hong kkkk,,1
2568,chắc ai á chứ mình k có ăn ảnh đâu,,1
2570,[NAME] nhận đc hình chưa 🤣,,1
2572,[NAME] ThảoKim LệNguyễn Huỳnh Yến Ngân chuẩn bị tinh thần trước đi để 2 năm sau đỡ bỡ ngỡ,,1
2573,[NAME] tới khúc tốt nghiệp rồi thì t kh còn ngán nữa 😌,,1
2574,Hên quá mình đã ra lâu rồi 😁😁,,1
2575,Quá ư là chê nha. Đồng cảm với bạn kaka,,1
2576,[NAME],,1
2577,Lưu Thị Minh Nguyệt  tràm kẽm thiệt chơd,,1
2578,[NAME] cua minh cung tam dc 🤣,,1
2580,[NAME] nghe quen quen 🤣🤣,,1
2581,[NAME] 😀 gáng đi chứ biết sao giờ,,1
2582,1 chịu gữ á quậy banh nóc đi êmmmm,,1
2583,mấy đứa truyền thông đợt mình đi hết òi fen oiii Ánh Ngọc,,1
2585,[NAME] ê nhớ hồi đợt mình đc chỉnh hình đẹp lắm mà,,1
2586,Ánh Ngọc thặc tòi tệ với mấy em hình chụp đen thui à m,,1
2587,[NAME] kiếp nạn thứ 82.,,1
2588,[NAME] anh gửi đúng ko,,1
2589,[NAME] thôi k dám sợ lắm kk,,1
2590,Nhà trường làm thế là tập cho chúng ta biết sau khi tốt nghiệp đi làm phải biết chấp nhận sự thật nha cuộc sống đôi lúc sẽ k cho chúng ta sự lựa chọn như ý mình.🙂,,1
2592,"Câu chuyện tốt nghiệp các khoá hàng năm 😂😂😂, từ khoá k13 tới nay, còn các khoá trc đó chưa biết 😂",,1
2593,[NAME] rồi hiểu luôn,,1
2594,[NAME] ủa r hình đâu ?? T có thấy tấm hình nào đâu,,1
2595,[NAME] chưa gửi luôn à,,1
2596,[NAME] ừa má k thấy dì luôn,,1
2597,Kim Phụng gì lâu dữ mà thấy phốt dị là c khỏi hy vọng dô cái hình nữa i,,0
2599,[NAME]  tính ra còn ổn 😂😂😂,,1
2601,"[NAME]. Má ơi, a chụp quá trời kiểu mà chọn cho a đúng cái tấm mặt buồn như đag đưa đám z, đã thế còn đen thui kkk",,1
2602,[NAME] chắc mấy ông trường mình mắt để ở đích ^^ đ phân biệt đc xấu đẹp như nào á a ^^ mẹ chán chẳng muốn nói💩💩,,0
2603,[NAME] biết thế ko méc e coi. [NAME] thấy thì sẽ ko tức kkkk,,1
2604,[NAME] a fai méc e để e chửi cho ngta thông não ra. Chứ để ngta ngu muội hết năm này đến năm khác sao mà được😌😏,,1
2605,[NAME] lúc đó em lấy đth em gắn filter vô cho nha đừng sợ :)),,1
2607,[NAME] Các em nó đóng tiền còn đc trường chụp hình chứ khoá 14 lúc dịch đóng tiền chụp hình mà phải đi tự ghép hình vs áo đồng phục đó:))))),,1
2608,[NAME] [NAME] nguyên buổi sáng mày mò ghép mặt 2 đứa :))))) thật vô nghĩa 🙂,,1
2609,[NAME] chụp xong k muốn nhìn,,1
2610,Khánh Lem xingtu còn ko vớt nổi 🌝,,1
2611,Quỳnh Hương uổng công makeup,,1
2612,[NAME] rút kinh nghiệm. mốt lên nhận bằng xong dọt. khỏi hình bọc j hết [NAME],,1
2613,"[NAME] dọt luôn chứ chụp hình thì xấu, làm lễ thì có 1 PH dô 🙂",,1
2614,"[NAME] Oanh ngta đc chụp hình mà còn chê, mấy ng ghép hình thì",,1
2615,[NAME] haha... Ghép hình hồi đó nhìn vui vãi chưởng kkk,,1
2616,Thân Bùi Ân ừ thì cũng zui,,1
2618,Thân Bùi Ân hình mình ghép hùi đấy tưởng mới sang thái chuyển giới luôn á tròi 🥹,,1
2619,[NAME] lên cả [NAME] j j đó mà kkk,,1
2620,Trang Hí ước đc ghép luôn á,,1
2621,"[NAME] chưa trả tiền ghép ảnh cho Hà nên Hà đừng nhắc
Mình buồn",,1
2622,[NAME] Oanh tính sao nhỉ,,1
2624,[NAME] đọc xong rùi đi ra 😌,,1
2625,[NAME] đang cảm thấy bất an:)),,1
2626,[NAME] k ấy tự chụp dc k😂,,1
2627,[NAME] chắc k r kkk,,1
2628,Đoan Trinh chắc gì đã tốt nghiệp mà cứ lo k à 🤣,,1
2629,[NAME] cái miệng z mà có bồ đó:)),,1
2631,[NAME] tăng sáng cho em [NAME] +100,,1
2633,Hậu Phạm em Bảo mất quyền công dân luông,,1
2634,Ai cần chụp alo mình nhé 😁,,1
2635,Hồng Ngọc tui chưa nhận đc hình luôn á bà,,1
2636,Kỳ [NAME],,1
2637,Trang Như Mình ứng tuyển vào chụp hình của trường nha,,1
2638,Kỳ Gia Lâm xin cho b e slot ạh,,1
2639,Kỳ Gia Lâm mình ứng tuyển làm trợ lý  cho bạn được khum,,1
2640,":))) vậy còn đỡ, chứ đợt covid ghép hình cười bôn lành....",,1
2641,[NAME] :))) em còn cho trường bộ quần áo bắt mua kìa a,,1
2642,[NAME] :)) quần áo mặc 1 lần 1 tr 2,,1
2643,Mạnh Tiến tính ra thừa tiền phết a,,1
2644,":)) thì làm tiền mà, cứ quy ra hoi, k đóng khỏi tốt nghiệp. [NAME] lên 1m5 mẹ r",,1
2645,[NAME] hên ra trường sớm ko thì cun cút a nhỉ :))),,1
2646,tới năm tui chắc tự lấy điện thoại chụp cho xong :[NAME],,1
2649,"Nguyễn [NAME]iệt Hoàng ủa, có gì hot :v :V",,1
2650,Đội quần lên nhận bằng thôi. [NAME] ai biết mình đâu :)),,1
2652,Ngọc Thương lên đi roii thấy,,1
2653,Thanh Maii đúng là 1tr5 bay theo gió :v,,1
2654,[NAME] chúc bà ngày mai ổn 😅,,2
2656,[NAME] Đâu có dám gan [NAME] còn bé lắm kka. Nay bắt tin tức nha thế kkaa,,1
2657,[NAME] vừa load lại face thấy liền kkk,,1
2658,[NAME] anh này thì biết gì mà nói,,1
2659,Na Lê hy vong mai sẽ đc tr độ 🥹,,1
2660,Minh Phụng  chúa cứuuu,,1
2661,Mấy t [NAME] nó tính hết r e à :)),,1
2662,[NAME] kh có câu tl đâu em =)) chấp nhận đi,,1
2663,Thật Thuỳ  ủa đume có chiếu không v để tao biết tao đi về,,1
2664,[NAME] chiếu thì khỏi làm lễ đi về đi =)),,1
2665,Thật Thuỳ  chiếu là tao xin phép 1 vé chạy trốn,,1
2666,[NAME] có chiếu mà hôm chiếu sẽ sửa lại đẹp nha. Ảnh đoa chỉ để xác nhận xem đúng người chưa thôi,,2
2667,[NAME] thôi khỏi với cái trình độ này 10 app nữa không cứu được đâu mà đẹp,,1
2668,[NAME] haha hết dám nhìn ai 🙂,,1
2669,ủa coi hình đc dùng trong lễ tn ở đâu dị,,1
2670,[NAME] trong mấy trang trường có link vô lựa,,1
2672,Có hình là may mắn lắm rồi đấy em ạ.,,2
2673,Ra trường r k dc đòi hỏi,,1
2674,"Quốc Đô  này buộc đòi hỏi , quay trend đu toktok nữa",,1
2675,Trà Nguyễn rồi e ra trường chưa,,1
2677,Trà Nguyễn cũng chuẩn bị tinh thần đi là vừa nè kkk,,1
2678,Nhân tiện cho mình hỏi nhận hình ở đâu v mọi người 🤯,,1
2679,[NAME] Việt Nhật có hình chưa,,1
2680,"[NAME] có mới lạ, nghe nói xấu lắm",,1
2682,[NAME] đã có đâu mà lấy,,1
2683,[NAME] anh viết đúng hông,,1
2684,[NAME] bn đăng ha,,1
2686,[NAME] t chưa lên trường nua,,1
2687,"Giờ t xuống lại nè, mệt ghê á. Không biết còn thêm ngày nào nữa không",,1
2688,Tân Ngọc Trương Ngọc Kiều My hình đẹp dữ :)),,1
2689,[NAME] nhìn hình k nói nên lời,,1
2690,[NAME] tạo kiểu dễ thươnh đi. Kiểu nghiêm túc nữa. Rồi mấy tấm đó đi về đâu 🥲,,1
2691,[NAME] nói chơi viết cfs thật à bạn =))),,1
2692,Hoà [NAME] nam chắc phải chụp background trắng,,1
2693,[NAME] mai tới Cường viết cfs :))),,1
2694,Hoà [NAME] tính viết hôm đầu tuần r á :)))),,1
2695,[NAME] mai về viết luôn :))),,1
2696,[NAME] này là phải thuê photoshop để nó thay da luôn á,,1
2697,Hoà Tạ gì đau :)) mình k ngại thì ng khác ngại mà :)),,1
2699,[NAME] t còn k có cơ hội để viết nè,,1
2700,[NAME] lên t cho mượn đồ chụp nha,,1
2701,[NAME] mượn hay cho thuê. Phải nói rõ để đem tiền,,1
2702,"[NAME] chúng ta là bạn mà, mang tiền nha",,1
2703,Trâm Nguyễn khóc huhu,,1
2704,Thanh Ngân mắt ko thấy tym ko đau,,1
2705,[NAME] mình chụp mình app filter dc hem,,1
2706,[NAME] mi người nhà à,,1
2707,Thanh Ngân lời khuyên là đừng đi dự lễ,,1
2708,Phòng truyền thông bàn giao lại hết cho trường lựa đó bạn. Chứ lúc mình chụp mấy e có tâm lắm nha sửa tóc rồi canh từng góc cho ok. Mà vẫn buồn vì chụp quá trời nhưng mình ko đc lựa mà trường lựa :))),,1
2709,Bảo Trân trường có Tâm mà,,1
2710,[NAME] có Tầm nữa cha,,1
2711,Bảo Trân trường có Tâm Như ó,,1
2712,[NAME] nên mới dữ lại đó,,1
2713,Bảo Trân cầu thả ra sớm,,1
2715,Chịu khó đi em.  K lẻ 4 năm ở dntu nhiêu đây em k chịu nổi à.,,1
2716,Thanh Thúy phát biểu cảm nghĩ đi e,,1
2717,Đợt năm nhất vô hc chụp quả ảnh k chê nhìn tưởng ai k phải mình luôn :)) phải nói xấu đau đớn,,0
2718,1 lít là được chọn hình đã photoshop đó,,1
2719,"đẹp ghê , sáng trưng , dòm hình tưởng hình 1900 hùi đóoo",,1
2720,[NAME] mang tiếng trường có studio luôn á chị,,1
2721,[NAME] đưa hình đây chỉ chỉnh cho tuốt lại vẻ đẹp trai :))) chứ dòm hình đúng học ngành ô tô luônnn :))),,2
2722,"Ngoài lề tí, đồng phục có size không v , 40kg về mở ra sz L mặc như cô dâu",,1
2723,"[NAME] có chị, mả nó đưa theo kiểu random, mang ra đổi thì nó nói là chỉ có một size thôi, em đc size M nè",,1
2724,"Thiên Mai buồn ghê luôn , chắc e lấy sáng t6 hoặc t6, hôm nay c mới lấy nên chắc hết",,1
2725,"Thiên Mai ủa c cũng lấy sáng, lạ nhỉ",,1
2726,[NAME] tag oanh dùm,,1
2727,[NAME] hình t đẹp là đc rồi :)))),,1
2728,Nguyệt Quế ác độc m lén chọn option 2 đúng hog,,1
2729,[NAME] cho tấm ảnh ghép đi kkk,,1
2731,Ngày trọng đại nhất của người ta tốt nghiệp mà chụp xấu vậy đến lúc người khác chụp lại y vậy chịu được không ??,,1
2732,[NAME] khỏi TN luôn đi thắm :))). Nhìn ảnh ....,,1
2733,[NAME] đeo giày bít đen nha. Má ơi cạn lời:))),,1
2734,[NAME] . Trc khi cod thông báo. Tôi định mặc váy rồi ... và đọc xong thông báo .... tôi hoang mang quá. K có j để mặc 😂😂,,1
2735,5 năm trước tao nhìn ảnh tốt nghiệp xong t xỉu rồi giấu từ đó tới giờ 🥹,,1
2736,Cho chú slot chụp cho cháu nè :))) Tiến Lê Minh,,1
2737,"Ngọc Trang khi nào cần alo tao kiếm máy chụp cho, chỉ cần mẹc bún đậu mắm tôm là đc :))))",,1
2738,Nếu ai còn cay cú vụ hình xấu thì ib mình chụp bộ hình xịn xịn cho buổi lễ tốt nghiệp😂,,1
2739,[NAME] ủa lẹ lắm. 🤣,,1
2740,Mang tiếng là thợ chụp ảnh dntu mà còn thua chụp ở ngoài tiệm :)))),,1
2741,[NAME] đưa tui chụp cho bao nét,,1
2742,[NAME] tức cái lồng ngực fen ơi :))) cả 4 năm mà chụp cho cái hình kiểu đấy tới lúc đó chắc đội cái quần,,1
2743,"Chắc chụp cho có, chứ không có tâm rồi",,1
2744,[NAME] hay dị bạn.,,1
2745,[NAME] nghe bảo thợ tay nghề cao mà chụp đen thui thấy không được ròi kkk,,1
2746,[NAME] thợ này hàng tuyển khum đó bợn ơiii người bình thường mướn k đc đâu 😂😂,,1
2748,[NAME] biet cc gi hi,,1
2750,"Thu Thương chết thật, tụi mk ngược lại với nhỏ bên trên á, bạch tạng luôn 😵",,1
2751,[NAME] san sẻ tí có phải đỡ k,,1
2752,Thu Thương thằng chụp kiểu: kui khum thích đó mấy người làm j được kui liuliu,,0
2753,Minh Thu Nguyen chị ơi tạo kiểu dth lên nha 🤣,,1
2754,"Thu Thương nàooo, kh chọc bạn 🤣🤣🤣",,1
2755,Thu Thương ê bà lấy hình ở đâu z,,1
2756,[NAME] có link á bà,,1
2757,"Không mấy nhà trường đầu tư cho các bạn truyền thông con iphone 7 plus chụp cho đẹp, chứ máy ảnh chi cho rườm rà zạ, chụp rồi có coi lại hông z",,1
2758,"Còn nữa, ai cũng có ba, có mẹ sao chỉ đc phép 1 phụ huynh vào với con trong ngày nhận bằng vậy? Biết là nhà trường có live nhưng mà khoản khắc con cái hoàn thành chặn đường học vấn ít nhất cũng phải cho cả ba lẫn mẹ chứng kiến giây phút ấy chứ??",,1
2759,"Bởi vì phòng Truyền thông đa số chắc các bạn chỉnh ảnh ở lv basic
mà chỉnh cũng nhanh, tool đầy, đứa nào kêu lâu bố kí đầu :)))",,1
2760,2 bạn sao hay dị quá à 😂 Việt Rio Mạnh Tiến,,1
2761,Việt Rio :))) nào k trêu mấy bạn,,1
2762,Mình cũng có ảnh tốt nghiệp,,1
2763,ủa cho mình hỏi lấy hình ở đâu z ạ ?,,1
2764,[NAME] https://by.tn/totnghiepdntu đây bạn,,1
2765,Anh [NAME] mình cảm ơn nha ❤️,,2
2766,[NAME] chụp xấu từ lúc nhập học đến lúc hết học luôn á má =)) dime sang chấn,,1
2768,Chụp quá trời kiểu thì lấy file gốc ở đâu vậy mn. Thấy có cái hình à,,1
2769,[NAME] tham lam 🤣 có 1 hình là may lắm r bha,,1
2770,[NAME] xinh quá xin thêm -))),,2
2772,[NAME] của d ổn mà 🙄,,1
2773,Ly Ly ko có đâu. D chỉnh r á,,1
2778,Thật Thuỳ tôi tin nhà trường nhưng nhà trường để tôi khóc giữa sân trường vì câu nói chịu đi chứ sao giờ 🙂,,1
2779,Trâm Trần muốn chết chân trong đó còn ch được nè 🥹,,1
2780,Thật Thuỳ ai rồi cũng phải khóc mới ra trường được 😌,,1
2783,[NAME] hítt hà again,,1
2784,Minh Thiện hitssssssssssssss,,1
2785,"Ủa giờ đi học tin còn có vụ rớt à. Thôi thì khỏi học đi em, nếu mà e có trình thì e thi đậu là đc k cần học. Trước a chả thèm học thi đủ điểm thôi, nó chả ghi là xếp loại giỏi khá hay ghi điểm trên đó thì quan trọng gì",,1
2786,"[NAME] cũng k có đăng ký học, chỉ đăng ký thi",,1
2787,Tuyết Sương đúng r thi đậu là đc cần gì phải học 😂,,1
2788,[NAME] rồi thì qua kiểu gì m. Mà t còn k cần thi nhé :)),,1
2789,[NAME]  t có cần thì t.anh quái đâu 😂,,1
2791,Thương Thu chủ đề này đang rất hot nha bà hhhh,,1
2792,Có lên bộ phận một cửa thì cũng đc giải đáp nhưng k dc như ý muốn có các b đâu,,1
2793,Nhung Nguyễn núi cao sẽ có núi cao hơn. Chỉ tội cho những sv không có tiếng nói ha chị,,1
2794,[NAME] chịu thôi em ơi:)),,1
2795,[NAME] coi nè m,,1
2796,Thiên Mai sinh diên cho hỏi bao nhiêu 1 chỉ rồi,,1
2799,Chúng tôi đã lắng nghe~,,2
2800,[NAME] ok =)),,1
2801,Cho mình hỏi giờ 1 chỉ bao nhiêu đc hong mấy bạn ?,,1
2802,[NAME] tin b 950 ạ,,1
2803,"[NAME]. thi 400k nữa ạ, tổng 1tr350",,1
2804,[NAME] bằng 1/3 tháng lương tốt nghiệp ra trường 4 năm rồi 😂😂😂,,1
2805,[NAME] ùm tại trc học 380 mà giờ cao quá,,1
2806,"Khóc tiếp đi mai fen , roi fen sẽ nhận ra là kết quả nó vẫn v thoi",,1
2807,Ngọc My thấy quen k🤣🤣,,1
2809,[NAME] Đức chịu kh chịu thì khỏi ra trường hả 🤣,,1
2811,Cố lên em. a sẽ hóng vụ này và ủng hộ em. Cuộc đời sinh viên của anh cũng chịu nhiều áp bức. nhưng hồi đó a viêm họng nên ko dám hó hé.,,2
2812,Kiều My kìa môn bạn học nè =)),,1
2813,Hữu Điền thôi chịu bạn ạ mình mệt mệt môn đó lắm,,0
2814,Kiều My bữa thấy làm ghê lắm mà =))),,1
2815,"Thay vì biết cfs thì lên thằng vp khoa hoặc 1 cửa hoặc cố vấn hoặc trưởng khoa để thầy cô trợ giúp . Chứ trang cfs k thuộc quản lý của trường.
Cfs này là do SV trường lập lên để các bạn cho chỗ zui chơi. Còn mấy vđ nghiêm túc này thì nên liên hệ trực tiếp thầy cô",,1
2816,"Thay vì bạn đó lên đây viết, thì sao bạn đó không dành thời gian xuống văn phòng 1 cửa gặp trực tiếp thầy cô để hỏi xem như thế nào. Chứ trong này đâu phải thầy cô nào cũng ở trong group này đâu mà thầy cô giải đáp.",,1
2817,Ủa kính gửi thì đơn lên nhà trường mới có người giải quyết chứ ba. Viết lên cfs thì éo ai giải quyết cho. [NAME] cũng có phải do trường lập ra éo đâu,,1
2818,[NAME] do ông a của a lập đó 😆😆😆,,1
2819,[NAME] tại vì không được giải quyết nên bạn mới bức xúc đó 🤣 khó tính quá à 😑,,0
2820,KiỀuu [NAME] vẽ đường cho đi đó chứ tui hiền thấy mồ,,1
2821,[NAME] hong thấy hiền tí nào. [NAME] dữ,,1
2822,"Nào chúng ta cùng viết tâm thư lên liên hợp quốc, viết ở đây không thầy cô nào lắng nghe đâu bạn",,2
2823,Bảo xuống văn phòng 1 cửa nhưng mà xuống đó không giải quyết được gì đâu mấy bạn ơi :))).,,1
2824,"đưa cao lên làm rõ đi bạn ơi, tiền là porlyme chứ hong phải là giấy đâu",,1
