id,content_anonymized,GPT5.5_Medium,label
10692,[NAME] hên 2 bây có bồ rồi hong t tưởng là 2 đứa m đấy 😂😂😂,1,
10694,Thích thì cứ nói thẳng với họ!  Không có vấn đề gì cả đâu,1,
10696,"Đúng mà m,nếu họ thich lại thì càng tốt
K thì Cx ks vì đã đủ can đảm để nói hết ra",1,
10697,Nói ra xong dọn ra phòng trọ ở là cái chắc,1,
10698,"[NAME] rồi Kk, nhưng thà nói ra còn hơn là như vậy",1,
10699,Nói ra chi nguyên phòng nó sân si,1,
10701,Cùng phòng v chung quy là 2 đứa ctrai hay 2 đứa cgai?,1,
10702,đừng thích bạn cùng phòng nữa. Thích mình đi,0,
10703,Thích thì cứ nói là thích k sao đâu bạn ạ😁😁!,1,
10704,[NAME] thằng nào trong 3 bọn m thích nhau v??,1,
10705,[NAME] thích [NAME] ấy cha,1,
10706,mấy thằng đực iu nhau hết đi để gái đó cho mình nhề Đức Trung =)),1,
10707,[NAME] biết Đức Trung mà thích buscu Trần Nam đó,1,
10708,Dm sao t nào cũng yêu t vậy,1,
10709,Mình chơi 3some đi đây cũng alone 🤣,1,
10710,Trai hay gái thế ? :))),1,
10711,Cùng phòng chỉ có thể là đồng giới =)),1,
10712,Phòng trọ hay phòng ktx?,1,
10713,😑 ê nó chưa nói đồng giới hay khác mà =)))))))))))),1,
10714,[NAME] thế nam nữ ở chung hay tách riêng nam nam nữ nữ ???,1,
10715,Bạn cùng phòng là trai hay gái. Và m là gái hay trai,1,
10716,[NAME] vinh đăng kìa m [NAME],1,
10717,[NAME] mai lên t chém banh xác nó liền,1,
10718,Trọng Nguyên haiz xã hội loạn lạc quá r,1,
10719,[NAME] m lên vs để chém nó đa k là tối ae mình k dc yên đâu,1,
10720,Trọng Nguyên hic lại phải sát sanh à,1,
10721,[NAME] vậy m để nó thông m đi,1,
10723,[NAME] cc gi`,1,
10724,[NAME] j mà có e trỏng z😂😂😂,1,
10725,[NAME] bắt đầu tạo nghiệp,1,
10726,[NAME]  a tạo nghiệp gì hả em,1,
10729,Đam mỹ hay bách hợp @@,1,
10730,Nhii [NAME] thôi nha có gì nói tao chứ k được đăng cfs dậy nha,0,
10731,Đào Như Trúc mình bn nhậu mà,1,
10732,[NAME] với lại t còn tỉnh lắm,1,
10733,Nhưng vấn đề ở đây em là trai hay gái :v,1,
10734,"[NAME] , cho 100 triệu yêu không",1,
10736,[NAME] có thích dấu lun nha m,1,
10737,[NAME] t vs m còn lạ lùng nữa hả,1,
10738,[NAME] suỵt. [NAME] đi m trong nhà biết thôi,1,
10739,[NAME] quên hén chiện này để chong nhà thoai hỉ 😂😂😂,1,
10741,[NAME] hâhhaha bạn cùng phòng như chó 🐶🐶🐶,1,
10742,Haha m thích t cơ ak 😘😘😘,1,
10743,[NAME] 🤣🤣🤣🤣🤣 bạn khinh,1,
10744,[NAME] m đừng có vậy nha chi,0,
10745,[NAME] t phải kêu con ngọc coi chừng m,1,
10746,một câu chuyện buồn =))),1,
10747,Duyên Trần đừng thích t nữa m,0,
10749,[NAME] cười tao đi WC . kakaka.,1,
10750,[NAME] có khi nào 2 đứa m... @@,1,
10751,Edward [NAME]  m ko biết Ngọc nó crush t 5 năm rồi à.t từ chối nó đòi tự tử luôn mà,1,
10752,[NAME] haha m hiểu ý t chứ,1,
10753,[NAME] t có bồ m nhé m sai rồi haha,1,
10754,[NAME] [NAME] kkkk. Tụi bay thích thầm t phải hôm 😡😂😂😂😂😂,1,
10755,[NAME] huệ  ỉa dô mặt nhé 😌😌😌😌,1,
10756,[NAME] m thích t đúng không 😂😂,1,
10757,[NAME] Hương Trần Nga Rubii Loan Loan Na Lê Li Phan Khánh Linh thích t thì nói nha😘,1,
10759,Huy [NAME] đứa bay cẩn thận :)),1,
10760,[NAME]  nhưng t Thích m cơ.,1,
10763,"[NAME], [NAME] này luân viết cho t chắc lun",1,
10764,[NAME] ok tớ viết cho cậu chớ ai 😂😂😆,1,
10765,[NAME] 😂😂😂né tui ra,1,
10768,Có khi nào mnhi kh Trinh Bùi Bùi Thuỵ Minh Nhi,1,
10769,"[NAME] cứ thông cảm cho bạn nó. Mất công nó lại tủi thân, rồi suy nghĩ tiêu cực tội bạn 😅",1,
10770,Hèn chi bữa giờ cứ bảo yêu tụi mình,1,
10771,[NAME]an Lu [NAME] m thích lol Quyếtt à,1,
10772,[NAME] tha t,1,
10773,[NAME] t cứ tưởng m thích thằg Triều Sơn chứ,1,
10774,[NAME] có lẽ nào tau thích mài 😂😂😂,1,
10775,Đào Như Trúc châm thích chúc,1,
10776,[NAME] có người buồn đó... đưnf,1,
10778,Ánh Ngọc 😂😂😂 đoán xem,1,
10781,[NAME] chúng m có thích t kh😂😂,1,
10782,Huy Nguyễn Phát Nguyễn 2 bọn m hả :)))),1,
10783,t cùng phòng với nó đ đâu 🙂,1,
10784,Ở chung phòng trọ nha :))),1,
10787,[NAME]  cười ỉa Hoàng [NAME],1,
10789,Luaan Lee ❤ [NAME],1,
10790,[NAME] clm 😂😂😂,1,
10792,Đơn giản bạn thích ai thì cứ nói ra đó chính là cảm xúc thật của bạn 😎 khi bạn không dám đối diện vs cảm xúc của mình thì bản thân bạn k tôn trọng cảm xúc của bạn rồi. Nếu thích thì cứ nói ra đừng để quá muộn bạn nhé 🙈,0,
10794,Tao ở 1 mình nhá đ m :v,1,
10795,[NAME] có khi nào t hay qua r m mượn có k,1,
10796,Tất nhiên là đéo r :)) Chắc tối nt vô cfs tìm n.y thử nhỉ :)),1,
10799,"[NAME] chưa ra khỏi cổng được chứng tỏ an ninh trường ta rất tốt, các bạn có anh chị em gái thì nên giới thiệu vô trường mình học. [NAME] lo mất xe :)))
#ost",2,
10800,[NAME] - [NAME]  sap an nih tốt rui đó?,1,
10801,tốt qq nó chả dắt mẹ xe ra tới chỗ trung tâm tuyển sinh rồi thg em kia mới đi ăn cơm về thấy rồi mới bắt được đấy,1,
10802,[NAME] chứng tỏ sinh viên trường ta rất đoàn kết. [NAME] học trường này,1,
10803,Sao ad biết chưa ra khỏi cổng trường? :)) có chứngg kiến kh mà nói như đúng rồi,1,
10804,đm t nói vậy thôi làm j bắt bẻ t vậy :((( pr trường tí ko được à huhu,0,
10805,Quốc Phương  chửi hay lắm 😂😂😂,1,
10806,[NAME] đug rùi . [NAME] pit đeo âu mà nói nhi.. t kẻ cho t nge nha phương,1,
10807,[NAME] - [NAME] pr để rồi mất tiếp? [NAME] kh bắt đc tận tay thì cái cap nó sẽ khác rồi :)),1,
10808,gắt quá huhu. Tao sai rồi,1,
10809,[NAME] - Confession vãi lll k mất xe mất nón,1,
10810,Thế giới thật nguy hiểm. Ở đâu mới an toàn đây,1,
10811,[NAME] ở trường an toàn thế còn gì :)),1,
10812,K biết bao h bị bê mất sác đi. Xe còn lấy nói chi người 😥😥😥,1,
10813,[NAME] trong tim ad nhé,1,
10814,[NAME]  xe thi nó lấy chứ người thì nó hok lấy đâu...lấy về tốn cơm,1,
10815,Giám lấy cho thêm kinh phí nhé.,1,
10816,Trong tim ad nhiều người quâ r đấy ạ DNTU - Confession,1,
10817,Lấy ảnh thì phải ghi nguồn chứ ost,1,
10818,[NAME] ahihi nguồn phạm duyên,1,
10819,[NAME] - [NAME]  ối e có chụp đâu mà sao a lấy được từ e hay thế kkkk,1,
10820,các bạn ra ăn cơm ủng hộ quán cơm sv đối diện trung tâm tuyển sinh mới đúng vì tôi đã tóm được thằng ăn trộm kia,1,
10821,"Nhiều lúc mình để xe chỗ nào quên béng luôn, cứ đi lòng vòng tìm lo mất xe😂😂😂",1,
10822,"[NAME] đi học để trong đó nguyên ngày để tới tối ko có nhà xe nữa để gần cổng nữa, đi chơi đã vào lấy chẳng bị gì, giờ ghê quá...[NAME]",1,
10823,"Bỏ học xong quay lại trường trộm xe, cái thứ ***  này phải cho đi lâu vào",1,
10824,TRần QUang  ai v quang,1,
10825,Đối tượng là winner thôi nha kkk,1,
10826,"[NAME] đi học giấu xe kĩ kĩ vô, kẻo có đứa chạy xe về dùm luôn đấy 😄",1,
10827,[NAME] tiểểu vũ ngôi trường thân yêu của chúng mình,1,
10828,Hòa [NAME] hhaaha...vcc đói lắm r,1,
10829,ai biết chi tiết vụ này cho em hóng với 😮,1,
10830,[NAME] thằng này dám vào trường yêu đấu mình lấy xe m à,1,
10831,Hằng Thanh sắm sợi dây xích nha bấy bì 🤣,1,
10832,Thanh Phuong Mai Thanh Tâm thằng chộm này nhìn sạch sẽ nè tụi m 🤣🤣,1,
10834,Chem [NAME] ê phải tk nãy dắt xe ra kh m,1,
10835,[NAME] đem xe cất tủ kính cho on tòn,1,
10836,[NAME] gọi điện về đổi xe rồi nha :)),1,
10837,Tài smile nhận hàng :v,1,
10838,Tưởng mấy anh áo xanh rêu vào trộm :)))),1,
10839,"Các bạn thực hiện lời mình nói đi chứ hả??
#ost",1,
10840,hôm nay VN thắng thì ngày mai tui đi thi tin A  nhất định phải ĐẬU.,1,
10841,[NAME] hiến bản thân mình cho ai muốn lấy 😑 ế lắm r,1,
10843,Cúp học vào ngày mai :))) Tram Anh,1,
10844,nghỉ học vào sáng hôm sau hahaa,0,
10845,[NAME] sẽ đi ngủ trước khi Việt Nam đá,1,
10846,Dức Thai [NAME] thắng mai tụw thưởng cho mình một ngày trọn vẹn nha,1,
10847,Tỏ tình với à mà thôi t chưa có ai để tỏ cả :))),1,
10848,Sẽ xù tiền học phí hkII này😌,1,
10849,"- Hãy chơi thân với mấy đứa cán bộ thiếu năng lực. Vì bạn nên hỏi vì sao. Nó thiếu năng lực mà vẫn cứ là cán bộ.
Rất có thể bạn thừa năng lực nhưng sau này vẫn làm chân sai vặt đó.
- Hãy xách vác và chia sẻ mấy món đặc sản nhà quê với mấy đứa nhà giàu ngông nghênh, vì bọn nó có tiền, lười làm, ít tri thức, rất có ích cho bạn khi bạn khởi nghiệp và cần gọi vốn (những thằng đó chi tiền nhanh, kém quản lý, chỉ cần tí danh tiếng, có thể nó còn đéo thèm quan tâm đến lợi nhuận của khoản đầu tư mà bạn thu hút). Mấy thằng bạn như vậy nên quý hơn vàng.
- Hãy giữ liên lạc với mấy đứa đú đởn ra vẻ ăn chơi, vì khi cần, bạn gọi điện cho nó nịnh mấy câu, nó sẽ cho bạn địa chỉ mua thuốc lá ngoại, tên loại rượu tây nên mua đi biếu ... thậm chí lại có cả hàng xách tay nội địa chính hãng.
Cuộc đời là những chuyến đi dài, bạn muốn đi con đường đầy nắng, không khói bụi và tắc đường thì bạn phải có bản lĩnh thật nhiều, Vì đó có thể là đường cấm các loại phương tiện lưu thông, đường ưu tiên, hoặc là vỉa hè.
#Ost",1,
10850,"Nhân tiện mình bán thuốc lá ngoại, ad cần không =)))))",1,
10851,"[NAME] chưa bao giờ hút nhé. Nên mua làm gì.
Cho thì xin :))",1,
10852,"Theo những suy nghĩ khác nhau thì có những cách giải quyết khác nhau
Tuỳ vào sự lựa chọn của bạn :))) như ad là 1 cách suy nghĩ vô cmn cùng tích cực -))",1,
10853,"Nhân tiện bên shop mình mới về đủ mã i[NAME]hone nhé
[NAME] không cần trả trước
——————————
 B [NAME] P [NAME] - Uy tín tạo thương hiệu
✆ 0868 9999 66
📍Số 9 Nguyễn Ái Quốc - Biên Hoà - ĐN  ( Chợ Phúc Hải chạy lên hướng quãng trường 50m or Đầu cư xá tỉnh đội )",1,
10854,"lớp mình cũng có nhiều bạn ntn, phát động phong trào thì không tham gia , hoạt động lớp thì không góp ý gì :))) về nhà im im r đến năm nay than vãn là cái lớp chán òm :)))) nực cười ( mình ko biết bạn sao :))) đây chỉ là chia sẻ về 1 số bạn trong lớp mình thui nhé ) còn nửa năm chúc bạn không rớt môn nào để ra trường sớm sớm hen",0,
10855,[NAME] đọc đi :))),1,
10858,"Đi học là tự thân học, còn bọn chúng thích làm gì thì kệ mẹ bọn chúng.Cái quan trọng của việc học là học để ra trường chứ không phải học để được hoà bình yên ổn :)))",1,
10859,[NAME] lớp thì chia bè chia phái đánh giết nhau để dành trang phục haizz 😥 t buồn quá,0,
10861,Ánh Tuyết cả e nữa T à??,1,
10862,Ánh Tuyết  mệt vs cái lớp @@ mới năm 3 đã v.,1,
10863,[NAME] Maii Lan Nguyễn HoàngHà Hà Nguyễn To Tờ Dương Công Tú Nhân Thành ai nhà giàu ngông nghênh chơi vs nhau v để tân cmt bảo giống lớp mình :)),1,
10864,[NAME] t tính hỏi nó lớp mình đứa nào ăn chơi đú đỡn đây :)) Ánh Linh [NAME],1,
10865,Maii Lan chắc tân đang ns tân r 😊,1,
10866,[NAME] giống chỗ nào v bạn. Mình có thấy đâu nhỉ. 🙂,1,
10867,[NAME] 😂😂 thôi kệ tân đi. Nó ko đi dạo chịu k nổi mà,1,
10869,[NAME] đc r ngộ ngĩnh ước gì lớp ai thật rick kid để t qua làm bạn 😌😌😌,1,
10871,Cả lớp chơi thân với 1 đứa. Còn lại chả thèm quan tâm 😌,1,
10872,Lớp mình thì có đại ca rồi :))) nói cái nghe liền [NAME] đứa nào dám hó hé đâu,1,
10873,[NAME] lớp mình cũng vậy. [NAME] dell j đâu,1,
10875,[NAME] có s nói vậy thôi vạch cái j ba. 🙂🙂,1,
10876,Tg lớp trưởng thật là chán quá đy mà,0,
10877,[NAME] t đâu có quản hết dfc,1,
10879,dự là bạn nào ấy khoa QTKD :v,1,
10881,Nhật Hạ Gia Hoàng 2 bây viết cfs chứ dì :)),1,
10882,[NAME] thủ quỹ thì suốt ngày thu tiền quỹ ăn kichi . Trời ơi tin đc hông,1,
10884,"Lớp học thì tệ nạn, hở ra là cờ bạc, thủ quỹ thì thu tiền đều đặn mỗi tháng ăn gogi. T kiện.",1,
10886,Qua 15DOT4 học hỏi nè kk.,1,
10888,[NAME]  lớp mình nên cho lớp bạn này tý muối đi,1,
10889,[NAME] kk hay là qua chơi chung vs ngta :))) tội lớp gì mà k đoàn kết. Mà nói ra cả trg có mỗi lớp mình xịn như vậy :)),1,
10890,[NAME] haha k phải noi là lớp mình mà còn phải cộng thêm mấy bạn gia nhập lớp mình [NAME],1,
10891,[NAME] kkkk iu thế cơ,1,
10892,[NAME] Bá PhướcLê Thành TrungVũ Duy HuyLâm HugôPhúc Khang những thành phần tệ nạn của lớp,1,
10893,"[NAME] có cái gọi là kỉ niệm, sau ae còn có cái mà nhớ 🤣🤣",1,
10894,Bố m éo có tệ nạn nhé :v,1,
10895,Thằng lol phước ghi cái này r,1,
10896,[NAME] no no :))) not me :v,1,
10898,Tra Thanh [NAME] cán bộ lớp thiếu năng lực,1,
10899,Quốc Vũ t sợ tổ chức nhiều quá rồi lại than thôi,1,
10900,Minh Quang Trun Nhây Minh Hiếu Hoan Phạm  một bài viết đầy cảm xúc,1,
10901,[NAME] thật hạnh phúc khi đọc được những dòng này,2,
10903,"[NAME] lêu mấy đứa tự tag tên mình
#Ost",1,
10904,[NAME] - Confession  ad cẩn thận nhé,1,
10906,[NAME] - [NAME]  xăm đầu ad luôn đó..ae đâu,1,
10909,vậy cho xin fb bồ ad dc không ạh hicccc,1,
10910,[NAME] [NAME] v hợp lí k ce,1,
10911,"[NAME] ib để có link ad HD nhé :v
#Ost",1,
10913,"Tiếng Anh của ad thật là ""đỉnh""",1,
10915,Chuyện là bạn mình hôm qua có học tiết 10-11-12 tại phòng [NAME] và đã để quên một cái mắt kính ở bàn 3. Có bạn nào hôm qua hoặc hôm nay học G305 có nhặt được cho mình xin lại với ạ. Cảm ơn nhiều!,2,
10916,Cần thuê một bạn nữ đi noen chung lương thì 1 cốc trà sữa + đồ ăn vặt tùy thích,1,
10917,[NAME] chúc cậu sớm có bồ để khỏi cu đơn giữa 1 rừng couple,1,
10919,Vương Thảo Trinh Nam Cậu chị anh em chúng ta làm 1 tấm trứ=))),1,
10920,Khánh Dung dằn mặt vì tao gạ Nam chụp hình?,1,
10921,"Tram Anh gì đâu mà dằn mặt, chụp vs nam đi cho nam bớt cu đơn ahaha",1,
10922,Nam của chị em toi không cô đơn,0,
10923,Tram Anh trái tym của e rất đau.....,1,
10924,Tình như điếu thuốc lá..,1,
10925,[NAME] muốn nhắc đi ngủ sớm hả :)),1,
10927,Muốn đúng người chứ ko muốn chị em mình :)),1,
10928,[NAME]  thấy xoá cmt là biết hết cần r :))) Dung nó nhắc r hả :v,1,
10929,Thì mong muốn đc đáp ứng rồi phải xoá cmt đi thôi :))),1,
10930,"Tài Nguyễn mặt hàng này ngon bổ rẻ Sale 100% bao ship tận nhà, hàng renew 🤣🤣",1,
10932,Tài Nguyễn sợ gì cơ 😂😂😂,1,
10933,[NAME] sợ hàng sale lắm kkk,1,
10934,Hàng sale mà chất lượng tốt lo gì :))),1,
10935,Sao m rành qá vậy kkkk,1,
10936,Đào Thị Hồng Thắm Mai Phuong cây thông bất tử của trườg dc thắp ság trog màn đêm,1,
10937,[NAME] nhìn thấy chuông đâu hết,1,
10938,[NAME] bên mình sale 100% em gấu dễ thương này nè free ship toàn quốc 😓,2,
10939,Tự tag mình vào là hợp lí 😑,1,
10940,"[NAME] hi! Mong cậu sớm tìm được nửa yêu thương còn lại của mình :"">",1,
10941,Trường đã có cây thông r ư =)),1,
10942,"[NAME] mong bạn sẽ được như những gì #AD nói , adidaphat",1,
