id,content_anonymized,label
3690,[NAME] ăn mừng chứ đâu phải ai cũng dc lm sv năm 8😆,
3691,Kiều Trinh Tiến sĩ - PGS 🤣,
3692,Vo [NAME] v phải càng ăn mừng lớn nữa😂,
3693,[NAME] lại [NAME] party thoi,
3694,[NAME] khoá 13 mà jo đùm đuề con cái nheo nhóc rồi 😆😆,
3695,[NAME] đki để tốt nghiệp kìa. K bị nợ môn dờ 🤣,
3696,Uyên Nguyễn giờ ai rảnh đki tin học kkkk,
3697,[NAME]. Khoá 14 chưa ra trường luôn hả 😂,
3698,[NAME]  má này coi bộ ác thiệt,
3699,Trâm Trần mình cũng khoá 14 đây. Mà sao má chủ stt này lạ quá 🤣,
3700,[NAME] hay hỏi mấy cái dị quá,
3702,[NAME] ủa khoá 14 là khoá mình mà tụi m Lâm Anh Hoàng Minh Nhat,
3703,"[NAME] bậy rồi, em khoá 12 mà",
3704,[NAME] ủa sao nay lại đổi kiểu nữa khoá 14 là 2014-2018 mak. Qua mất 1 thời nữa à,
3705,"[NAME] đúng rồi
Trường phải làm như thế thì mới có đứa làm thuê không thăng chức được chứ",
3706,"Chứ thằng nào cũng đưa bằng hết vào thì ai trả lương cho
[NAME] cho cùng thì vẫn là trình độ 12/12 vì không có bằng Đại học",
3707,"[NAME]  Mà tao ra trường lấy bằng tốt nghiệp  luôn rồi
[NAME] sợ",
3708,[NAME] phải tính 2014 là khoá 14 đâu a,
3709,ê tính ra tao cũng khóa 14 mà tao ra  trường 5 năm rồi á 🙂,
3710,"[NAME] ý là k18 ấy a. Lúc thì tụi e bảo là k18 :)) lúc gọi k14, theo mssv :)))",
3711,[NAME] tự nhiên nói ra xong nghĩ lại thấy a già ngang lun Á 🥹🥹,
3712,=)))) khoá e ra trường 1 năm r =))),
3713,[NAME] quả cap gây lú thật sự tại khóa 14 tụi a chúng nó vợ chồng con cái đùm đuề luôn tự nhiên lọt 1 đứa chưa ra trường hết hồn 🤣🤣🤣,
3714,[NAME] [NAME] nhiều khj cđ xong liên thông lên đh á e,
3715,[NAME] học chi cực z trời 🥲,
3716,"[NAME] [NAME] bạn c học cđ xong nợ môn mãi k trả hết phải liên thông để đợi mở lớp trả nợ môn. Cđ ít mở lại lớp lắm e , c cđ nè rớt môn chờ dài cổ mới có lớp để đki học lại 😆😆😆",
3717,"[NAME] ủa mà tính ra e học từ 2014 lận, có liên thông đại học thì cũng max 6 năm là 2020 chứ ta",
3719,Sv năm 6 thì mua luôn cái bằng đi khỏi học tốn thời gian a😂,
3720,"Thai [NAME] ng tak khoá 14 là đàn anh đàn chị đó, nói chiện nể nan xíu đi bạn
[NAME] tính ra đàn anh đàn chị thua cả đàn em thì chán thiệt 🤣",
3721,[NAME]  thì xưng a mà có dám nói gì đâu 😂,
3723,[NAME] mình khóa bn vậy mn,
3724,[NAME] cũng cũng đang nghĩ mình khóa 17 Á chứ🥹,
3725,[NAME] ví dụ khóa 17 cho trẻ kkk,
3727,Mẫn Mẫn t tưởng khoá 14 còn mình t chơi game sinh tồn trong trường.🤡,
3728,[NAME] m sinh tồn chưa qua nổi listening 6 nữa hả 🥲,
3729,"Mẫn Mẫn qa r, mà bị sót 1 môn hồi năm 3 chưa đăng kí r qên luôn đó.",
3730,"Khoá 14 :"")) yêu trường dữ vậy sao",
3731,"Nhật Thành hên năm nay gặp em, không ở lại năm 6 :)))",
3732,[NAME] mấy em khoá 16 17 đăng ký sớm chi trước sau gì chả rớt 🤓 nhường tụi anh 3 Bích đi trc đi,
3734,Nhà trường mở lúc tháng 7 lúc đó chỉ có đk ở app thì nhanh hơn web,
3735,mssv mình 1418... còn bhà bao nhrru rồi@@,
3736,"Cái cảm giác ra trường thành công nó sướng lắm các em. người ta ra trường thì cảm kích trường, mình ra được trường mình sợ hãi luôn.
Khi các em cảm thấy khó ra trường, hãy nhớ lại lúc vô trường rất dễ. vô dễ ra chưa chắc à.",
3737,[NAME] 14 tới giờ ...,
3738,Đức Sơn học nữa học mãi :)),
3740,đùa chứ năm 6 7 vẫn còn à,
3741,[NAME] chắc yêu trường,
3742,[NAME] là mài đúng khum,
3743,[NAME] t lấy bằng luôn r 🤣🤣,
3744,[NAME] Thư 😂😂😂 bằng h mài dùng để làm gì,
3745,[NAME] t đóng khung trưng tủ kính 🤣 and u,
3746,[NAME] Thư 😂😂😂 đi làm trưởng phòng -)))),
3747,[NAME] quá trời r 🤣🤣 có tuyển thư ký k ?,
3748,[NAME] Thư  chân dài tóc thẳng tau ms tuyển hahaha,
3749,Minh Trang bà gửi cfs này đúng hong kk,
3750,[NAME] hỏng đky học kịp kì này là up gòiii ák. May quá vẫn cạnh tranh kịp nên h lại phải đii học gòii nèkkk kkkk,
3753,[NAME] trường kiểu “ bất ngờ lắm shao”,
3754,[NAME] có hả,
3757,Ủa bài này có lên 1 lần rồi mà ta 😇,
3760,Diễm Quỳnh Phạm tư bản,
3762,[NAME] cũng có nhiều người cùng nỗi khổ như chị này,
3763,[NAME] vất vả lắm chứ đùa đâu,
3765,[NAME] cũng may là học kịp 🥲,
3766,[NAME] báo quá báo r,
3768,[NAME] tag lần 2 hả bà:),
3769,[NAME] ủa s này giống cái trc ta,
3770,[NAME] chắc ch dc thi đăng típ,
3771,[NAME] ko biết kiếp nạn này có bị lây ko,
3772,[NAME] hoi di hai trộm vía:),
3774,Quốc Duy nhụ nhá nhĩ nhà nhó nhán,
3775,[NAME] kh học thì  s mà ra trường dc 🤣,
3776,[NAME] khiếu nại cũng v thui 😂😂,
3777,1 vote quan điểm vs bạn và giờ tui đag phải học lại đây 😑😑 ứa j đâu á,
3778,má cay. Học đã đời h học lại,
3779,Thành Nguyễn giống ghê,
3780,[NAME] ủa coi đâu để thấy phải học lại z :)),
3781,[NAME] có vụ này hả 🤔,
3782,"[NAME] r h tới t nè, đk học lại có 1 môn 2 tín chỉ, mà cái môn đó gộp chung 1 môn khác thành 3 tín chỉ nhưng t chỉ cần 1 môn kia tôi cũng bắt đóng tiền bù 1 tín chỉ để đủ 4 tín chỉ :))) thành học để lấy điểm 1 môn nhưng đóng tiền 2 môn, tiền học phí còn tăng, thành ra bây h đóng 1 môn đó là 2tr8 :)))",
3783,[NAME] quằng v trừi,
3784,[NAME] [NAME] h k biết s lun,
3786,Tus này nghe quen quá,
3787,"Trường Đại Học Công Nghệ Đồng ga đồng vào, [NAME] đi liền khúc guột, Đồng không MÔNG quạnh",
3788,Cái trường t đã suy nghĩ đúng khi tớ nghỉ và học trg khác 😂😂😂 tín chỉ lên liên tục học gì cũng thấy đóng tiền triền miên,
3789,:)) tui cx bị mấy môn đây 🙂,
3790,Trung Hiếu b biết cái gì mà lói,
3791,[NAME] double môn av lun mà,
3792,Ngọc [NAME] m bít vụ này hong,
3793,[NAME] chưa đc thử trường hợp này nên ko bít,
3794,Tuyếtanh Lưu tới nữa🤣🤣,
3795,Kim Phụng má cái e nói nè,
3796,Tran [NAME] may quá thoát kiếp nạn,
3797,[NAME] ông bà độ 🥲,
3798,"chắc trường muốn bạn học thêm cho chắc kiến thức , ích nước lợi nhà =))))",
3799,Tìm trưởng  khoa/bộ phận của môn này và trình bày  với thầy  nhé . Thầy trưởng khoa môn này tên [NAME] nhé .,
3800,Lên nói chủ tịch lun i b 😂,
3802,Tường [NAME] chắc cb lấy ron roi phatom về á mà,
3803,[NAME] thấy quãi ghe,
3804,[NAME] hên ha chứ không giờ có tiền mới đc học nhiều lần,
3805,"[NAME] học là 1 quy chế khác đến khi thi lại đổi quy chế khác , xong lại học lại từ đầu",
3806,[NAME] kiếp nạn của em đó chị 🥲,
3809,Ngọc Hàe này phải cỡ phụ huynh lên gặp lãnh đạo khoa mà nói.,
3810,[NAME] Trần Châu Ánh [NAME] Huỳnh Như ko ổn cho lắm,
3811,[NAME] tính học lại ko bạn :))),
3812,[NAME] bào nó vừa,
3813,Phương Chương tới Ph là 2tr vì học lại :))),
3814,[NAME] Thỉ lại nó. Năm nhắc mấy lần,
3815,[NAME] thế em sao rồiiii.,
3816,Mỹ Ngọc e giờ đợi t10 lấy bằng ra trường thôi,
3817,[NAME] vượt qua môn này là ngon rồi,
3818,[NAME] [NAME] ê má mình học chưa đki thi có học lại k v tr 🙂,
3819,[NAME] xĩu cái đùng mấy ngày k dậy luôn á bà,
3820,[NAME] nhìn tiền học phí muốn ngã ngửa r 😞,
3821,[NAME] ủa mà có khi nào mất dại v kh 😣,
3822,[NAME] tiền đang tăng nữa chứ má,
3823,Tóm lại là giờ có chịu học lại không. Không học khỏi ra trường 🤣,
3824,Đào Tấn Hải máy chú cb ra trường rồi cho em nó lời khuyên,
3825,Huynh Le [NAME] Thuỳ Dương bào tới tận tuỷ :)))),
3826,[NAME] kkk có bàn chân lặng lẽ đọc cfs xong bước ra,
3827,[NAME] hơi thở cuối cùng,
3828,"Hãy tin mình bạn gì đó ơi, [NAME] sẽ bắt bạn đóng tiền và học lại từ đầu thui",
3829,Không để vụ này chìm dc ạ. !,
3830,"nữa, đem chuyện này lên chợ ai xem",
3831,Đừng khiếu nại bởi vì chả được gì đâu thay vì đó thì tập làm quen đi e :))),
3832,Le Duc đúng đúng :)))),
3833,"Ngày rưa thầy ht có nói rồi. Học đại học là phải có tiền, không có tiền đừng học đại học.",
3834,Bài này lên số 2303 rồi 2304 lại y chang à :)),
3835,[NAME] 950k :))),
3838,"Top 1 trường luôn đúng
Top 2 e luôn saiii
Thế thôi!",
3839,"Cá nhân mình nhận định.
Thứ 1: Trường mở lớp tin học cho các khóa đều tiến hành tổ chức thi cho khóa đó. Bạn ko sắp xếp đc thời gian để tham gia thi phần lớn đã là vấn đề của bạn rồi
Thứ 2: Bạn học chương trình cũ không thể đăng ký thi trong chương trình đào tạo mới được vì không có sự phù hợp. Nội dung thi phần lớn được tổ chức dựa trên chương trình đào tạo của khóa học. Cho nên vấn đề phải học lại để tham gia thi bạn cũng nên chấp nhận.",
3840,Không học thì khỏi ra trường. Viết cái chi lắm thế,
3841,[NAME] lắm mồm hahaahah,
3842,thì [NAME] đào tạo mới ấy,
3843,[NAME] cựu sv nói gì đi,
3844,Lên thẳng hỏi luôn viết lm gì mệt đầu 😂,
3845,"[NAME] , [NAME] máy chém ác thiệt, cũng hên lấy bằng xong",
3846,[NAME] [NAME] tưởng m còn môn,
3847,[NAME] tao quét xong hết rồi,
3849,Đồng quan điểm giữa tháng hết xét tn mà giờ chưa mở lớp thi thì sao mà xét kịp khóc ròng 10 dòng sông,
3850,Hoài An tui cũng v nè huhu,
3852,[NAME] đống tiền học đi bạn,
3853,[NAME] còn đang làm ngày làm đêm để dành đóng đây bạn,
3854,[NAME] đến giọt cuối cùng,
3855,Bao nhiêu năm rồi trường vẫn bào dữ vậy :))))),
3856,Cái tus này quen quen tui thấy giống như copy về spam lại í,
3858,[NAME] đau lòng quá,
3859,[NAME] bảo nuôi toi thì anh từ chối =)))),
3860,Tran Anh Thu thầy [NAME] bảo rồi,
3861,"Nhắn đây ko ai care đâu
Lên phòng 1 cửa quậy đi, là care a-z, kéo thêm phụ huynh nữa",
3862,[NAME] về chỗ đi em cho mấy em nó trải nghiệm :))),
3863,Thuý [NAME] trường chưa cho về chỗ,
3864,[NAME] hay đó bà ơi,
3865,"[NAME] xúi v chứ có bao gio dám quậy , năn nỉ khóc lóc xin mở lớp còn ko hết kkkk",
3866,Tú [NAME] lên phòng 1 cửa nhỏ nhẹ lắm chứ 🤣,
3867,[NAME] sao mà hay xúi quaz,
3868,Tin Nguỹn thế làm đi thành công lắm,
3869,[NAME] tập thứ n của bộ phim học tin ly kỳ chuyện :))),
3870,Thân Thái San clm =))),
3871,"Tầm này ứng dụng ""chia sẻ"" coi nhưng tạm ngưng hoạt động...",
3872,😐 en học xong chứ có thi xong đâu thay đổi tí ấy mà 😂 học rồi thì thêm tí rồi thi có gì đâu,
3873,"Bạn biết việc tiếp theo mình phải làm chưa, là đóng tiền và học lại theo đúng kế hoạch của trường, còn thắc mắc thì bạn hãy đọc câu chuyện con kiến kiện củ khoai đi nhé.",
3874,Trường như cái lồn vậy,
3878,[NAME] ủa có phải khó 17 đâu mà sập,
3879,[NAME] ham hố qué bơi rớt tới nơi ko lo,
3880,"[NAME] méee dô hóng thử học vượt đc môn nào hog chớ m, bơi có bạn tôi gánh tôi gòiii lo gì nữa",
3881,"Kinh nghiệm gòi, ngon lành nhé anh chị 🫶",
3882,Mai tới k17 rồi mấy bạn 18 tha cho tụi mình nha. Mãi iu 🥰🥰🥰,
3884,may quá dki dc xong hết rùi :33,
3885,[NAME]. =)) hủy đi cho t ra trường,
3886,[NAME] chắc phải phấn đấu ra trường cùng dí long lung linh thoii =)),
3888,[NAME] mong mai ko sập :))),
3889,[NAME] [NAME] cíu cíu :))),
3890,[NAME] lag vcl 🙂,
3892,Gì mà cực dữ vậy trời,
3894,Trang nó sập mạng lag thì thoi nhé lun á🥹,
3896,[NAME] sập luôn chứ lag j nổi nữa😂,
3897,cho e xin típ đk hc phần tiếng anh đi chứ e mệt quá,
3898,Nguyên Trần mỗi lần đk là 1 chút chờ đợi là hạnh phúc,
3900,[NAME] chưa thi cơ bản k cho đăng ký nâng cao ba ơi 🫠🥲,
3901,"Nhật Nguyệt haizz, trắc trở",
3902,Ra trường muộn vì cái này 😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑,
3903,Ai dùng android đki rất nhanh nhé😆,
3904,[NAME] như nào v bạn,
3905,[NAME] tải app sv dntu về,
3906,An Phong Vo nãy có kiếm ko có hiện bạn có hình khong,
3908,[NAME] okee cảm ơn bạn,
3910,ai muốn mượt ib chỉ choa,
3911,Nobi Nobita Bùi Thị Bạch Dương Ace Lộc Bảo Blade Ngọc Linh Nguyễn 🫤,
3912,Ủa bao sao trưa vô xem cái thời khoá biểu mà k vô đc luôn á,
3913,[NAME]  chỉ mấy khóa kìa :))),
3914,Chưa kịp đk  sập ròi. [NAME] là khố lạn Thụy Tuyền,
3915,[NAME] ủa tửn chị ga trường r,
3916,[NAME] khum em chị hơn e 1 tủi tui,
3917,Mấy em cứ bình tĩnh nào đk nhiều rớt nhiều mệt lắm :)))),
3918,[NAME] tìm được lí do gòi,
3919,[NAME] auto bất ổn ngày 12 😢,
3921,Năm cuối ráng dữ cái đầu lạnh nhé.,
3923,Bạn [NAME]  chia sẻ exp cho mấy e đi 🤣.,
3924,Nguyen [NAME] tới nữa r đó,
3925,Anh [NAME] sao thấy mệt mệt trong người 😓,
3926,Nguyen Pham Hong Phuc mang danh công nghệ mà tới mùa đki học phần sập còn hơn web săn vé hắc hường 😭,
3929,"Năm nhất, năm hai cứ bình tĩnh nhé mạng hơi lagg thôi không sao  đâu, không kịp thì còn năm 2,3 nữa mà. [NAME]",
3930,11h đk nhưng 11h20 vào vẫn chưa mở,
3931,[NAME]. cho e nó ít lời khuyên,
3932,"Viet [NAME] xin mời các e đến với Đh QG Công nghệ Đồng Nai có hồ bơi sân công viên, vườn thú và đặc biết gái xinh rất nhìu :)))",
3934,[NAME] sao cfs của t chưa đc duyệt v ?,
3935,[NAME] vui lắm em oi lòng em rộn ràng như ngày xuân yên zui,
3936,sự lựa chọn đúng đắn quan trọng hơn nỗ lực.,
3937,Đoàn [NAME] lựa chọn đúng ko đi học cũng vậy th con,
3938,Hà Hương thì em có bảo thi kk,
3940,[NAME] xin ít rv anh ei,
3941,Hữu Điền trường như bird 🐦,
3942,Đừng nha mấy em =))))).,
3943,Còn lựa chọn nào khác không em,
3944,[NAME] kìa sao lại nói thế,
3947,[NAME] còn 6 tiếng mà hoang mang vậy em,
3948,[NAME] truong xin que,
3949,"[NAME] các ngành học thì đa dạng , học phí thì rẻ như cho =))",
3950,[NAME] phải ko để tháng 8 đăng kí học,
3951,[NAME] phải lun thầy cô thì dịu dàng vs hs,
3952,[NAME] nen hoc nganh nao ta ??,
3953,[NAME] công nghệ thông tin nha ngành đó nữ 95% lận =)),
3955,Hữu Điền Mẫn Đạt Báo Ngọc Thiên Bảo 2 ban co muon hoc chung ko,
3956,Em nào muốn học ngành game thủ ghé GSC kế dntu 🤣,
3957,[NAME] cho ít lời khuyên kìa😂😂😂,
3958,[NAME] kế toán muôn năm,
3959,"còn lựa chọn thứ 2 ko e, nếu có thì chọn 2 nha",
3960,Run now ! Trc khi mọi điều dần tồi tệ hơn,
3963,Chạy ngay đi trc khi quá muộn,
3964,"[NAME] phải để các e trải nghiệm 2 năm đi pà, r cũng tự out trường à😂😂😂😂😂😂",
3965,"Vào ô tô là bị nói trapboiz
Nên né",
3966,Vào học các em sẽ được trải nghiệm thực tế và có kinh nghiệm làm việc với tư bản =))) và điều quý giá nhất đó là một bài học nhớ đời =)),
3967,Nên đi vs ở nhà trước :>,
3968,"[NAME] các em sẽ phải chi rất nhiều tiền, từ tiền học đến tiền mấy em mất trong tủ thư viện☺️",
3969,"[NAME] ngoài tiền học phí còn phát sinh á bạn, mình tưởng chỉ nằm trong số trường thông báo. Cho mình xin ít chia sẻ về học phí, tín chỉ, thầy cô, và ngành ngôn ngữ anh với",
3970,"[NAME] cứ mỗi năm là tăng hp 10% nhá, tăng theo tín chỉ í, bạn có thể lướt ở trên page DNTU của trườg để tham khảo, mình NNA khoá 17 thì 1 tín là 730k, còn mấy em khoá 19 thì 950 nhá, đắt cực, còn thầy cô thì đa số mình học 10 ng mình thấy chỉ mới 3 ng dạy có tâm thôi, nếu bạn muốn thực sự học để có kiến thức ra trường í thì reading mình khuyên học cô [NAME], cô tuy dễ cọc tính nma dạy theo đúng format IELTS , cô nghiêm khắc vs cả cô chú ý tiểu tiết nhá, còn đại đa số thầy cô toàn dạy cho có để qua môn thôi á bạn",
3971,"Yến Mai tiền thì tăng hàng năm nma CSVC càng ngày càng xuống cấp nhá, nếu bạn có thể lên đc trường nào sg thì rcm bạn nên move gấp, chứ trg này càng về sau chắc cũng ngang ngửa sg thui",
3972,"Ngọc Thư mình ko đủ vào đại học đồng nai mà điều kiện ko lên sg dc nên chỉ có thể chọn trường nay, mình dc chọn cô dạy á, hay là cô học thêm ạ",
3973,"Sao trên thông tin tuyển sinh nói học phí 665/ 1 tín chỉ. Mà khả năng thi lại có cao ko, khi đó lại đóng tiền tiếp ạ. Trong 1 năm có phát sinh các khoản nào ko ạ. Tại kte nhà mình cũng khó khăn mình sợ học 1,2 năm ko theo dc khi học phí tăng ấy.",
3974,"[NAME] hk1 là cố vấn học tập đki sẵn các môn cho bạn r, còn từ hk2 trở về sau thì mình tự đki đc nên là sẽ tự linh động trong việc chọn thầy cô á, còn học thêm thì mình chưa nghe ai phổ biến trong trg hết",
3975,[NAME] năm nay bạn vào năm 3 à,
3976,"[NAME] không có đâu bạn ơi, đấy là lúc basic nhất , chắc 665 là áp dụng cho khoá 15 16 í chứ bâyg k có đâu, mình hên là NNA khoá 17 nên mới đc 730/ tín, chứ điều dưỡng khoá 17 là đã 800 hơn r á không có giá 665 đâu, tỉ lệ thi lại thấp lắm vì đa số nằm trong đề cương hết, 60 đề cương 40 là đề tự cho ở ngoài để phân loại sv á, ngoài ra bạn còn hay bị mất đồ vặt ở tủ thư viện nì, ở bãi xe nì, nếu muốn bic thêm thì bạn vào cfs trường để đọc thêm nha",
3977,[NAME] mình năm 3 rui,
3978,"[NAME] nếu dc mình muốn hỏi thêm, trả lời mình ở messenger nhé",
3979,Em gái bé bé nào học cơ khí ib anh tư vấn nhé :))),
3980,Hình như tính chỉ trường anh chị sắp ngang hutech,
3981,Phuong Anh [NAME] đọc cmt kkk,
3982,"[NAME]  thôi mấy e chưa trải sự đời, học bài chứ k báo",
3983,[NAME] thiện tai ;))) thôi lo học bài đi cu,
3985,"Đa Thị Ái Mỹ phải không chị , em đang tính vào học trường này ạ,có gì chị chỉ em chút kinh nghiệm của ngành kế toán nhaa",
