id,content_anonymized,label
6059,1 tuần nữa cơ mà??? để chặt heo cái,
6060,[NAME] sao mà ham quá:)),
6061,[NAME] tại thua nhìu bực quá🥹,
6062,[NAME] nhất sắp nhì chia tam quỳ tứ cống hả kkk,
6067,[NAME] khum muốn,
6068,"Tầm này không đi xem bắn pháo hoa, ở nhà lướt fb thì đúng là thiên thần luôn chứ không phải không có bồ đâu :))",
6069,"Môn nào qua môn đó thì ok , ra trường trước hạn thì k biết , hạnh phúc bên gia đình thì hạnh phúc , lộc lá cũng quanh năm , riêng kéo sì zách thì cứ 22đ nha . 😌😌 chưa đền bài là may lắm rồi",
6070,Cũng là qua đó mà là qa phòng đào tạo đóng tiền học lại á kkkk,
6071,"[NAME] ăn nói xà lơ , sao fen nói zị",
6072,[NAME] mày cũng bị cảm giác đó r mà kkk,
6073,Diệp Thanh [NAME]  thiên thần k cánh🤣🤣,
6074,đang cố sống tiết kiệm mà nghe kéo xì dách là ko kìm dc lòng :))))),
6075,"Chúc rất thiết thực, chứ mà chúc cái kiểu ""sớm có người yêu"" là bố chửi",
6076,Chúc này hình như k có hiệu nghiệm mấy bạn nhỉ [NAME],
6078,[NAME] chân đấy kéo ác luôn,
6079,[NAME] ngồi kéo tới sáng cũng được..nhưng mà k biết cờ rút bây giờ đang bắn ở đâu ròii,
6080,Nguyen [NAME] nói rồi để mai t chở lên muốn bắn gì bắn,
6082,Thu Thảo chúc em iu nhiều tiền 💵,
6083,"[NAME] chúc tú bạc tiền rủng rỉnh thoải mái tiêu, tìm được a sh ưg í😆😆",
6084,[NAME] dắt đi xem phim điii,
6086,[NAME] e cảm ơn😘,
6087,[NAME] zui zẻ zui zẻ hok rớt môn🥰,
6088,[NAME] fren too 🥰,
6089,Có :))) ai đón giao thừa ở ktx hong điểm danh coi,
6091,cái xì dzách vs ngũ linh ad ơi,
6092,[NAME] kết câu cuối fen,
6093,Luong Quốc Hùng  🥲 ú òa,
6095,"[NAME] 🥲 đâu có biết gì đâu, chỉ ngồi coi",
6097,[NAME] toàn ngồi  coi r xin kéo dùm 🥲,
6098,Ngọc Linh 16 ko có dằng nghe chưa,
6099,[NAME] hong thui lên 25 sao,
6100,[NAME] j trùm kéo bài nhỏ mà nói j z,
6102,[NAME] kéo xì dách ngũ linh,
6104,[NAME] chạy lên trường đôur kính kìa m,
6105,[NAME] lên đây là uống trà sữa lúa mạch chớ trà sữa gì nữa🤣,
6106,[NAME] thôi m ơi của đâu mà cho ko,
6107,Hông lẽ bay dô cắt kính r về 🥲,
6108,Chị [NAME] k như cưng nghĩ đâu 🥴,
6111,[NAME] k biết gì hết trơn á,
6114,[NAME] h lên tốn tiền xăng thấy mẹ,
6117,"Nếu bạn đang cô đơn
Ghé [NAME]
Nếu bạn thèm trà sữa
Ghé Teamo
Nếu bạn muốn gặp tuần lộc
Ghé Teamo
Nếu bạn muốn đc free trà sữa
Ghé Teamo
Còn chiếc gì nữa mà k ghé Teamo,ở đây chúng tôi có 7749 móm ts giá chỉ 22 k
Còn chiếc gì mà k ghé Teamo:)))",
6118,"Dan Duy tiền của buổi chụp ảnh đường phố bờ rồ cho thương hiệu là 500k, nể tình nhân viên cũ lấy giá hữu nghị",
6119,[NAME] đi làm thì ra sớm ví dụ như t,
6120,[NAME] ở nhà ngủ như t chẳng hạn,
6122,Thôi đi cho có với bạn bè ad à:))),
6123,[NAME] sao pảo đi Gia Cốc🤌🤌,
6124,[NAME] mình đi Gia Cốc rồi mình lượn lên đó á 😌,
6125,[NAME] nói xạo là có tội đayayy,
6126,[NAME] anh đã điêu em bao giờ chưa🙃,
6127,[NAME] có ny chứ có ny cũng đi rồi😂,
6128,Sv năm 5 rồi vẫn chưa biết noel là gì cũng chưa biết ra trường đúng hạn k hay có khi thành sv năm 6 luôn k chừng 🤣,
6131,Có chắc là đúng hạn kh 🥲,
6132,Trường Phạm Lương Trần Trần Quốc Vũ có vẻ đúng roài đó,
6133,[NAME] mình đang làm luận văn nhá bạn,
6134,Lương Trần ôi bạn tôi chăm chỉ ghê🤣🤣,
6135,Lương Trần ghê làm luận văn thạc sỹ à thầy lương :v,
6136,[NAME] mình mới đi chơi về lúc 9h do đường đông quá nhé 🤣,
6137,Trường Phạm vậy do bạn may mắn roài. [NAME] ở nhà chơi game,
6138,Sẽ ghi nhớ câu nói này,
6139,[NAME] bị ế đúng hong :)),
6140,Bich [NAME]  nghe chưa?hãy học tập tui đii,
6141,[NAME] uong hết trà đào chưa,
6142,[NAME] học bài nè có trà đào đâu mà uống chớ,
6143,Ngọc Nga học gi gio này nửa,
6144,[NAME] còn nửa ly nó kêu t uống nè,
6145,"Duyên Lê Akira Đinh Thị Hồng vinh danh 2 bé trưởng thành, noel đi trực nha",
6146,"Mấy ôg mấy bà đừng biện minh nữa, [NAME] đống mạng nhện mà còn...",
6147,Hết tiền chứ trưởng thành cái nỗi gì😃,
6150,Chắc hẳn là cô đơn lắm 🥲,
6151,Vậy là nên zui hay nên pùn,
6152,Kaka cái gì cũn có lí do thâmmm sâu của nó=)),
6153,nói chung là ko có bồ,
6154,[NAME] có tiền ko mà đòi có bồ,
6155,[NAME] ụ e ko có cả 2 lun :((,
6157,chứ ko phải ko có ny à :))),
6160,Cũng có thể là không có người yêu hoặc không có tiền hên thì cả 2 🥲,
6161,[NAME],
6162,[NAME] thạnku,
6167,[NAME] sure ! Chắc chắn là vậy rồi,
6169,Tantai Nguyen  t vs m đi chơi dầu ăn ko,
6170,Ăn xong bày ra tưởng mình công chúa kim sa hột lụ đồ đó 😼,
6171,"Ôi còn nhiều lắm bạn ơi, lớp thiếu ghế ra ngoài bàn giữa bên ngoài lấy ghế đen vào ngồi, học xong xách đít đi về. Lần nào tui cũng phải gom ghế đem lại ra ngoài :)), [NAME] lắm từ sinh viên mới cho tới sinh viên cũ =)))).",
6172,"[NAME] cũng là người hút thuốc, nma làm ơn, cái bồn rửa tay rửa mặt không phải cái chỗ để các bố cháu vứt cả điếu thuốc vào đấy cho nghẹt, mỗi lần vào nvs nam khiếp hãi cái bồn rửa tay thật sự",
6173,Na Thành  bữa h cũng muốn nói lắm luôn đó bẹn :))),
6174,Anh [NAME] nhiều khi thấy mấy cô lao công dọn rác mà tội luôn ớ ! Vừa dọn xong lại lòi thêm rác !,
6175,[NAME] mãi mới thấy cfs đỉnh 😘,
6176,[NAME] [NAME] xưa học tui thấy bà hay z lắm á 😡,
6177,[NAME] có bị lộn với ai ko ạ. Mình có đi học bao g đâu 😋,
6178,[NAME] tính mua cho ly freeze trà xanh highland mà lại nói thế,
6179,Quang Vinh ko có lừa con nít nka,
6180,[NAME] nít này nít quỷ á có dám lừa đâu ạ 🫶🏻,
6182,Lên đại học rồi mà ý thức thua tụi tiểu học:)),
6183,"Quốc Bảo t chưa từng xả rác bừa bãi nha , nói thế ngta lại tưởng t chuyên mõm trên mạng ?",
6184,Con người ở lại cô lao công dọn . Còn rác nó đứng dậy di chuyển đi chỗ khác rồi :))),
6185,"Mang tiếng sinh viên học cao hiểu rộng nhận thức tốt, nhưng chỉ tội nghiệp bố mẹ các bạn ấy phí tiền cho con đi học nhưng nhận thức của các bạn ấy không bằng 🐂 . Ước gì mỗi khi mình cmt có người đọc được và nhột nhột biết thay đổi thì tốt nhỉ",
6186,Trường mình nói thật còn nhiều bạn ý thức kém ghê :)),
6189,Tr [NAME] uh tại t hết,
6191,Thái Văn Hiệu Cựu sv tính lóng như kem 😂,
6192,[NAME] - Confession mấy này phải lấy máy hút hầm cầu thông não tụi nó mới được,
6193,Thành Nguyễn bữa còn có đứa cầm chìa khoá tủ về nhà ở trường t nữa m :v,
6194,má tuôi cũng bị nha! Vừa bỏ đồ vô khoá quay sang nói chuyện được 15 giây quên bỏ tủ số mấy luôn. Trời ơi lục banh cái dàn tủ 🥹,
6195,"Có người thấy mình chưa khóa còn khóa dùm luôn cơ, tốt ghê, hên là đổi 1 số chứ đổi 4 số chắc khók tiếng máng",
6196,Truong [NAME] quên số tủ quên luôn cả cái ghế trên tầng 2 thư viện,
6197,Duy Khanh sao lại khai trên đâyy :))))),
6198,[NAME] cô lao công không vào đây coi đâuuuu :Đ,
6199,[NAME] mai t qua trường khác học ké ne m đi khong:)),
6200,"[NAME] có, cho em đu với",
6201,Duy Trần ú ú khẹc khẹc 🐒,
6202,Duy Khanh lz này sao ngu z:)),
6203,[NAME] đọc cfs đọc từ dưới lên 🥲,
6204,[NAME] rồi clip có chưa?,
6206,Mình chỉ nhưng bạn để đồ xong mà quên số tủ thì mình nên lấy điện thoại chụp lại mật khẩu số tủ với điện thoại là dc nha mình cũng hay bị não cá vàng nên hay làm như zay,
6207,[NAME] đóng tiền thư viện đều mà k vô 😂,
6208,tưởng cfs bóc phốt mà hok phải 🙁,
6209,[NAME] không zô cũng phải đóng thuii,
6210,[NAME] lấy thì trả đi ba,
6211,Thế Lâm người ta nhớ nhầm chỗ để th pa 😞,
6213,[NAME] không t thấy [NAME] cầm 😞,
6214,[NAME] trả cho ng ta đi,
6217,[NAME] [NAME] Gia Huy tưởng mỗi t,
6218,Trà My m lấy acc clone đăng bài r giờ tag tụi t vào à 😒,
6219,Nguyen [NAME]  mớ ngủ hả,
6220,[NAME] ăn rồi báo không à :))),
6221,[NAME] báo Xuân Lộc,
6222,:))) mấy phút cuộc đời đọc full bài viết,
6224,MT [NAME] Thị kinh nghiệm xương máu từ thằng mất cặp đã truyền đạt đúng thông điệp là mb nhớ chụp số tủ trc khi dô tv nha có cái để biện minh,
6225,"[NAME] uhm, cám ơn, nhưng có bạn là cần thui",
6226,[NAME] ò bn là nhứt bn là số 1 òi mà :))),
6227,"Hải Đăng cái cfs trường mày, 1 tỷ cái cfs rồi mới được 1 cái không phải là để bóc phốt 🤣",
6229,Thành Nguyễn thích thế đó,
6230,Xuân Nhi🙂 có nên gửi video kia hog,
6231,[NAME]  thôi,
6232,[NAME] hướng dẫn sử dụng,
6233,[NAME] Yuan giờ mới có cam nè,
6234,Bảo Phạm kiểu này phải lắp não rồi :))),
6235,[NAME]  t nghĩ m nên đọc,
6236,[NAME] làm ơn,
6237,[NAME] hổng biết nữa :v,
6238,"Anh nào mà tốt v, có nhớ tên khum?",
6239,[NAME] mém tí nữa là giống bn này r :)),
6240,[NAME] đó là mi đó,
6241,[NAME] là thg em đúng k :))),
6243,[NAME] cứu tui 🙂,
6244,Anh ngồi ở quầy lễ tân thư viện ngày 19/2 ơi anh cho em infor,
6245,[NAME] ủa có camera sao 🙃 sao lúc bạn em mất tiền kêu check came thì nhà trường kêu k có camera khúc đó nhỉ 😌,
6246,Bảo Châu nào thấy mất nhiều r ms lắp ak :)),
6247,[NAME] thì ra là z,
6248,[NAME] lúc đó chưa gắn cam thì sao,
6249,[NAME] chán hẳn lun á,
6250,[NAME] a chả bao h bị mất đồ trong thư viện bao h,
6251,Thiên Nguyễn này chắc phải liên hệ FPTShop hay [NAME] gắn rồi đó,
6252,[NAME] đúng đúng,
6253,[NAME] trường mình chắc gắn tầm 100 mấy cái cam chắc đủ,
6254,Vậy là có xin in4 anh đó không 🤣🤣,
6255,Tantai [NAME] m nhớ ngày đầu tiên sử dụng khóa tủ quên mk vs chỗ tủ ko 🤣,
6256,[NAME] có má tìm thấy moẹ lun. Còn th tuấn t nhớ nó đặt số sao rùi éo nhớ để mở,
6257,[NAME] một kỷ niệm thằng bạn xém khóc,
6258,"Rút kinh nghiệm nha bạn, mai mốt lỡ đến trễ thì quay về ngủ luôn bạn ơi🥺",
6259,[NAME] cứ v mà làm là ai đuổi đâu á:)),
6260,[NAME] để tui dậy cho khoá 😂,
6261,Quang Đức anh em chung chí hướng🤣,
6262,"""Mưu sự tại nhân, thành sự tại thiên”, mọi chuyện trên đời đều đã được trời cao an bài.",
6263,[NAME] bài giảng của bạn thật ý nghĩa,
6264,[NAME]??? Mấy đứa nhỏ dạo này bất ổn quá! 😅😅😅.,
6265,[NAME] hay ra dẻ quá,
6266,"Tấm chiếu mới , từ năm 2 e sẽ mong đc đuổi để về 🙂",
6267,[NAME] đừng có dạy hư tụi nhỏ nữa coi,
6268,[NAME] toi khong day hu toi day su that,
6269,[NAME] mình có thể xin fb nhau để nói chiện mà sao lại phải nói ở đây,
6270,"Học thầy [NAME] 9h45 hết tiết, 9h15 mới xách đít đến thầy còn khen. [NAME] bảo biết trễ nhưng vẫn cố gắng đi học, thế là tốt :)) nhưng lần sau nhớ đi học đúng giờ. Thầy đúng nhẹ nhàng zới sinh ziên luon",
6271,trễ rồi thì mình qua quán trà sữa đối diện ngồi nhâm nhi đợi vào giờ môn tiếp theo thoi bạn ơi hay vào thư viện làm một giất cũng đc :>,
6272,[NAME]  Đấy thiếu gì chỗ chơi lo gì k rớt môn đâu mà sợ = )))),
6273,Chắc do em năm nhất nên còn buồn. Chứ năm hai cảm giác buồn đó chuyển sang sảng khoái. Cố lên em. [NAME] đi trễ bữa nữa đi,
6274,[NAME] là ra dắt xe về luôn,
6275,[NAME] đc quá nhờ a,
6276,[NAME] a nhìu lần nên quen,
6277,"Tính ra hồi năm nhất mặt mình đã dày sẵn rồi ta. Cô đuổi vẫn cứ lì cái mặt ra xin riết cô phiền cô vẫn cho vô học. Hồi thầy [NAME] còn làm quản sinh cũng bị đuổi ra vì sai đồng phục, thầy đi cái mình quay gót xin cô vô học tiếp. Tính ra thầy cô cũng làm theo quy định thôi nhưng các bạn có lòng muốn học thì ai mà nỡ gét bỏ các bạn được.",
6278,"[NAME] đúng r, phải dày lên, học chứ đâu phải đi chơi đâu mà đuổi cái là về luôn tr :))))",
6279,Quoc Anh 4 năm khá là yên bình.haha,
6280,"[NAME] tuỳ gv nữa bé ơi. Gặp cô c thì 1 là ra khỏi lớp, 2 là lớp hôm đấy ko đc học. Cái gì ra cái gì, cái đấy ra cái đấy lun ý chứ ko dễ v :)))",
6281,Mỹ Ngọc 4 năm của em trôi qua cũng nhàn. Trộm vía thầy cô em dễ thương ghê,
6282,Nếu đi trễ là một bộ môn thì toi chắc đã là quán quân 🙁,
6283,[NAME] ừm m cúp luôn chứ đâu đi:),
6284,[NAME] nói thế tội tôi,
6285,[NAME] thưa ngài,
6286,[NAME] m toàn rủ t đi trễ 1 tiếng ko😂,
6287,Đình Chí thà đi trễ mà vẫn đến trường chứ hong có tới trường rồi quay xe nha 😂😂,
6288,[NAME] đi bộ mà quay xe gì 😂,
6289,Đình Chí lâu quá lú 😂,
6290,[NAME] đi học quá lú,
6291,[NAME] toàn trốn k,
6292,Đình Chí ai đi học lm chó nha...nghỉ có 20 mấy đứa chứ nhiu🤣🤣,
6293,[NAME] còn dc mấy đứa 😂😂,
6295,"Mới đầu thấy hụt hẫn thôi e:)) vài lần là quen à rút kinh nghiệm lần sau dề lun tùy môn mình đc trống máy tiết đó, nói cái biết ai luôn:))",
6296,[NAME] bà k biết thiệt hả,
6297,Đoan Trinh 10p sao bằng 1p :))),
6298,Tien Nguyen 30s còn k có cửa,
6299,"Mình đi trễ suốt có sao đâu
Quan trọng mình cảm thấy trễ thì mình gọi hay nt cho thầy cô xin trước thì thầy cô nào lại đuổi mình
Cũng như ng khác hẹn mình mà trễ mình cũng thấy khó chịu mà huống chi thầy cô
Nói chung cảm thấy trễ thì báo trước thì ko ai trách mình đc
Ý kiến riêng của mình ai chịu ko chịu cũng chịu nha 😅",
6300,Quốc Vũ chắc tại năm nhất thôi. Mốt năm 2 năm 3 thì 7 rưỡi học 7 rưỡi bắt đầu ở nhà đi😢,
6301,[NAME] là vậy đó 😂,
6302,Quốc Vũ hẹn n khác với đi học trễ nha… đi học trễ là nhà ngủ luôn,
6303,"[NAME] Lấy ví dụ thôi
Vk thích bắt bẻ ko 🥲",
6304,Quốc Vũ em là ko chịu rồi đó 🤔,
6305,[NAME] chịu cũng phải chịu nha e 😂,
6306,Quốc Vũ bữa vào trễ 5p 🥲cô đánh vắng hẳn 3 tiết học !,
6307,Thảo Nguyên Chịu ko chịu cũng chịu 🥲😅,
6308,"đi học trễ 1 tiếng, học đc 5p về. ai nhỉ [NAME]",
6310,[NAME] đừng phép bạn ơi trễ thì nhà ngủ luôn chứ 😐,
6311,[NAME] Năm 3 thì ngủ luôn khỏi lên 😂,
6312,Quốc Vũ  Hồng Nhung tiết học 45 phút mà [NAME] đi trễ 40p thì vô học dì,
6314,Mình góp ý nhé. Ý kiến của mình là như này .Mình nói ra có mất lòng bạn thì mình cũng chịu.Tại vì mình cũng chỉ muốn đóng góp một chút ý kiến cho bạn biết là mình cũng là một người có ý kiến .Mình là con người không thích nói dài dòng .Chỉ đơn giản muốn góp ý kiến cho bạn biết thôi .Mong bạn hiểu và thông cảm cho mình .Mình xin góp một số ý kiến cực kỳ ngắn gọn cho bạn hiểu mình không vòng vo.Nói dài là ý kiến ngắn gọn ko cần dài .Đấy nói tóm lại là mình góp ý kiến vậy thôi còn bạn hiểu hay ko mình không biết .Ai đang rảnh thì bỏ vài giây đọc cmt này.Để biết mình có góp ý kiến .Mong bạn hiểu vì mình chỉ muốn đóng góp ý kiến mà thôi.,
6315,[NAME] dm cái l gì v,
6316,[NAME] đóng góp ý kiến,
6317,[NAME] rồi đóng góp ý kiến chưa ba:))),
6318,Mình nghĩ bạn nên đi trễ 1 2 lần nữa để tập làm quen với việc này 🤣,
6319,"Cái gì cũng vừa phải thôi, đừng có quá đáng như thế 🙂 thân gửi",
6320,"[NAME] Thy ngày xưa mình đâu cần đợi bị đuổi, đi trễ cái là tự giác ra Zen 😂",
6321,"Khánh Linh bởi, bé nó k có kinh nghiệm gì hết",
6322,[NAME] Thy lớn rồi phải tự giác chứ,
6323,=))) còn mới còn xanh còn bỡ ngỡ từ từ bị đuổi dần là quen em 😂,
6324,"Rất bình thường luôn em, tập làm quen đi",
6325,Kim Phượng tinh thần tự giác đi học trễ cúp học luôn :)))),
6326,Thay vì đi chậm 10p thì em có thể ra chơi vào 🤣,
6327,[NAME] sao rành dữ dạ bà :)),
6328,[NAME] 😆 ai biết đâu,
6329,"[NAME] đi trễ ko có lỗi, lỗi là do mik đến ko đúng lúc 🤣🤣🤣🤣",
6330,[NAME] lỗi là không biết vào giờ ra chơi,
6331,[NAME] 🤣🤣🤣🤣,
6332,[NAME] đi học trễ thì quay xe về ngủ luôn cho lành,
6333,"Lần sau bị đuổi thì có thể ra quán one Coffee sau trường vì cà phê ở đó khá ngon,còn muốn làm vài đường Bi a cơ bản thì đối diện cổng chính,ngoài ra còn có các quán như phúc tea,milano, strong coffee rải rác xung quanh trường, còn nếu muốn vừa rẻ vừa mát nữa thì thư viện mà triển,chứ đằng nào cũng bị đuổi thì rẽ vào đâu đó luôn cho khỏe,đỡ mất tiền gửi xe..Thân gữi!",
6334,"[NAME] làm plan đỉnh quá nè, kh chuyển ngành quản trị đi cậu",
6336,Đuổi thì kím chỗ nào ngồi nghỉ ngơi đi rồi xíu thầy cô kêu dô học xíu,
6337,Thật Thuỳ phải hôn hay xạo lồn ngủ trễ rủ t nghỉ học,
6338,Biết trễ thì quay xe luôn đi :)),
6339,"Hông gì bùn hết á em, chi đi học toàn 7h30 vào lớp mà 9h chị mới dô lớp hong àaa",
6340,[NAME] giờ đó t còn húp hủ tíu,
6341,[NAME] chị còn đang ngủ truong lonn,
6342,[NAME] ủa k phải đi báo vs Nguyễn Kim Hạnh hả,
6343,[NAME] rủ đi về nhà tui chơi mà ngủ truong lonn,
6344,[NAME] đime cả đám qua nhà m chơi cái ngủ hết bỏ mình tao đi học,
6345,"[NAME] báo gì đâu, k cho dô thì mình mua mì về nhà Quyên nấu",
6346,[NAME] ủa k phải ra An xòe bài hả,
6347,[NAME] thì cũng có chút chút,
